IFR_adj
2.82E-05
2.40E-05
4.44E-05
9.07E-05
0.000202543
0.000389819
0.000615027
0.000937249
0.001304409
0.002172561
0.00451232
0.008163063
0.017150237
0.027088144
0.042514445
0.061451416
0.096325388
