,time,country,reported_cases,reported_cases_c,predicted_cases_c,predicted_min_c,predicted_max_c,predicted_cases,predicted_min,predicted_max,predicted_min2,predicted_max2,deaths,deaths_c,estimated_deaths_c,death_min_c,death_max_c,estimated_deaths,death_min,death_max,death_min2,death_max2,rt,rt_min,rt_max,rt_min2,rt_max2
15,07/03/2020,Austria,33,74,5592.96506,2402.103299,10259.48169,1177.899693,613.1880023,2061.599152,927.9853565,1357.610058,0,0,0.565560518,0.144785482,1.219456542,0.169739509,0.045769133,0.353928136,0.100042124,0.225604228,3.918200324,2.61927992,5.524982778,3.359872229,4.487220167
16,08/03/2020,Austria,25,99,7090.688039,3222.519528,12815.1262,1497.72298,820.4162296,2555.644505,1217.752519,1744.762818,0,0,0.789402134,0.207700965,1.678956385,0.223841616,0.062915483,0.459499843,0.134631697,0.296423019,3.918200324,2.61927992,5.524982778,3.359872229,4.487220167
17,09/03/2020,Austria,3,102,8998.744997,4268.638111,15990.26139,1908.056958,1046.118582,3175.135188,1549.230375,2246.137753,0,0,1.08080446,0.293419167,2.266817587,0.291402327,0.085718202,0.587861202,0.180078202,0.385568875,3.918200324,2.61927992,5.524982778,3.359872229,4.487220167
18,10/03/2020,Austria,29,131,11123.86317,5445.985408,19189.24389,2125.118178,1177.347297,3198.982507,1759.254688,2419.454124,0,0,1.456750268,0.409650457,3.010860529,0.375945808,0.11623129,0.744042942,0.243935315,0.49099331,3.472175816,2.240960566,4.953815648,2.909500771,4.004157273
19,11/03/2020,Austria,51,182,13823.93006,6874.909853,23485.15003,2700.066886,1428.924445,4295.906133,2150.117566,3053.106922,0,0,1.938859034,0.567838589,3.94937822,0.482108766,0.158188132,0.938517691,0.321499318,0.618083971,3.472175816,2.240960566,4.953815648,2.909500771,4.004157273
20,12/03/2020,Austria,64,246,17217.85496,8660.998897,29194.8918,3393.9249,1786.089044,5709.74177,2660.237379,3902.33581,0,0,2.553884384,0.784496827,5.128262533,0.61502535,0.216658238,1.178884313,0.418668298,0.776440789,3.472175816,2.240960566,4.953815648,2.909500771,4.004157273
21,13/03/2020,Austria,115,361,21467.46108,10720.22629,36758.12938,4249.606117,2059.227397,7563.237584,3230.397967,4983.583757,1,1,3.335650808,1.080202038,6.600965539,0.781766423,0.295705211,1.472703006,0.538026439,0.964417164,3.472175816,2.240960566,4.953815648,2.909500771,4.004157273
22,14/03/2020,Austria,143,504,25905.94042,12632.59769,44703.0663,4438.479345,1912.371393,7944.936921,3269.211972,5274.415008,0,1,4.326413668,1.471077224,8.431725285,0.990762861,0.390875187,1.830759746,0.677553186,1.185971721,2.895649552,1.388914999,4.44385774,2.517858048,3.376487549
23,15/03/2020,Austria,151,655,31419.82645,14828.96121,54877.62404,5513.886022,2196.363528,10174.55773,3949.732699,6657.388291,0,1,5.578515608,1.987007095,10.7039492,1.252101939,0.515929871,2.272223919,0.871427681,1.500619691,2.895649552,1.388914999,4.44385774,2.517858048,3.376487549
24,16/03/2020,Austria,205,860,34153.50659,15405.47639,60709.83664,2733.680148,576.5151712,5832.212601,1789.162294,3572.107477,0,1,7.156007022,2.676796607,13.58521594,1.577491414,0.689789512,2.881266731,1.119990419,1.879871789,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
25,17/03/2020,Austria,156,1016,37375.43528,16010.12211,67847.56689,3221.928688,604.6457284,7137.730257,1987.53597,4255.683911,2,3,9.137434969,3.597078073,17.09001888,1.981427948,0.920281466,3.504802942,1.457940765,2.327901836,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
26,18/03/2020,Austria,316,1332,40981.9683,16608.47615,76164.80905,3606.533016,598.3540322,8317.242153,2124.532905,4855.705193,0,3,11.61653405,4.816697354,21.34288603,2.47909908,1.219619281,4.252867156,1.908946506,2.88485872,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
27,19/03/2020,Austria,314,1646,44897.10227,17178.40657,85635.2905,3915.133975,569.930428,9470.481451,2158.880355,5311.088594,1,4,14.70177748,6.416429726,26.28173138,3.085243435,1.599732372,4.938845342,2.424495079,3.603901286,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
28,20/03/2020,Austria,550,2196,49090.31909,17704.93466,96169.12812,4193.216817,526.5280895,10533.83762,2130.007336,5729.339889,2,6,18.5114176,8.518698751,32.067074,3.809640112,2.102269026,5.785342628,3.059866423,4.451693203,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
29,21/03/2020,Austria,453,2649,53563.43327,18181.36305,107552.006,4473.114182,476.4283815,11382.87785,2108.779594,6120.883176,0,6,23.16915158,11.17776212,38.77927442,4.657733983,2.65906337,6.712200413,3.843453505,5.458347932,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
30,22/03/2020,Austria,375,3024,58337.42513,18606.79555,119843.8008,4773.991859,425.4325007,12291.79481,2134.049436,6661.463511,2,8,28.79341036,14.34426501,46.7625157,5.624258778,3.166502888,7.983241287,4.745199216,6.426859599,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
31,23/03/2020,Austria,607,3631,63444.30283,18983.68961,133601.6611,5106.877697,376.8940599,13757.86032,2098.323693,7255.11271,8,16,35.49875973,18.15133489,56.34158805,6.705349371,3.807069876,9.579072344,5.717647804,7.582982019,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
32,24/03/2020,Austria,855,4486,68923.11099,19316.0459,149180.2044,5478.808161,332.3562954,15578.54328,2032.686475,7844.933235,9,25,43.38724497,22.67008377,67.9140985,7.888485242,4.518748884,11.57251045,6.705533263,8.873416862,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
33,25/03/2020,Austria,796,5282,74818.43054,19608.30239,166837.853,5895.31955,292.2564891,17657.64867,2037.020615,8624.134488,5,30,52.55052753,27.99679407,81.66095716,9.163282559,5.326710303,13.74685866,7.719909033,10.23331031,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
34,26/03/2020,Austria,606,5888,81180.17102,19864.92714,186912.0396,6361.740475,256.6247465,20074.1866,2048.158444,9446.307274,4,34,63.06812669,34.12906602,97.38091993,10.51759916,6.13227195,15.71996277,8.582729744,11.75375575,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
35,27/03/2020,Austria,1141,7029,88063.98537,20090.10424,210163.8357,6883.814358,225.1771008,23251.79609,2060.440363,10228.18488,18,52,75.00677972,40.87945099,115.503902,11.93865303,6.750384966,18.12298212,10.11954186,13.25907409,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
36,28/03/2020,Austria,668,7697,95531.98914,20287.62708,237179.2878,7468.003771,197.5228437,27015.4521,2038.430071,10966.95807,16,68,88.41481438,48.22430131,136.3177506,13.40803466,7.344850326,20.8138486,11.4857303,15.10277105,1.227660544,0.237473489,2.385335393,0.780412233,1.634452438
1,18/02/2020,Belgium,0,0,92.0534909,18.31394345,243.1949249,92.0534909,18.31394345,243.1949249,49.71089899,120.994808,0,0,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
2,19/02/2020,Belgium,0,0,184.1069818,36.6278869,486.3898497,92.0534909,18.31394345,243.1949249,49.71089899,120.994808,0,0,1.45E-06,2.89E-07,3.82E-06,1.45E-06,2.88E-07,3.82E-06,7.81E-07,1.90E-06,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
3,20/02/2020,Belgium,0,0,276.1604727,54.94183035,729.5847746,92.0534909,18.31394345,243.1949249,49.71089899,120.994808,0,0,2.68E-05,5.32E-06,7.07E-05,2.53E-05,5.03E-06,6.69E-05,1.37E-05,3.33E-05,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
4,21/02/2020,Belgium,0,0,368.2139636,73.2557738,972.7796995,92.0534909,18.31394345,243.1949249,49.71089899,120.994808,0,0,0.000226489,4.51E-05,0.000598356,0.000199736,3.97E-05,0.000527679,0.000107862,0.000262532,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
5,22/02/2020,Belgium,0,0,460.2674545,91.56971724,1215.974624,92.0534909,18.31394345,243.1949249,49.71089899,120.994808,0,0,0.001006632,0.000200269,0.002659408,0.000780144,0.000155209,0.002061052,0.000421295,0.001025419,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
6,23/02/2020,Belgium,0,0,552.3209454,109.8836607,1459.169549,92.0534909,18.31394345,243.1949249,49.71089899,120.994808,0,0,0.003170465,0.000630761,0.00837601,0.002163833,0.000430492,0.005716602,0.001168517,0.002844135,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
7,24/02/2020,Belgium,0,0,737.3395755,166.0699438,1846.086202,185.01863,56.18628308,386.9166532,120.8305987,251.5062079,0,0,0.008112341,0.001613942,0.021431886,0.004941875,0.000983181,0.013055877,0.002668721,0.006495585,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
8,25/02/2020,Belgium,0,0,962.547955,236.3900076,2310.73397,225.2083796,70.3200638,464.6477674,148.4840533,304.6518884,0,0,0.017920911,0.003565651,0.047343422,0.009808571,0.001951709,0.025911535,0.005297158,0.012892347,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
9,26/02/2020,Belgium,0,0,1243.495821,331.2554954,2867.226107,280.9478659,94.8654878,556.4921374,190.401886,373.5516604,0,0,0.035297348,0.007028098,0.09322155,0.017376437,0.003462447,0.045878128,0.009389269,0.022839406,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
10,27/02/2020,Belgium,0,0,1599.857862,462.7984731,3536.391593,356.3620408,131.5429778,669.1654863,251.3000722,466.1771524,0,0,0.063572668,0.012697388,0.167692,0.02827532,0.00566929,0.074470451,0.015314655,0.037163874,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
11,28/02/2020,Belgium,0,0,2054.745439,645.3418694,4343.105689,454.8875775,182.5433963,806.7140959,337.3355891,582.247482,0,0,0.107045899,0.021527949,0.281601614,0.043473231,0.008830561,0.113909614,0.023662816,0.057135549,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
12,29/02/2020,Belgium,0,0,2636.759478,898.5895826,5323.285753,582.0140387,253.2477132,980.1800633,441.430696,729.6612467,0,0,0.170674123,0.034730181,0.446918307,0.063628224,0.013202232,0.165316692,0.034912777,0.083611902,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
13,01/03/2020,Belgium,0,0,3382.482353,1249.784152,6526.325094,745.7228748,351.1945695,1203.039342,584.9625586,913.4845348,0,0,0.260520589,0.053962277,0.677450532,0.089846466,0.019232096,0.230532225,0.04988064,0.118028318,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
14,02/03/2020,Belgium,1,1,4339.250482,1736.735187,7987.243961,956.7681289,486.9510351,1460.918867,771.237488,1150.574975,0,0,0.384283375,0.081571652,0.989683974,0.123762785,0.027609375,0.312233443,0.069785488,0.163039303,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
15,03/03/2020,Belgium,6,7,5568.522273,2411.913892,9806.84604,1229.271791,675.1787046,1819.602079,1018.949465,1449.695946,0,0,0.551383463,0.120780207,1.402425384,0.167100089,0.039208555,0.41274141,0.096022834,0.22147496,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
16,04/03/2020,Belgium,5,12,7150.208755,3342.840852,12092.92457,1581.686483,930.9269604,2286.07853,1339.322781,1828.992588,0,0,0.773428432,0.176036448,1.93716186,0.222044969,0.05525624,0.534736476,0.130736952,0.296328465,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
17,05/03/2020,Belgium,10,22,9188.350925,4622.859244,15011.21922,2038.14217,1280.018391,2918.294646,1740.630397,2312.751994,0,0,1.065520105,0.253709042,2.620043693,0.292091674,0.077672594,0.682881833,0.176718336,0.392742227,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
18,06/03/2020,Belgium,27,49,11818.59844,6366.360358,18736.57399,2630.247514,1743.501114,3725.354773,2282.887147,2898.746913,0,0,1.446480732,0.362588401,3.481335302,0.380960626,0.108879358,0.861291608,0.236987383,0.516242462,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
19,07/03/2020,Belgium,59,108,15218.07581,8776.083021,23492.1905,3399.477374,2409.722664,4755.616506,2922.149241,3742.960538,0,0,1.9403586,0.514966115,4.55711652,0.493877869,0.152377714,1.075781219,0.316398512,0.670458811,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
20,08/03/2020,Belgium,60,168,19618.41387,12056.77614,29655.03949,4400.33806,3280.693119,6162.848995,3751.726721,4888.92897,0,0,2.578089746,0.72798344,5.890684427,0.637731146,0.213017325,1.333567907,0.420497248,0.853636874,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
21,09/03/2020,Belgium,31,199,25322.98516,16478.07415,37736.00122,5704.57129,4421.29801,8080.961733,4856.740936,6294.11331,0,0,3.399082022,1.023476617,7.533234032,0.820992276,0.295493177,1.642549605,0.562126758,1.081789494,4.206661409,3.075716646,5.831004504,3.721567161,4.617655984
22,10/03/2020,Belgium,39,238,32117.30761,21417.4417,47445.20233,6794.322449,4939.367547,9709.201106,5922.423838,7555.461902,0,0,4.454243915,1.433075622,9.546887408,1.055161893,0.409599005,2.013653377,0.756200683,1.366433305,3.863921575,2.838877528,5.254540644,3.318724619,4.277370277
23,11/03/2020,Belgium,28,266,40903.97134,27497.05203,60764.39263,8786.663731,6079.610331,13319.1903,7549.099641,9850.952788,0,0,5.809585843,2.00089832,12.00716792,1.355341927,0.567822698,2.460280507,0.996760505,1.722211711,3.863921575,2.838877528,5.254540644,3.318724619,4.277370277
24,12/03/2020,Belgium,47,313,51245.50157,33970.15357,75644.06,10341.53023,6473.101538,14879.66737,8837.120792,11619.34448,3,3,7.549913614,2.787971771,15.00446936,1.740327771,0.787073451,2.997301449,1.315339863,2.164051485,3.562860023,2.284548799,5.058167169,3.095260567,4.007399497
25,13/03/2020,Belgium,85,398,64422.93118,41600.59615,95382.06179,13177.42961,7630.442581,19738.00179,10997.10751,15064.89007,0,3,9.784093254,3.878512113,18.67534263,2.23417964,1.090540342,3.670873271,1.732695752,2.731338553,3.562860023,2.284548799,5.058167169,3.095260567,4.007399497
26,14/03/2020,Belgium,160,558,77101.88273,49275.93252,114903.824,12678.95155,7675.336374,19521.76224,10167.51174,14742.20925,0,3,12.65147295,5.388442453,23.20871272,2.867379694,1.50993034,4.533370081,2.282944447,3.412684943,2.755233428,1.683549934,4.231122881,2.219464633,3.221660569
27,15/03/2020,Belgium,130,688,92880.60775,58426.87982,140125.6216,15778.72501,9150.947301,25221.7976,12052.8636,18310.25787,1,4,16.32800576,7.465194528,28.80085748,3.676532815,2.076752075,5.592144765,3.026017537,4.320463054,2.755233428,1.683549934,4.231122881,2.219464633,3.221660569
28,16/03/2020,Belgium,197,885,112092.7776,68833.47983,172473.4571,19212.16989,10406.6,32347.83549,14135.3868,22789.83227,0,4,21.03384465,10.31343755,35.66384937,4.705838885,2.848243026,6.862991889,3.941734964,5.446622731,2.755233428,1.683549934,4.231122881,2.219464633,3.221660569
29,17/03/2020,Belgium,199,1084,135257.6957,80228.68732,214393.5212,23164.91802,11395.20749,41920.06411,16176.99987,27955.07227,1,5,27.03891914,14.1346807,44.0738013,6.005074493,3.821243142,8.409951933,5.10441528,6.799690978,2.755233428,1.683549934,4.231122881,2.219464633,3.221660569
30,18/03/2020,Belgium,158,1242,148181.1238,82171.25963,242109.9692,12923.42814,1942.572311,27716.44797,8813.989544,16300.3913,0,5,34.66837375,19.32475859,54.5465758,7.629454612,5.190077893,10.4727745,6.55119557,8.523703054,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
31,19/03/2020,Belgium,243,1485,163245.2876,84337.26765,275130.0994,15064.16382,2166.008019,33020.13018,9801.558658,19304.87994,9,14,44.30810807,26.34843382,67.53027598,9.639734314,7.023675226,12.98370018,8.320988944,10.5939651,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
32,20/03/2020,Belgium,309,1794,180139.0946,86598.45655,314055.8972,16893.80698,2261.188899,38925.79785,10594.48726,22030.524,7,21,56.40536927,35.38206595,83.75608967,12.0972612,9.033632138,16.22581369,10.51711423,13.17618839,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
33,21/03/2020,Belgium,462,2256,198651.4856,88804.36611,359599.1597,18512.39099,2205.909559,45543.26245,10975.95052,24055.11433,16,37,71.4612804,47.125679,104.1504623,15.05591113,11.74361305,20.39437268,13.16896998,16.47898138,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
34,22/03/2020,Belgium,558,2814,218749.1956,90857.87491,412743.3055,20097.70998,2053.508802,53144.1458,11093.72473,25987.48334,30,67,90.01774731,61.70520605,129.3498713,18.55646692,14.57952705,25.19940896,16.47356023,19.95405448,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
35,23/03/2020,Belgium,586,3400,240533.834,92712.14358,474718.1789,21784.63848,1854.268666,61974.87337,11065.87903,27958.23552,8,75,112.6442071,78.90299399,160.2629531,22.62645982,17.19778794,30.91308179,20.40965855,24.44804885,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
36,24/03/2020,Belgium,342,3742,264197.2452,94353.92434,546991.0039,23663.41112,1641.780762,72272.82507,11011.25369,30470.10284,13,88,139.8959758,99.1351039,197.6071208,27.25176862,20.2321099,37.34416771,24.6996578,29.64304357,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
37,25/03/2020,Belgium,526,4268,289995.4429,95789.58658,631282.6718,25798.19777,1435.662237,84291.66789,10970.36043,32470.09513,34,122,172.304634,122.6013068,242.0393433,32.40865823,23.46620291,44.43222249,29.39536695,35.39740811,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
38,26/03/2020,Belgium,668,4936,318238.5759,97035.46808,729602.2526,28243.13295,1245.881507,98319.58083,10938.56643,35123.58789,56,178,210.3726312,149.1879769,294.1339659,38.0679972,26.58667011,52.0946226,34.04234068,41.50459212,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
39,27/03/2020,Belgium,1298,6234,349291.1694,98111.89391,844293.7451,31052.59353,1076.425829,114691.4925,10825.23268,37981.06467,42,220,254.5678925,178.9602194,354.4587992,44.19526132,29.7722425,60.32483327,39.36788999,48.27138663,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
40,28/03/2020,Belgium,1049,7283,383578.4858,99047.08968,978092.5998,34287.31637,935.1957664,133798.8547,10714.71225,40702.33118,69,289,305.2857263,211.9608006,425.1517469,50.71783377,33.0005812,70.69294771,44.31426672,55.97592299,1.311210426,0.24558893,2.592704029,0.865060944,1.678821366
