year;departement_code;sex;population;classe_age_5
2015;95;F;13485;80_84
2015;971;F;5098;80_84
2015;972;F;5679;80_84
2015;973;F;770;80_84
2015;974;F;6151;80_84
2015;976;F;288;80_84
2014;01;F;9007;80_84
2014;02;F;9991;80_84
2014;03;F;8986;80_84
2014;04;F;3462;80_84
2014;05;F;2691;80_84
2014;06;F;24315;80_84
2014;07;F;6640;80_84
2014;08;F;5380;80_84
2014;09;F;3558;80_84
2014;10;F;5876;80_84
2014;11;F;8254;80_84
2014;12;F;7203;80_84
2014;13;F;35173;80_84
2014;14;F;13102;80_84
2014;15;F;3852;80_84
2014;16;F;8158;80_84
2014;17;F;14598;80_84
2014;18;F;6972;80_84
2014;19;F;6392;80_84
2014;2A;F;2967;80_84
2014;2B;F;3291;80_84
2014;21;F;9602;80_84
2014;22;F;14267;80_84
2014;23;F;3567;80_84
2014;24;F;10598;80_84
2014;25;F;8995;80_84
2014;26;F;8965;80_84
2014;27;F;9359;80_84
2014;28;F;7340;80_84
2014;29;F;19603;80_84
2014;30;F;13822;80_84
2014;31;F;18893;80_84
2014;32;F;4713;80_84
2014;33;F;25720;80_84
2014;34;F;19685;80_84
2014;35;F;16851;80_84
2014;36;F;5803;80_84
2014;37;F;11300;80_84
2014;38;F;19106;80_84
2014;39;F;5376;80_84
2014;40;F;8189;80_84
2014;41;F;7303;80_84
2014;42;F;16109;80_84
2014;43;F;5027;80_84
2014;44;F;21698;80_84
2014;45;F;11553;80_84
2014;46;F;4430;80_84
2014;47;F;7671;80_84
2014;48;F;1631;80_84
2014;49;F;14216;80_84
2014;50;F;11445;80_84
2014;51;F;9329;80_84
2014;52;F;4032;80_84
2014;53;F;6052;80_84
2014;54;F;13204;80_84
2014;55;F;3892;80_84
2014;56;F;15787;80_84
2014;57;F;18163;80_84
2014;58;F;5799;80_84
2014;59;F;41040;80_84
2014;60;F;11072;80_84
2014;61;F;6687;80_84
2014;62;F;26157;80_84
2014;63;F;12389;80_84
2014;64;F;14610;80_84
2014;65;F;5873;80_84
2014;66;F;10770;80_84
2014;67;F;17537;80_84
2014;68;F;13077;80_84
2014;69;F;28463;80_84
2014;70;F;4439;80_84
2014;71;F;12848;80_84
2014;72;F;11237;80_84
2014;73;F;7596;80_84
2014;74;F;10764;80_84
2014;75;F;31752;80_84
2014;76;F;21980;80_84
2014;77;F;15310;80_84
2014;78;F;19239;80_84
2014;79;F;7816;80_84
2014;80;F;9735;80_84
2014;81;F;9127;80_84
2014;82;F;5053;80_84
2014;83;F;22148;80_84
2014;84;F;10459;80_84
2014;85;F;12939;80_84
2014;86;F;8247;80_84
2014;87;F;8520;80_84
2014;88;F;8144;80_84
2014;89;F;7262;80_84
2014;90;F;2413;80_84
2014;91;F;15839;80_84
2014;92;F;22277;80_84
2014;93;F;16710;80_84
2014;94;F;19068;80_84
2014;95;F;13546;80_84
2014;971;F;4826;80_84
2014;972;F;5526;80_84
2014;973;F;693;80_84
2014;974;F;5887;80_84
2014;976;F;359;80_84
2014;01;F;9898;75_79
2014;02;F;10793;75_79
2014;03;F;9120;75_79
2014;04;F;3886;75_79
2014;05;F;3099;75_79
2014;06;F;26317;75_79
2014;07;F;7157;75_79
2014;08;F;6087;75_79
2014;09;F;3721;75_79
2014;10;F;6510;75_79
2014;11;F;8548;75_79
2014;12;F;7487;75_79
2014;13;F;38955;75_79
2014;14;F;14270;75_79
2014;15;F;4172;75_79
2014;16;F;8434;75_79
2014;17;F;15806;75_79
2014;18;F;7695;75_79
2014;19;F;6469;75_79
2014;2A;F;3371;75_79
2014;2B;F;3712;75_79
2014;21;F;10110;75_79
2014;22;F;15683;75_79
2014;23;F;3669;75_79
2014;24;F;11097;75_79
2014;25;F;10067;75_79
2014;26;F;10184;75_79
2014;27;F;10439;75_79
2014;28;F;8282;75_79
2014;29;F;21977;75_79
2014;30;F;15280;75_79
2014;31;F;20999;75_79
2014;32;F;4791;75_79
2014;33;F;27137;75_79
2014;34;F;21692;75_79
2014;35;F;18771;75_79
2014;36;F;6269;75_79
2014;37;F;12593;75_79
2014;38;F;21080;75_79
2014;39;F;5698;75_79
2014;40;F;9499;75_79
2014;41;F;8021;75_79
2014;42;F;17212;75_79
2014;43;F;5228;75_79
2014;44;F;24680;75_79
2014;45;F;12771;75_79
2014;46;F;4755;75_79
2014;47;F;8309;75_79
2014;48;F;1838;75_79
2014;49;F;15462;75_79
2014;50;F;12719;75_79
2014;51;F;10613;75_79
2014;52;F;4379;75_79
2014;53;F;6689;75_79
2014;54;F;14700;75_79
2014;55;F;4244;75_79
2014;56;F;18034;75_79
2014;57;F;21642;75_79
2014;58;F;6141;75_79
2014;59;F;45153;75_79
2014;60;F;13011;75_79
2014;61;F;7304;75_79
2014;62;F;28667;75_79
2014;63;F;13528;75_79
2014;64;F;15826;75_79
2014;65;F;6129;75_79
2014;66;F;11624;75_79
2014;67;F;20386;75_79
2014;68;F;14687;75_79
2014;69;F;30513;75_79
2014;70;F;5105;75_79
2014;71;F;13732;75_79
2014;72;F;12261;75_79
2014;73;F;8225;75_79
2014;74;F;12048;75_79
2014;75;F;35153;75_79
2014;76;F;25087;75_79
2014;77;F;17873;75_79
2014;78;F;22266;75_79
2014;79;F;8477;75_79
2014;80;F;10962;75_79
2014;81;F;9283;75_79
2014;82;F;5243;75_79
2014;83;F;25451;75_79
2014;84;F;11333;75_79
2014;85;F;15060;75_79
2014;86;F;9159;75_79
2014;87;F;8856;75_79
2014;88;F;8709;75_79
2014;89;F;7767;75_79
2014;90;F;2724;75_79
2014;91;F;18900;75_79
2014;92;F;23522;75_79
2014;93;F;18390;75_79
2014;94;F;20995;75_79
2014;95;F;15067;75_79
2014;971;F;6605;75_79
2014;972;F;7569;75_79
2014;973;F;961;75_79
2014;974;F;9487;75_79
2014;976;F;472;75_79
2015;01;F;10000;75_79
2015;02;F;10426;75_79
2015;03;F;8985;75_79
2015;04;F;3926;75_79
2015;05;F;3039;75_79
2015;06;F;25984;75_79
2015;07;F;7130;75_79
2015;08;F;5883;75_79
2015;09;F;3613;75_79
2015;10;F;6530;75_79
2015;11;F;8384;75_79
2015;12;F;7288;75_79
2015;13;F;38668;75_79
2015;14;F;14168;75_79
2015;15;F;4019;75_79
2015;16;F;8274;75_79
2015;17;F;15806;75_79
2015;18;F;7537;75_79
2015;19;F;6375;75_79
2015;2A;F;3387;75_79
2015;2B;F;3702;75_79
2015;21;F;10171;75_79
2015;22;F;15506;75_79
2015;23;F;3520;75_79
2015;24;F;10955;75_79
2015;25;F;10193;75_79
2015;26;F;10130;75_79
2015;27;F;10455;75_79
2015;28;F;8029;75_79
2015;29;F;21608;75_79
2015;30;F;15021;75_79
2015;31;F;20482;75_79
2015;32;F;4732;75_79
2015;33;F;26768;75_79
2015;34;F;21541;75_79
2015;35;F;18558;75_79
2015;36;F;6068;75_79
2015;37;F;12293;75_79
2015;38;F;21132;75_79
2015;39;F;5538;75_79
2015;40;F;9428;75_79
2015;41;F;7801;75_79
2015;42;F;16773;75_79
2015;43;F;5238;75_79
2015;44;F;24593;75_79
2015;45;F;12430;75_79
2015;46;F;4631;75_79
2015;47;F;8086;75_79
2015;48;F;1796;75_79
2015;49;F;15224;75_79
2015;50;F;12596;75_79
2015;51;F;10511;75_79
2015;52;F;4316;75_79
2015;53;F;6671;75_79
2015;54;F;14338;75_79
2015;55;F;4129;75_79
2015;56;F;17935;75_79
2015;57;F;21542;75_79
2015;58;F;6009;75_79
2015;59;F;44412;75_79
2015;60;F;12850;75_79
2015;61;F;7073;75_79
2015;62;F;28044;75_79
2015;63;F;13283;75_79
2015;64;F;15615;75_79
2015;65;F;6039;75_79
2015;66;F;11619;75_79
2015;67;F;20420;75_79
2015;68;F;14395;75_79
2015;69;F;29980;75_79
2015;70;F;5042;75_79
2015;71;F;13647;75_79
2015;72;F;11974;75_79
2015;73;F;8181;75_79
2015;74;F;12049;75_79
2015;75;F;35248;75_79
2015;76;F;24681;75_79
2015;77;F;17760;75_79
2015;78;F;22534;75_79
2015;79;F;8313;75_79
2015;80;F;10854;75_79
2015;81;F;9125;75_79
2015;82;F;5258;75_79
2015;83;F;24884;75_79
2015;84;F;11135;75_79
2015;85;F;14852;75_79
2015;86;F;9063;75_79
2015;87;F;8685;75_79
2015;88;F;8748;75_79
2015;89;F;7512;75_79
2015;90;F;2713;75_79
2015;91;F;18666;75_79
2015;92;F;22823;75_79
2015;93;F;18093;75_79
2015;94;F;20223;75_79
2015;95;F;14882;75_79
2015;971;F;6799;75_79
2015;972;F;7574;75_79
2015;973;F;983;75_79
2015;974;F;9594;75_79
2015;976;F;543;75_79
2016;01;F;9805;75_79
2016;02;F;10069;75_79
2016;03;F;8660;75_79
2016;04;F;3846;75_79
2016;05;F;3012;75_79
2016;06;F;26010;75_79
2016;07;F;7076;75_79
2016;08;F;5753;75_79
2016;09;F;3442;75_79
2016;10;F;6283;75_79
2016;11;F;8226;75_79
2016;12;F;7073;75_79
2016;13;F;38729;75_79
2016;14;F;13844;75_79
2016;15;F;3873;75_79
2016;16;F;7920;75_79
2016;17;F;15683;75_79
2016;18;F;7351;75_79
2016;19;F;5999;75_79
2016;2A;F;3539;75_79
2016;2B;F;3841;75_79
2016;21;F;10145;75_79
2016;22;F;14893;75_79
2016;23;F;3306;75_79
2016;24;F;10664;75_79
2016;25;F;10000;75_79
2016;26;F;9969;75_79
2016;27;F;10349;75_79
2016;28;F;7962;75_79
2016;29;F;21154;75_79
2016;30;F;14776;75_79
2016;31;F;19958;75_79
2016;32;F;4699;75_79
2016;33;F;26288;75_79
2016;34;F;21421;75_79
2016;35;F;18294;75_79
2016;36;F;5814;75_79
2016;37;F;12061;75_79
2016;38;F;21089;75_79
2016;39;F;5469;75_79
2016;40;F;9293;75_79
2016;41;F;7540;75_79
2016;42;F;16337;75_79
2016;43;F;5037;75_79
2016;44;F;23889;75_79
2016;45;F;12414;75_79
2016;46;F;4575;75_79
2016;47;F;7790;75_79
2016;48;F;1748;75_79
2016;49;F;14810;75_79
2016;50;F;12045;75_79
2016;51;F;10352;75_79
2016;52;F;4187;75_79
2016;53;F;6438;75_79
2016;54;F;14054;75_79
2016;55;F;3953;75_79
2016;56;F;17544;75_79
2016;57;F;21292;75_79
2016;58;F;5891;75_79
2016;59;F;43686;75_79
2016;60;F;12507;75_79
2016;61;F;6838;75_79
2016;62;F;26982;75_79
2016;63;F;13053;75_79
2016;64;F;15508;75_79
2016;65;F;5882;75_79
2016;66;F;11552;75_79
2016;67;F;20085;75_79
2016;68;F;14048;75_79
2016;69;F;29876;75_79
2016;70;F;5003;75_79
2016;71;F;13370;75_79
2016;72;F;11559;75_79
2016;73;F;8160;75_79
2016;74;F;12119;75_79
2016;75;F;35085;75_79
2016;76;F;24017;75_79
2016;77;F;17745;75_79
2016;78;F;22733;75_79
2016;79;F;8141;75_79
2016;80;F;10640;75_79
2016;81;F;8696;75_79
2016;82;F;5062;75_79
2016;83;F;25478;75_79
2016;84;F;11217;75_79
2016;85;F;14573;75_79
2016;86;F;8812;75_79
2016;87;F;8279;75_79
2016;88;F;8508;75_79
2016;89;F;7453;75_79
2016;90;F;2794;75_79
2016;91;F;18365;75_79
2016;92;F;23025;75_79
2016;93;F;17946;75_79
2016;94;F;19871;75_79
2016;95;F;14838;75_79
2016;971;F;6773;75_79
2016;972;F;7708;75_79
2016;973;F;1110;75_79
2016;974;F;9884;75_79
2016;976;F;564;75_79
2017;01;F;9679;75_79
2017;02;F;9481;75_79
2017;03;F;8353;75_79
2017;04;F;3812;75_79
2017;05;F;3011;75_79
2017;06;F;25989;75_79
2017;07;F;7101;75_79
2017;08;F;5243;75_79
2017;09;F;3356;75_79
2017;10;F;5929;75_79
2017;11;F;8118;75_79
2017;12;F;6927;75_79
2017;13;F;38793;75_79
2017;14;F;13412;75_79
2017;15;F;3709;75_79
2017;16;F;7820;75_79
2017;17;F;15382;75_79
2017;18;F;6913;75_79
2017;19;F;5852;75_79
2017;2A;F;3743;75_79
2017;2B;F;3876;75_79
2017;21;F;9776;75_79
2017;22;F;13861;75_79
2017;23;F;3023;75_79
2017;24;F;10315;75_79
2017;25;F;9656;75_79
2017;26;F;10163;75_79
2017;27;F;10036;75_79
2017;28;F;7666;75_79
2017;29;F;19933;75_79
2017;30;F;14763;75_79
2017;31;F;19933;75_79
2017;32;F;4578;75_79
2017;33;F;25980;75_79
2017;34;F;21242;75_79
2017;35;F;17567;75_79
2017;36;F;5613;75_79
2017;37;F;11662;75_79
2017;38;F;21177;75_79
2017;39;F;5416;75_79
2017;40;F;8999;75_79
2017;41;F;7254;75_79
2017;42;F;15795;75_79
2017;43;F;4851;75_79
2017;44;F;23071;75_79
2017;45;F;12026;75_79
2017;46;F;4458;75_79
2017;47;F;7667;75_79
2017;48;F;1674;75_79
2017;49;F;14435;75_79
2017;50;F;11238;75_79
2017;51;F;9900;75_79
2017;52;F;4003;75_79
2017;53;F;6026;75_79
2017;54;F;13364;75_79
2017;55;F;3727;75_79
2017;56;F;16481;75_79
2017;57;F;20707;75_79
2017;58;F;5625;75_79
2017;59;F;40195;75_79
2017;60;F;11929;75_79
2017;61;F;6582;75_79
2017;62;F;24956;75_79
2017;63;F;12708;75_79
2017;64;F;15168;75_79
2017;65;F;5728;75_79
2017;66;F;11400;75_79
2017;67;F;20166;75_79
2017;68;F;14061;75_79
2017;69;F;29505;75_79
2017;70;F;4733;75_79
2017;71;F;12851;75_79
2017;72;F;11244;75_79
2017;73;F;8041;75_79
2017;74;F;12314;75_79
2017;75;F;34193;75_79
2017;76;F;22995;75_79
2017;77;F;17830;75_79
2017;78;F;22409;75_79
2017;79;F;7703;75_79
2017;80;F;10002;75_79
2017;81;F;8479;75_79
2017;82;F;4876;75_79
2017;83;F;25813;75_79
2017;84;F;11329;75_79
2017;85;F;14153;75_79
2017;86;F;8490;75_79
2017;87;F;7994;75_79
2017;88;F;7902;75_79
2017;89;F;6988;75_79
2017;90;F;2641;75_79
2017;91;F;17904;75_79
2017;92;F;23088;75_79
2017;93;F;16990;75_79
2017;94;F;19288;75_79
2017;95;F;14511;75_79
2017;971;F;6739;75_79
2017;972;F;7635;75_79
2017;973;F;1100;75_79
2017;974;F;9932;75_79
2017;976;F;586;75_79
2018;01;F;9917;75_79
2018;02;F;9275;75_79
2018;03;F;8179;75_79
2018;04;F;3904;75_79
2018;05;F;3000;75_79
2018;06;F;26619;75_79
2018;07;F;7072;75_79
2018;08;F;5035;75_79
2018;09;F;3307;75_79
2018;10;F;5885;75_79
2018;11;F;8283;75_79
2018;12;F;6763;75_79
2018;13;F;39822;75_79
2018;14;F;13161;75_79
2018;15;F;3564;75_79
2018;16;F;7759;75_79
2018;17;F;15371;75_79
2018;18;F;6678;75_79
2018;19;F;5868;75_79
2018;2A;F;3983;75_79
2018;2B;F;4106;75_79
2018;21;F;9767;75_79
2018;22;F;13409;75_79
2018;23;F;2874;75_79
2018;24;F;10205;75_79
2018;25;F;9627;75_79
2018;26;F;10313;75_79
2018;27;F;9996;75_79
2018;28;F;7578;75_79
2018;29;F;19028;75_79
2018;30;F;15130;75_79
2018;31;F;20244;75_79
2018;32;F;4559;75_79
2018;33;F;26352;75_79
2018;34;F;21696;75_79
2018;35;F;17177;75_79
2018;36;F;5555;75_79
2018;37;F;11453;75_79
2018;38;F;21577;75_79
2018;39;F;5470;75_79
2018;40;F;8990;75_79
2018;41;F;6929;75_79
2018;42;F;15561;75_79
2018;43;F;4796;75_79
2018;44;F;22691;75_79
2018;45;F;11961;75_79
2018;46;F;4433;75_79
2018;47;F;7689;75_79
2018;48;F;1642;75_79
2018;49;F;14316;75_79
2018;50;F;10811;75_79
2018;51;F;9656;75_79
2018;52;F;3827;75_79
2018;53;F;5829;75_79
2018;54;F;12934;75_79
2018;55;F;3509;75_79
2018;56;F;15977;75_79
2018;57;F;20515;75_79
2018;58;F;5458;75_79
2018;59;F;38254;75_79
2018;60;F;11846;75_79
2018;61;F;6413;75_79
2018;62;F;23643;75_79
2018;63;F;12707;75_79
2018;64;F;15072;75_79
2018;65;F;5673;75_79
2018;66;F;11566;75_79
2018;67;F;20419;75_79
2018;68;F;14341;75_79
2018;69;F;29776;75_79
2018;70;F;4675;75_79
2018;71;F;12714;75_79
2018;72;F;10892;75_79
2018;73;F;8220;75_79
2018;74;F;12600;75_79
2018;75;F;35308;75_79
2018;76;F;22284;75_79
2018;77;F;17926;75_79
2018;78;F;22727;75_79
2018;79;F;7534;75_79
2018;80;F;9731;75_79
2018;81;F;8412;75_79
2018;82;F;4859;75_79
2018;83;F;26852;75_79
2018;84;F;11472;75_79
2018;85;F;14037;75_79
2018;86;F;8323;75_79
2018;87;F;8003;75_79
2018;88;F;7579;75_79
2018;89;F;6895;75_79
2018;90;F;2574;75_79
2018;91;F;17988;75_79
2018;92;F;23388;75_79
2018;93;F;16560;75_79
2018;94;F;19130;75_79
2018;95;F;14341;75_79
2018;971;F;6906;75_79
2018;972;F;7805;75_79
2018;973;F;1231;75_79
2018;974;F;10264;75_79
2018;976;F;609;75_79
2019;01;F;10232;75_79
2019;02;F;9029;75_79
2019;03;F;8283;75_79
2019;04;F;4006;75_79
2019;05;F;3015;75_79
2019;06;F;27544;75_79
2019;07;F;7306;75_79
2019;08;F;4833;75_79
2019;09;F;3398;75_79
2019;10;F;5880;75_79
2019;11;F;8716;75_79
2019;12;F;6680;75_79
2019;13;F;41046;75_79
2019;14;F;13206;75_79
2019;15;F;3527;75_79
2019;16;F;7847;75_79
2019;17;F;15820;75_79
2019;18;F;6643;75_79
2019;19;F;5853;75_79
2019;2A;F;4019;75_79
2019;2B;F;4282;75_79
2019;21;F;9841;75_79
2019;22;F;13327;75_79
2019;23;F;2806;75_79
2019;24;F;10309;75_79
2019;25;F;9554;75_79
2019;26;F;10678;75_79
2019;27;F;10311;75_79
2019;28;F;7600;75_79
2019;29;F;18613;75_79
2019;30;F;15880;75_79
2019;31;F;21098;75_79
2019;32;F;4591;75_79
2019;33;F;27634;75_79
2019;34;F;22883;75_79
2019;35;F;17153;75_79
2019;36;F;5503;75_79
2019;37;F;11612;75_79
2019;38;F;22099;75_79
2019;39;F;5499;75_79
2019;40;F;9144;75_79
2019;41;F;6802;75_79
2019;42;F;15459;75_79
2019;43;F;4794;75_79
2019;44;F;23076;75_79
2019;45;F;12029;75_79
2019;46;F;4475;75_79
2019;47;F;7877;75_79
2019;48;F;1636;75_79
2019;49;F;14326;75_79
2019;50;F;10489;75_79
2019;51;F;9514;75_79
2019;52;F;3728;75_79
2019;53;F;5668;75_79
2019;54;F;12509;75_79
2019;55;F;3375;75_79
2019;56;F;16073;75_79
2019;57;F;19900;75_79
2019;58;F;5316;75_79
2019;59;F;37593;75_79
2019;60;F;11806;75_79
2019;61;F;6310;75_79
2019;62;F;23192;75_79
2019;63;F;12927;75_79
2019;64;F;15148;75_79
2019;65;F;5647;75_79
2019;66;F;11855;75_79
2019;67;F;20360;75_79
2019;68;F;14355;75_79
2019;69;F;30136;75_79
2019;70;F;4653;75_79
2019;71;F;12860;75_79
2019;72;F;10910;75_79
2019;73;F;8349;75_79
2019;74;F;13118;75_79
2019;75;F;36112;75_79
2019;76;F;22217;75_79
2019;77;F;18551;75_79
2019;78;F;23362;75_79
2019;79;F;7595;75_79
2019;80;F;9788;75_79
2019;81;F;8533;75_79
2019;82;F;4987;75_79
2019;83;F;27959;75_79
2019;84;F;11917;75_79
2019;85;F;14134;75_79
2019;86;F;8414;75_79
2019;87;F;8124;75_79
2019;88;F;7375;75_79
2019;89;F;6929;75_79
2019;90;F;2606;75_79
2019;91;F;18319;75_79
2019;92;F;23872;75_79
2019;93;F;16439;75_79
2019;94;F;19110;75_79
2019;95;F;14507;75_79
2019;971;F;7114;75_79
2019;972;F;7647;75_79
2019;973;F;1382;75_79
2019;974;F;10597;75_79
2019;976;F;632;75_79
1990;01;F;7872;75_79
1990;02;F;9342;75_79
1990;03;F;9442;75_79
1990;04;F;2840;75_79
1990;05;F;2347;75_79
1990;06;F;28090;75_79
1990;07;F;6385;75_79
1990;08;F;5234;75_79
1990;09;F;3830;75_79
1990;10;F;5712;75_79
1990;11;F;7869;75_79
1990;12;F;7846;75_79
1990;13;F;33154;75_79
1990;14;F;10664;75_79
1990;15;F;4061;75_79
1990;16;F;8012;75_79
1990;17;F;12435;75_79
1990;18;F;7710;75_79
1990;19;F;6839;75_79
1990;2A;F;2502;75_79
1990;2B;F;2808;75_79
1990;21;F;8851;75_79
1990;22;F;13422;75_79
1990;23;F;4350;75_79
1990;24;F;10448;75_79
1990;25;F;7725;75_79
1990;26;F;8204;75_79
1990;27;F;7953;75_79
1990;28;F;6972;75_79
1990;29;F;20110;75_79
1990;30;F;11813;75_79
1990;31;F;16547;75_79
1990;32;F;4601;75_79
1990;33;F;23801;75_79
1990;34;F;16503;75_79
1990;35;F;14578;75_79
1990;36;F;6457;75_79
1990;37;F;10512;75_79
1990;38;F;15781;75_79
1990;39;F;5342;75_79
1990;40;F;7572;75_79
1990;41;F;7173;75_79
1990;42;F;15365;75_79
1990;43;F;5004;75_79
1990;44;F;18596;75_79
1990;45;F;10657;75_79
1990;46;F;4389;75_79
1990;47;F;7475;75_79
1990;48;F;1970;75_79
1990;49;F;12691;75_79
1990;50;F;10178;75_79
1990;51;F;9235;75_79
1990;52;F;4174;75_79
1990;53;F;5849;75_79
1990;54;F;12330;75_79
1990;55;F;4027;75_79
1990;56;F;13477;75_79
1990;57;F;14927;75_79
1990;58;F;6247;75_79
1990;59;F;41883;75_79
1990;60;F;9622;75_79
1990;61;F;6143;75_79
1990;62;F;25647;75_79
1990;63;F;11964;75_79
1990;64;F;13886;75_79
1990;65;F;5583;75_79
1990;66;F;9347;75_79
1990;67;F;16780;75_79
1990;68;F;11520;75_79
1990;69;F;25499;75_79
1990;70;F;4901;75_79
1990;71;F;12881;75_79
1990;72;F;10392;75_79
1990;73;F;6365;75_79
1990;74;F;8300;75_79
1990;75;F;49337;75_79
1990;76;F;20789;75_79
1990;77;F;13324;75_79
1990;78;F;14513;75_79
1990;79;F;7615;75_79
1990;80;F;9848;75_79
1990;81;F;8511;75_79
1990;82;F;4755;75_79
1990;83;F;18741;75_79
1990;84;F;9230;75_79
1990;85;F;10785;75_79
1990;86;F;8330;75_79
1990;87;F;9223;75_79
1990;88;F;8194;75_79
1990;89;F;7577;75_79
1990;90;F;2321;75_79
1990;91;F;12055;75_79
1990;92;F;23699;75_79
1990;93;F;16663;75_79
1990;94;F;18251;75_79
1990;95;F;11332;75_79
1990;971;F;3233;75_79
1990;972;F;3946;75_79
1990;973;F;431;75_79
1990;974;F;4073;75_79
1991;01;F;7261;75_79
1991;02;F;8557;75_79
1991;03;F;8764;75_79
1991;04;F;2688;75_79
1991;05;F;2231;75_79
1991;06;F;26881;75_79
1991;07;F;6023;75_79
1991;08;F;4787;75_79
1991;09;F;3485;75_79
1991;10;F;5278;75_79
1991;11;F;7388;75_79
1991;12;F;7278;75_79
1991;13;F;31793;75_79
1991;14;F;9949;75_79
1991;15;F;3844;75_79
1991;16;F;7366;75_79
1991;17;F;11591;75_79
1991;18;F;6995;75_79
1991;19;F;6269;75_79
1991;2A;F;2402;75_79
1991;2B;F;2754;75_79
1991;21;F;8323;75_79
1991;22;F;12370;75_79
1991;23;F;3990;75_79
1991;24;F;9662;75_79
1991;25;F;7169;75_79
1991;26;F;7651;75_79
1991;27;F;7398;75_79
1991;28;F;6444;75_79
1991;29;F;18808;75_79
1991;30;F;11279;75_79
1991;31;F;15547;75_79
1991;32;F;4287;75_79
1991;33;F;22237;75_79
1991;34;F;15523;75_79
1991;35;F;13543;75_79
1991;36;F;6018;75_79
1991;37;F;9860;75_79
1991;38;F;14869;75_79
1991;39;F;4881;75_79
1991;40;F;7094;75_79
1991;41;F;6597;75_79
1991;42;F;14309;75_79
1991;43;F;4589;75_79
1991;44;F;17560;75_79
1991;45;F;9859;75_79
1991;46;F;4042;75_79
1991;47;F;7029;75_79
1991;48;F;1871;75_79
1991;49;F;11860;75_79
1991;50;F;9342;75_79
1991;51;F;8513;75_79
1991;52;F;3850;75_79
1991;53;F;5328;75_79
1991;54;F;11392;75_79
1991;55;F;3679;75_79
1991;56;F;12554;75_79
1991;57;F;14179;75_79
1991;58;F;5700;75_79
1991;59;F;38261;75_79
1991;60;F;9012;75_79
1991;61;F;5663;75_79
1991;62;F;23670;75_79
1991;63;F;10998;75_79
1991;64;F;13065;75_79
1991;65;F;5348;75_79
1991;66;F;8875;75_79
1991;67;F;15692;75_79
1991;68;F;10612;75_79
1991;69;F;23559;75_79
1991;70;F;4385;75_79
1991;71;F;11908;75_79
1991;72;F;9597;75_79
1991;73;F;5941;75_79
1991;74;F;7898;75_79
1991;75;F;45259;75_79
1991;76;F;19538;75_79
1991;77;F;12579;75_79
1991;78;F;13744;75_79
1991;79;F;7020;75_79
1991;80;F;9006;75_79
1991;81;F;7843;75_79
1991;82;F;4398;75_79
1991;83;F;17989;75_79
1991;84;F;8794;75_79
1991;85;F;10154;75_79
1991;86;F;7740;75_79
1991;87;F;8468;75_79
1991;88;F;7427;75_79
1991;89;F;6936;75_79
1991;90;F;2174;75_79
1991;91;F;11312;75_79
1991;92;F;22020;75_79
1991;93;F;15510;75_79
1991;94;F;16956;75_79
1991;95;F;10610;75_79
1991;971;F;3335;75_79
1991;972;F;4054;75_79
1991;973;F;452;75_79
1991;974;F;3952;75_79
1992;01;F;6567;75_79
1992;02;F;7759;75_79
1992;03;F;7898;75_79
1992;04;F;2458;75_79
1992;05;F;2072;75_79
1992;06;F;24675;75_79
1992;07;F;5396;75_79
1992;08;F;4270;75_79
1992;09;F;3125;75_79
1992;10;F;4787;75_79
1992;11;F;6577;75_79
1992;12;F;6436;75_79
1992;13;F;29322;75_79
1992;14;F;9102;75_79
1992;15;F;3436;75_79
1992;16;F;6643;75_79
1992;17;F;10406;75_79
1992;18;F;6275;75_79
1992;19;F;5683;75_79
1992;2A;F;2287;75_79
1992;2B;F;2622;75_79
1992;21;F;7580;75_79
1992;22;F;11067;75_79
1992;23;F;3532;75_79
1992;24;F;8681;75_79
1992;25;F;6624;75_79
1992;26;F;6925;75_79
1992;27;F;6848;75_79
1992;28;F;5870;75_79
1992;29;F;16853;75_79
1992;30;F;10246;75_79
1992;31;F;14285;75_79
1992;32;F;3814;75_79
1992;33;F;20297;75_79
1992;34;F;14205;75_79
1992;35;F;12221;75_79
1992;36;F;5378;75_79
1992;37;F;8979;75_79
1992;38;F;13737;75_79
1992;39;F;4409;75_79
1992;40;F;6391;75_79
1992;41;F;5831;75_79
1992;42;F;12970;75_79
1992;43;F;4035;75_79
1992;44;F;15805;75_79
1992;45;F;8891;75_79
1992;46;F;3642;75_79
1992;47;F;6361;75_79
1992;48;F;1699;75_79
1992;49;F;10665;75_79
1992;50;F;8393;75_79
1992;51;F;7781;75_79
1992;52;F;3485;75_79
1992;53;F;4821;75_79
1992;54;F;10394;75_79
1992;55;F;3336;75_79
1992;56;F;11287;75_79
1992;57;F;13025;75_79
1992;58;F;5162;75_79
1992;59;F;33197;75_79
1992;60;F;8252;75_79
1992;61;F;5114;75_79
1992;62;F;21465;75_79
1992;63;F;9856;75_79
1992;64;F;11779;75_79
1992;65;F;4807;75_79
1992;66;F;8184;75_79
1992;67;F;14115;75_79
1992;68;F;9537;75_79
1992;69;F;21438;75_79
1992;70;F;3894;75_79
1992;71;F;10730;75_79
1992;72;F;8719;75_79
1992;73;F;5366;75_79
1992;74;F;7292;75_79
1992;75;F;40818;75_79
1992;76;F;18044;75_79
1992;77;F;11537;75_79
1992;78;F;12423;75_79
1992;79;F;6185;75_79
1992;80;F;8182;75_79
1992;81;F;6910;75_79
1992;82;F;4002;75_79
1992;83;F;16717;75_79
1992;84;F;7959;75_79
