state,age,dt,norm_visits
MD,35_44,5/20/2020,1776208.503
FL,25_34,2/2/2020,8379140.844
NJ,25_34,10/16/2020,2903518.527
MD,25_34,9/3/2020,2056037.264
AZ,35_44,8/24/2020,2110749.814
VA,25_34,8/8/2020,3436202.466
VA,25_34,7/11/2020,3185680.733
AL,35_44,5/12/2020,1546356.626
NM,45_54,6/16/2020,665059.9016
PA,65_plus,8/24/2020,3981428.281
NV,35_44,4/29/2020,897179.4899
NC,45_54,10/8/2020,3750082.3
MA,55_64,8/28/2020,2126743.867
SC,18_24,5/3/2020,1046832.376
DE,65_plus,3/1/2020,290970.3224
WI,45_54,4/20/2020,1493252.006
SC,55_64,8/23/2020,1320012.826
NY,55_64,10/22/2020,5690928.218
NY,55_64,5/26/2020,4726095.585
OR,45_54,2/13/2020,1436292.824
DE,25_34,8/25/2020,368825.7864
AL,25_34,10/2/2020,2028817.165
ND,45_54,9/14/2020,264484.6741
ND,45_54,4/24/2020,206013.6028
CT,25_34,9/16/2020,1098224.004
CT,25_34,9/7/2020,1101913.674
OR,55_64,7/2/2020,1269954.759
FL,25_34,6/18/2020,6567783.709
MO,55_64,7/13/2020,1505766.538
ND,65_plus,9/7/2020,209675.9873
MD,35_44,2/4/2020,2067369.178
MD,65_plus,7/29/2020,1378729.217
KY,35_44,6/29/2020,1368432.251
WV,65_plus,8/15/2020,621608.3454
IA,35_44,8/10/2020,933530.6743
SC,35_44,4/2/2020,1436288.141
ID,45_54,10/8/2020,572290.1572
ID,45_54,2/9/2020,452575.3576
CA,18_24,3/22/2020,7419700.309
CA,55_64,2/16/2020,11079182.73
AZ,45_54,7/9/2020,1980718.548
IN,45_54,3/9/2020,2264873.157
HI,25_34,4/6/2020,546269.0966
HI,25_34,8/31/2020,646365.4913
AL,55_64,3/29/2020,947525.9639
CO,55_64,9/13/2020,1533948.002
MO,65_plus,7/27/2020,1602052.398
VA,35_44,6/18/2020,2713675.778
LA,55_64,4/2/2020,1081593.374
MO,35_44,3/29/2020,1368302.117
VT,55_64,2/6/2020,194650.9449
VT,55_64,5/11/2020,149950.2115
MN,45_54,5/7/2020,1581861.206
MN,45_54,5/2/2020,1583448.899
OR,55_64,7/27/2020,1140990.932
WI,18_24,8/13/2020,1514966.296
WI,18_24,8/15/2020,1675557.88
MI,35_44,4/18/2020,2285849.949
MN,65_plus,4/25/2020,1091208.395
MN,65_plus,5/4/2020,1056568.959
WA,18_24,6/26/2020,1553730.953
MO,18_24,4/26/2020,1160975.407
WV,18_24,10/19/2020,409025.2353
PA,18_24,2/23/2020,3309091.292
WV,55_64,2/28/2020,596100.4675
AR,35_44,4/9/2020,827670.8007
NC,45_54,10/20/2020,3648981.166
KY,55_64,9/28/2020,1230759.822
PA,35_44,6/24/2020,3866256.327
TN,25_34,4/18/2020,1928684.159
LA,35_44,5/20/2020,1442001.065
NJ,55_64,3/8/2020,2635637.125
VA,25_34,5/29/2020,2763733.133
MA,65_plus,3/16/2020,1827657.665
SD,35_44,10/1/2020,268201.7653
MO,35_44,5/6/2020,1741890.072
AL,65_plus,3/11/2020,1547629.906
AZ,25_34,7/12/2020,2141889.407
NE,45_54,6/4/2020,601202.7503
KS,55_64,6/18/2020,768473.7596
RI,18_24,10/24/2020,369544.3317
NJ,55_64,4/21/2020,1636242.093
ID,55_64,5/17/2020,351819.8058
KY,45_54,9/18/2020,1843988.709
CT,55_64,8/22/2020,1058669.638
CT,55_64,8/5/2020,1059475.689
AZ,18_24,5/10/2020,1373930.652
AR,35_44,2/6/2020,917061.42
AZ,45_54,7/31/2020,2136966.91
MA,18_24,10/13/2020,1621945.099
NH,55_64,7/29/2020,425157.3928
PA,25_34,4/8/2020,2744781.478
NH,25_34,2/10/2020,359299.6206
AZ,65_plus,3/16/2020,2244469.875
ME,65_plus,5/28/2020,468231.6203
ME,65_plus,7/12/2020,414069.983
ME,35_44,7/13/2020,389243.2735
AL,18_24,10/28/2020,1310835.197
ME,45_54,10/15/2020,604698.4349
NJ,65_plus,7/26/2020,2079984.955
WI,65_plus,9/9/2020,1574383.224
CO,35_44,6/24/2020,1776781.85
WA,25_34,7/9/2020,2297162.762
SD,65_plus,8/4/2020,381125.6204
MT,65_plus,2/21/2020,328701.474
MT,65_plus,5/17/2020,286778.7241
WV,25_34,6/23/2020,504295.3786
CO,55_64,4/3/2020,1021486.406
IA,65_plus,3/24/2020,744428.4327
KS,55_64,8/22/2020,848959.4114
MS,65_plus,7/10/2020,947000.0417
IA,35_44,5/20/2020,846058.0185
IA,35_44,7/7/2020,875686.3823
SC,55_64,6/19/2020,1573256.499
NV,35_44,10/1/2020,1257852.821
PA,65_plus,3/21/2020,3196829.566
NH,35_44,5/24/2020,477414.4254
MI,25_34,4/23/2020,1903345.046
NE,35_44,5/18/2020,532280.4668
CO,55_64,4/7/2020,979601.4363
IL,18_24,9/29/2020,3331770.82
SD,45_54,8/3/2020,367337.6529
NY,65_plus,4/2/2020,4197584.201
MS,18_24,9/20/2020,807263.4007
MI,18_24,4/7/2020,1386019.959
MD,18_24,2/14/2020,1680195.225
DE,55_64,8/20/2020,360827.357
WY,25_34,8/29/2020,261604.8579
GA,55_64,5/14/2020,2413803.445
AR,55_64,4/5/2020,583392.6413
CO,25_34,9/16/2020,2008160.743
WV,45_54,7/3/2020,726044.8477
UT,55_64,5/11/2020,488268.4465
DE,35_44,7/26/2020,364210.995
ME,35_44,8/21/2020,554122.02
WY,35_44,7/22/2020,225677.3774
OK,18_24,8/9/2020,1070739.764
LA,55_64,7/16/2020,1241492.881
OR,55_64,3/25/2020,902149.6732
WA,18_24,6/28/2020,1413291.41
MT,25_34,8/27/2020,370333.3628
DC,25_34,5/16/2020,324170.1262
MD,18_24,3/17/2020,1134094.503
RI,45_54,2/22/2020,481277.8345
NV,25_34,3/26/2020,799743.8494
KS,18_24,7/5/2020,669509.9846
OR,65_plus,4/28/2020,1008783.48
HI,35_44,3/16/2020,707366.7089
OR,18_24,3/31/2020,644465.3055
WY,25_34,2/14/2020,217801.7083
KY,65_plus,3/29/2020,889428.0792
OK,65_plus,4/14/2020,857946.2553
ID,65_plus,10/14/2020,455725.2807
DC,55_64,7/21/2020,114389.1784
ID,25_34,5/27/2020,531024.7145
ME,55_64,8/15/2020,624897.9138
ND,25_34,10/9/2020,239362.2575
MT,55_64,5/1/2020,311963.5867
WY,18_24,7/28/2020,208967.4472
WY,18_24,3/31/2020,95227.85123
OR,65_plus,4/10/2020,1009256.498
OR,65_plus,6/4/2020,1186428.537
VT,35_44,9/17/2020,217818.2305
VT,18_24,7/18/2020,203084.3631
VT,18_24,5/1/2020,145319.1994
VT,18_24,9/9/2020,214540.0816
CO,65_plus,10/8/2020,1383797.673
DC,55_64,3/9/2020,228447.7095
NV,65_plus,5/29/2020,629829.9946
KY,18_24,9/2/2020,1129485.476
NH,25_34,3/15/2020,390246.3077
VT,65_plus,6/5/2020,185471.6057
RI,45_54,3/2/2020,373868.8323
VT,65_plus,7/16/2020,213757.5095
KY,65_plus,5/14/2020,1158230.033
VT,35_44,7/19/2020,179008.3619
MD,25_34,2/19/2020,2119539.316
MA,45_54,7/13/2020,2267495.081
OK,35_44,5/13/2020,1122175.745
MN,25_34,8/15/2020,2027386.001
NC,65_plus,8/23/2020,2507127.576
WY,35_44,8/14/2020,242350.5901
NY,35_44,10/23/2020,8203444.419
DE,25_34,3/12/2020,342504.8392
NY,45_54,2/26/2020,8006740.537
NY,65_plus,9/2/2020,5722405.369
SC,18_24,3/20/2020,1247294.266
AR,18_24,10/14/2020,799202.9748
MO,65_plus,4/27/2020,1435929.126
VT,55_64,3/21/2020,165440.0426
MN,35_44,3/3/2020,1620442.075
TX,18_24,4/16/2020,5318973.282
AR,25_34,6/1/2020,1054138.486
NC,55_64,5/23/2020,2647931.053
NJ,35_44,10/23/2020,3554146.847
IN,35_44,4/24/2020,1923249.514
AR,35_44,8/21/2020,1074388.465
OR,55_64,6/7/2020,983503.6391
LA,35_44,5/31/2020,1313035.438
OH,25_34,4/17/2020,2886445.686
FL,65_plus,5/9/2020,6545265.437
KS,55_64,4/11/2020,612543.3363
CT,35_44,6/25/2020,1178709.218
FL,25_34,5/5/2020,5580282.703
MA,65_plus,10/18/2020,1756417.643
LA,18_24,3/9/2020,1434546.053
NH,25_34,10/10/2020,702570.6509
WA,45_54,3/12/2020,2441054.548
OH,65_plus,3/26/2020,2330046.482
WI,35_44,9/14/2020,1827338.85
UT,25_34,10/6/2020,1168021.916
KS,45_54,3/29/2020,727100.2053
KS,55_64,10/5/2020,771586.547
SD,45_54,5/7/2020,250063.8533
KY,18_24,3/10/2020,1087801.877
NC,55_64,5/21/2020,2256127.845
IA,25_34,5/2/2020,910508.0063
NE,35_44,7/23/2020,602215.2326
IA,18_24,9/13/2020,858859.1211
UT,25_34,7/17/2020,1210594.095
OH,65_plus,10/9/2020,3640129.624
NJ,55_64,3/1/2020,2584344.588
IA,18_24,6/1/2020,717625.669
SD,35_44,10/15/2020,265245.2578
WY,25_34,8/18/2020,276773.329
IA,55_64,8/18/2020,928235.4165
WY,45_54,2/23/2020,200649.8502
RI,35_44,4/14/2020,282953.585
MA,65_plus,7/16/2020,1857513.466
DE,35_44,5/5/2020,273629.1811
NE,35_44,3/26/2020,482175.1818
DE,65_plus,8/17/2020,345499.7857
MN,65_plus,4/26/2020,1001851.93
MN,65_plus,2/25/2020,1362641.064
MN,18_24,7/16/2020,1256388.308
NJ,25_34,3/29/2020,1702611.376
WV,25_34,8/25/2020,550974.5042
DE,45_54,2/25/2020,392474.9606
AK,45_54,3/10/2020,279843.8781
WA,18_24,4/20/2020,1165683.257
SD,18_24,8/8/2020,300732.1774
HI,35_44,10/22/2020,592028.4835
OK,18_24,8/3/2020,1051771.345
SC,18_24,5/26/2020,1184734.541
MS,35_44,6/2/2020,1014423.722
MT,18_24,8/12/2020,321983.8657
WY,25_34,4/6/2020,133551.9788
NM,65_plus,2/11/2020,532244.6725
NH,35_44,8/4/2020,466028.8625
NH,35_44,6/16/2020,448511.4382
NE,45_54,3/17/2020,585059.5277
OK,65_plus,7/3/2020,1208179.225
SD,25_34,9/5/2020,408169.3134
ID,25_34,2/29/2020,595431.1961
OK,18_24,4/3/2020,796680.1459
WI,18_24,2/19/2020,1451147.136
NM,55_64,7/17/2020,568065.7808
NM,55_64,10/13/2020,591045.0812
WY,55_64,3/7/2020,195182.9061
AK,55_64,5/8/2020,213792.1162
MT,55_64,9/30/2020,412320.2139
NV,55_64,8/8/2020,1003288.822
WY,45_54,6/27/2020,290313.8692
VT,35_44,8/17/2020,209861.3523
MT,35_44,4/13/2020,186686.1154
LA,18_24,9/5/2020,1370336.9
VT,18_24,10/24/2020,215046.5094
ND,18_24,3/1/2020,224701.383
OR,18_24,2/3/2020,887982.0261
SD,18_24,10/13/2020,202545.2627
ID,18_24,6/28/2020,366791.479
DC,55_64,2/18/2020,203908.9709
UT,25_34,2/11/2020,1123526.419
UT,55_64,4/14/2020,433260.4372
WY,65_plus,2/3/2020,133952.225
VT,45_54,2/17/2020,315040.9326
UT,18_24,6/18/2020,880349.6776
DC,18_24,4/5/2020,158402.8608
RI,65_plus,10/20/2020,298966.0429
RI,65_plus,9/25/2020,378448.463
HI,65_plus,8/18/2020,500027.9048
DE,55_64,3/1/2020,301591.8735
NM,18_24,3/30/2020,391541.2695
DC,65_plus,6/23/2020,155793.585
NM,18_24,3/13/2020,609872.9446
DC,55_64,10/13/2020,124123.0546
ND,18_24,10/6/2020,231918.4526
DE,65_plus,4/16/2020,243755.843
VT,65_plus,4/6/2020,155720.4507
DC,65_plus,7/20/2020,99156.22712
DE,18_24,5/16/2020,183004.6183
DC,65_plus,4/7/2020,69226.99769
MA,45_54,9/22/2020,2604895.627
MA,45_54,8/21/2020,2817127.563
IN,45_54,8/4/2020,2410025.746
OR,45_54,10/7/2020,1410856.579
NY,25_34,3/9/2020,8229635.387
NY,25_34,10/28/2020,7985115.649
VA,25_34,8/29/2020,3331137.534
VA,25_34,8/15/2020,3156326.354
LA,65_plus,5/14/2020,1143814.211
ME,55_64,8/5/2020,521128.5315
WI,45_54,4/16/2020,1547101.045
WI,45_54,9/14/2020,2062182.724
TX,18_24,4/20/2020,5078841.212
PA,45_54,10/6/2020,4956094.695
NC,65_plus,5/13/2020,2362841.914
VA,18_24,8/22/2020,2491954.212
IL,55_64,3/10/2020,3315849.751
WI,55_64,5/18/2020,1208221.426
WI,55_64,6/11/2020,1483123.549
WI,55_64,7/20/2020,1404110.315
AZ,35_44,6/5/2020,2328910.635
NH,45_54,3/20/2020,491649.3073
FL,45_54,3/4/2020,8683470.805
NM,55_64,5/6/2020,510965.6384
OH,25_34,10/16/2020,4269838.781
TN,45_54,10/6/2020,2633643.341
MS,45_54,2/25/2020,1084139.773
CA,18_24,9/3/2020,9522040.095
GA,35_44,3/26/2020,3262820.085
VA,35_44,9/20/2020,2947089.03
VA,35_44,7/7/2020,2701453.79
FL,45_54,2/13/2020,9157124.05
MA,45_54,5/1/2020,2025345.851
ND,45_54,8/20/2020,270093.2374
TX,45_54,10/12/2020,8516581.023
CA,35_44,9/7/2020,12791389.03
MA,18_24,3/26/2020,1140672.356
MA,18_24,7/22/2020,1556452.707
MN,45_54,9/14/2020,1924078.148
LA,35_44,9/7/2020,1398061.346
AZ,55_64,8/31/2020,1669384.471
SD,45_54,10/11/2020,319463.9955
NM,45_54,7/30/2020,650488.2218
CO,45_54,3/10/2020,1937865.893
NJ,55_64,3/6/2020,2597361.31
TX,45_54,4/6/2020,6666189.53
TX,45_54,4/15/2020,7232975.437
CA,18_24,9/27/2020,9883283.146
TN,55_64,3/30/2020,1537976.748
LA,25_34,3/5/2020,1943813.527
SC,35_44,10/10/2020,1928935.919
SC,35_44,10/3/2020,2041302.779
CO,35_44,10/28/2020,1794462.777
OK,45_54,7/26/2020,1152570.842
NY,45_54,8/5/2020,8049737.137
LA,65_plus,7/4/2020,1051225.353
TN,45_54,3/27/2020,2165711.938
PA,35_44,5/19/2020,3562020.45
NJ,45_54,9/6/2020,3628793.175
NC,45_54,8/31/2020,3376038.057
KY,25_34,9/2/2020,1593403.427
FL,65_plus,10/5/2020,7641258.646
OR,65_plus,6/27/2020,1222140.51
GA,45_54,4/12/2020,1973121.264
NY,18_24,6/20/2020,4936573.836
NY,18_24,8/30/2020,5688534.458
NY,18_24,9/9/2020,6109960.583
NC,45_54,7/22/2020,3420928.659
VA,55_64,9/19/2020,2692734.157
NC,55_64,10/28/2020,2786645.653
KY,45_54,10/2/2020,1893521.256
KY,45_54,5/2/2020,1459249.948
IL,18_24,2/24/2020,3090058.814
KY,25_34,3/26/2020,1188193.34
FL,65_plus,6/16/2020,7167156.407
CA,35_44,4/16/2020,10971601.08
OK,35_44,9/21/2020,1242041.705
KS,25_34,8/27/2020,1055822.288
PA,55_64,10/2/2020,4232216.48
OK,35_44,4/29/2020,1120130.807
MA,35_44,4/28/2020,1816463.198
MI,35_44,8/13/2020,3699223.52
MD,35_44,8/31/2020,1972311.75
VA,35_44,10/26/2020,2934605.875
DC,35_44,8/29/2020,267416.7285
DC,35_44,9/18/2020,302369.7302
WY,35_44,8/16/2020,228000.5391
AR,18_24,2/8/2020,800954.8927
IL,25_34,6/27/2020,4346324.974
MD,25_34,4/12/2020,1248933.215
AZ,35_44,7/25/2020,2208776.633
AZ,35_44,2/8/2020,2870216.767
AZ,35_44,3/15/2020,2602626.585
IN,45_54,3/29/2020,1493072.699
NV,35_44,7/26/2020,1359827.189
NV,35_44,8/27/2020,1227044.012
NC,45_54,9/14/2020,3488681.773
TN,45_54,5/30/2020,2574911.046
WV,65_plus,9/28/2020,628618.9509
PA,45_54,7/15/2020,4591358.809
NY,18_24,9/20/2020,5505032.36
RI,55_64,2/10/2020,282756.9951
NC,18_24,4/26/2020,1716328.509
SC,18_24,6/13/2020,1468390.76
DE,65_plus,3/26/2020,250913.5013
DE,65_plus,4/29/2020,267138.1317
CO,55_64,6/13/2020,1386445.164
TX,18_24,8/24/2020,6654196.946
MD,65_plus,3/25/2020,1053883.457
IL,35_44,4/20/2020,3425430.326
TX,55_64,5/31/2020,5151251.48
MI,55_64,4/4/2020,1811345.354
ID,35_44,10/20/2020,502949.8049
NM,35_44,10/4/2020,559017.9249
WA,25_34,10/3/2020,2897039.075
NC,35_44,3/31/2020,2593833.962
OR,45_54,2/28/2020,1548092.866
MI,18_24,3/4/2020,2421562.62
CT,35_44,9/22/2020,1267579.954
NY,65_plus,6/26/2020,5489977.42
NE,55_64,10/8/2020,533041.0532
MA,35_44,9/21/2020,2373309.254
IN,25_34,2/19/2020,2136366.526
IN,25_34,2/29/2020,2533090.457
CO,25_34,10/13/2020,1946694.15
NY,35_44,10/3/2020,8653893.247
CT,35_44,4/10/2020,957294.7837
WV,35_44,2/19/2020,571207.8018
LA,55_64,5/24/2020,1060208.547
ND,45_54,3/23/2020,199551.1403
KY,55_64,8/16/2020,1158516.44
KY,55_64,2/28/2020,1478923.942
WV,35_44,2/23/2020,546025.38
CT,25_34,8/14/2020,1203610.165
MO,55_64,8/27/2020,1787387.313
MO,55_64,4/18/2020,1387050.962
WA,25_34,3/11/2020,2394738.052
WV,65_plus,6/19/2020,616975.1567
IA,35_44,8/12/2020,1071047.675
OH,25_34,4/11/2020,3028759.703
MS,65_plus,5/11/2020,870893.3915
SC,35_44,3/25/2020,1416770.467
WI,25_34,3/5/2020,1716581.979
OH,35_44,3/21/2020,3007082.866
MN,35_44,8/23/2020,1608128.499
OH,35_44,7/20/2020,3516172.032
AZ,45_54,10/8/2020,2219414.906
MS,35_44,10/9/2020,1107149.907
MO,55_64,3/3/2020,1792684.035
CO,35_44,4/23/2020,1446350.761
VA,45_54,7/4/2020,2741041.905
GA,35_44,6/6/2020,3989670.889
HI,25_34,3/24/2020,617627.4408
NJ,18_24,8/30/2020,2155314.221
NJ,18_24,8/27/2020,2164772.382
MS,65_plus,4/19/2020,491692.223
NJ,35_44,5/6/2020,2391603.716
VA,45_54,5/18/2020,2455065.985
VA,45_54,3/15/2020,2581452.812
OR,35_44,3/4/2020,1320232.338
IA,25_34,2/22/2020,1118852.699
VA,35_44,8/16/2020,2742016.806
LA,55_64,8/30/2020,1233743.871
KS,35_44,6/27/2020,918676.6476
VT,55_64,5/16/2020,186015.7639
OR,55_64,3/23/2020,913296.0064
OR,55_64,2/1/2020,803867.2769
OR,55_64,7/20/2020,1174936.663
WI,18_24,9/1/2020,1595844.997
MN,65_plus,2/7/2020,1464478.177
SC,25_34,6/15/2020,1702763.439
AR,25_34,4/11/2020,871198.9285
MO,45_54,10/2/2020,2610550.763
SC,55_64,3/14/2020,1809342.09
NC,55_64,2/9/2020,2675423.044
NE,55_64,7/14/2020,454230.211
CT,25_34,6/23/2020,995563.4837
FL,18_24,2/24/2020,5503227.536
MD,18_24,4/9/2020,1038420.975
LA,35_44,10/11/2020,1368314.781
WY,45_54,9/5/2020,334467.3419
AZ,25_34,5/7/2020,2101353.11
NE,45_54,6/1/2020,570134.835
AL,45_54,6/25/2020,1720225.695
NV,45_54,7/17/2020,1215588.192
NV,45_54,4/4/2020,792129.4097
ID,55_64,6/3/2020,401536.2047
IN,55_64,8/25/2020,1796043.476
DC,25_34,2/7/2020,551984.3392
KY,45_54,10/8/2020,1691531.444
KY,45_54,7/16/2020,1543089.092
KY,45_54,2/2/2020,1538845.59
MS,25_34,6/11/2020,1079654.129
MI,65_plus,2/21/2020,3034954.328
MI,65_plus,2/24/2020,2692200.469
MI,65_plus,3/7/2020,3084662.248
NE,25_34,6/10/2020,583528.0641
OR,35_44,10/29/2020,1339448.618
SC,55_64,8/10/2020,1509504.825
MS,35_44,8/16/2020,884654.9462
CT,45_54,7/21/2020,1283121.357
OH,18_24,4/24/2020,2216153.382
AZ,65_plus,6/30/2020,1651649.714
ME,35_44,5/31/2020,320633.7944
CA,18_24,6/5/2020,8821221.254
CA,18_24,4/14/2020,7134368.143
MI,18_24,10/27/2020,2439386.17
MD,45_54,6/30/2020,2095425.373
ME,45_54,7/6/2020,555396.6162
GA,65_plus,3/5/2020,2626477.296
GA,45_54,9/4/2020,4153105.032
VA,65_plus,3/29/2020,1545570.448
WA,25_34,3/9/2020,2363180.375
CO,45_54,5/26/2020,1541274.197
NV,35_44,6/5/2020,1162790.764
MT,65_plus,10/23/2020,393125.2631
FL,18_24,3/23/2020,3523760.563
TN,18_24,8/20/2020,1824742.077
MS,65_plus,8/1/2020,889159.7437
ME,45_54,2/20/2020,519494.5767
IA,35_44,9/13/2020,954992.3873
NV,35_44,10/14/2020,1263787.161
WY,18_24,5/12/2020,122714.505
MI,25_34,5/22/2020,2590772.589
IA,25_34,7/31/2020,1126861.091
AR,45_54,2/8/2020,1112523.386
VA,18_24,2/3/2020,2243360.092
CO,55_64,2/21/2020,1587249.522
MN,65_plus,9/14/2020,1491247.722
NJ,55_64,4/11/2020,1794431.375
CT,45_54,8/10/2020,1475558.359
MS,18_24,8/19/2020,938061.8039
NH,25_34,7/11/2020,443036.8221
SD,18_24,3/3/2020,204689.7593
IA,18_24,9/15/2020,900386.8578
NH,45_54,9/16/2020,598348.5271
NM,65_plus,8/25/2020,595375.259
AZ,55_64,8/9/2020,1525063.901
MN,18_24,6/20/2020,1306702.534
TX,65_plus,3/9/2020,6199132.216
DE,35_44,9/8/2020,355829.1841
ND,35_44,10/13/2020,201363.2177
TN,65_plus,9/12/2020,2008504.895
OR,25_34,6/21/2020,1297332.414
NH,55_64,3/31/2020,316546.6684
AR,35_44,9/1/2020,961994.2704
NV,45_54,10/30/2020,1477077.237
MI,65_plus,4/26/2020,1934220.207
IN,65_plus,6/1/2020,1567271.44
AK,45_54,8/9/2020,278127.159
ME,55_64,8/31/2020,548049.4327
ND,45_54,9/30/2020,260806.0145
NV,25_34,6/30/2020,1198936.636
WV,25_34,9/21/2020,530795.181
CO,65_plus,8/16/2020,1232944.295
MS,35_44,5/22/2020,1022671.94
CO,65_plus,9/9/2020,1237976.516
GA,18_24,10/11/2020,2448164.546
MA,65_plus,2/11/2020,1893784.95
CT,18_24,8/9/2020,868726.5851
DE,25_34,8/17/2020,353649.6661
PA,18_24,4/2/2020,1887441.113
OR,25_34,6/26/2020,1404799.012
ME,65_plus,3/22/2020,299213.607
OK,65_plus,10/14/2020,1201075.605
OK,65_plus,4/28/2020,959101.9206
DC,18_24,3/9/2020,322658.3803
WV,25_34,3/19/2020,442036.0631
ND,55_64,7/13/2020,183076.2329
NM,55_64,9/11/2020,606628.8794
HI,65_plus,2/9/2020,761712.8549
MT,35_44,9/27/2020,272646.2519
RI,65_plus,7/5/2020,332760.8577
DE,25_34,5/30/2020,310465.0836
MT,35_44,4/10/2020,227819.2243
ME,55_64,6/8/2020,387005.8423
WY,45_54,10/29/2020,233083.3835
RI,35_44,5/28/2020,325948.5001
CO,65_plus,3/3/2020,1298891.593
WY,45_54,4/12/2020,109498.0697
RI,45_54,3/4/2020,407229.9352
LA,18_24,4/12/2020,643796.7681
OK,65_plus,7/26/2020,964418.5661
NM,18_24,9/13/2020,432354.4899
NM,18_24,10/8/2020,495664.4022
SC,35_44,9/7/2020,1711257.78
KY,25_34,9/22/2020,1608901.844
IN,35_44,10/8/2020,2303274.718
MN,45_54,4/9/2020,1327935.319
MO,65_plus,8/6/2020,1938689.908
AZ,35_44,7/6/2020,1964549.515
FL,45_54,2/15/2020,10017188.47
CO,25_34,3/6/2020,2253964.834
OK,25_34,5/4/2020,1215751.752
WY,35_44,9/11/2020,245738.5756
CO,45_54,4/26/2020,1298683.527
WI,35_44,6/24/2020,1679947.258
VA,65_plus,7/30/2020,2075252.03
WI,25_34,7/11/2020,1959184.026
MT,35_44,10/2/2020,346865.9326
HI,25_34,8/2/2020,692322.9924
NC,55_64,3/18/2020,2402519.139
NV,35_44,6/20/2020,1352209.192
DE,45_54,9/13/2020,403430.2567
MA,35_44,10/25/2020,2177265.7
SD,35_44,8/27/2020,302313.4422
IL,55_64,5/3/2020,2411788.241
AL,65_plus,10/20/2020,1407327.344
IN,55_64,6/15/2020,1663117.13
PA,55_64,8/1/2020,3543215.992
LA,55_64,6/17/2020,1376286.68
FL,55_64,5/30/2020,5444784.803
LA,25_34,10/25/2020,1642253.684
MA,65_plus,7/5/2020,1444317.965
NH,18_24,8/5/2020,377332.0906
WA,35_44,9/9/2020,2416615.262
CT,45_54,5/13/2020,1166352.036
NC,18_24,10/28/2020,2432093.005
NJ,35_44,6/8/2020,2754586.675
