state,age,dt,norm_visits
FL,18_24,5/23/2020,4384343.549
UT,35_44,8/31/2020,905615.1706
KS,55_64,8/14/2020,866402.7342
KY,45_54,4/14/2020,1247379.352
NV,25_34,7/30/2020,1195559.415
NV,25_34,7/21/2020,1163148.478
MT,45_54,9/17/2020,463504.1141
NJ,55_64,3/28/2020,1570878.941
OR,55_64,9/13/2020,1034704.643
GA,55_64,7/25/2020,2603089.89
KS,55_64,8/10/2020,769541.0507
MD,55_64,2/6/2020,1547003.073
IA,45_54,2/16/2020,1012379.584
UT,25_34,5/6/2020,1010459.288
NE,25_34,6/21/2020,612778.3229
MS,55_64,5/26/2020,798280.7545
KS,65_plus,10/30/2020,945653.1698
FL,18_24,6/26/2020,4684495.086
ND,55_64,4/7/2020,139562.729
NM,65_plus,7/12/2020,457991.0796
AR,55_64,2/24/2020,813270.9633
MD,45_54,9/28/2020,2173257.856
AL,45_54,10/22/2020,1828465.728
VA,18_24,9/28/2020,2258791.483
ID,55_64,2/9/2020,386440.7488
ME,55_64,2/27/2020,386720.0343
CT,18_24,8/30/2020,877498.2968
CA,65_plus,7/14/2020,9007129.326
DE,25_34,9/10/2020,330300.7468
UT,45_54,3/23/2020,623939.8671
IA,55_64,3/10/2020,815690.9701
DE,35_44,9/7/2020,375285.5961
UT,35_44,6/21/2020,797112.382
AL,65_plus,6/8/2020,1266754.096
SC,18_24,10/24/2020,1516931.464
MS,25_34,7/19/2020,944525.1442
OR,18_24,10/21/2020,874785.4209
ME,55_64,4/4/2020,312795.0377
NE,18_24,6/25/2020,475978.4059
NE,18_24,6/3/2020,455631.5639
NJ,18_24,2/7/2020,2064142.216
DC,45_54,4/11/2020,140117.3619
NM,55_64,9/25/2020,601199.7041
KS,18_24,9/9/2020,818734.2803
OR,65_plus,10/19/2020,1276505.259
NH,35_44,7/20/2020,451622.1913
OK,18_24,7/31/2020,1129546.517
NY,65_plus,3/18/2020,4900027.622
MS,35_44,2/11/2020,928646.1137
WY,35_44,4/19/2020,122413.9221
WV,18_24,2/19/2020,448591.0979
CT,18_24,6/25/2020,807349.8053
SD,65_plus,10/14/2020,316784.9594
OR,18_24,2/21/2020,1056057.436
AK,25_34,3/26/2020,256123.348
NM,45_54,5/24/2020,559504.0605
KY,18_24,6/11/2020,1116888.092
ID,45_54,3/26/2020,402359.9763
DE,25_34,7/29/2020,355657.0214
DE,25_34,10/2/2020,394136.0056
OK,45_54,4/27/2020,1149931.454
OR,25_34,5/28/2020,1257103.924
IA,55_64,7/28/2020,814669.8317
AZ,55_64,5/24/2020,1608617.974
GA,18_24,6/7/2020,2217761.612
NM,65_plus,3/2/2020,644867.2492
OR,25_34,3/8/2020,1604912.474
WV,25_34,6/5/2020,557347.5085
WY,55_64,3/19/2020,154580.6029
SD,55_64,5/17/2020,221937.6524
NV,55_64,6/26/2020,902832.2656
NV,55_64,4/21/2020,594164.0272
ND,18_24,5/9/2020,175627.4446
ME,55_64,6/5/2020,439906.2918
AR,55_64,4/9/2020,752284.3152
NV,55_64,4/15/2020,609187.9601
MT,45_54,7/24/2020,451394.5882
WV,25_34,4/13/2020,374011.9849
NV,18_24,3/22/2020,501681.4071
NV,18_24,4/1/2020,503070.1419
NM,18_24,9/25/2020,513234.6798
SD,65_plus,7/26/2020,328682.2581
AR,65_plus,8/26/2020,980695.1066
CO,65_plus,6/29/2020,1189914.644
IN,55_64,2/14/2020,1935984.403
PA,55_64,2/2/2020,3529062.713
KY,25_34,9/13/2020,1413510.597
AK,35_44,3/28/2020,181737.2734
VA,25_34,2/11/2020,2920918.533
IL,25_34,7/2/2020,4580240.818
NC,18_24,9/18/2020,2603927.504
TN,35_44,4/30/2020,2086525.394
NM,35_44,6/27/2020,598013.9592
WY,35_44,9/23/2020,221263.4658
WV,35_44,3/3/2020,570164.8356
ND,45_54,2/20/2020,238387.5685
ND,45_54,2/24/2020,233173.3619
OH,55_64,7/28/2020,3018152.343
OR,55_64,9/25/2020,1300489.908
MD,35_44,4/6/2020,1543829.879
CA,18_24,4/12/2020,6376041.746
DE,65_plus,9/26/2020,394315.7312
AR,45_54,8/29/2020,1112343.52
VA,45_54,6/5/2020,2942475.466
OR,55_64,4/17/2020,1024806.653
MO,18_24,2/19/2020,1596784.145
SC,25_34,4/28/2020,1440446.257
MO,65_plus,4/26/2020,1315905.135
NC,55_64,3/15/2020,2441083.88
NE,55_64,6/6/2020,488211.5498
WV,55_64,2/1/2020,519490.314
SC,65_plus,10/26/2020,1601846.98
CT,25_34,5/31/2020,909086.7737
RI,45_54,10/7/2020,405702.6713
AZ,65_plus,2/23/2020,2409088.51
NM,25_34,2/15/2020,815115.2538
AL,65_plus,4/26/2020,1079152.914
AL,65_plus,9/4/2020,1580643.407
NE,45_54,5/11/2020,518232.3403
IL,65_plus,7/12/2020,2706433.022
IL,65_plus,9/26/2020,3454497.481
IL,65_plus,7/10/2020,3030555.255
MO,18_24,6/24/2020,1495226.846
MN,25_34,5/31/2020,1421894.998
CT,25_34,7/27/2020,988406.4658
CA,18_24,3/21/2020,7836441.043
AR,65_plus,4/10/2020,867496.6076
NC,18_24,10/23/2020,2911648.092
AK,45_54,6/4/2020,272428.7786
WY,65_plus,10/11/2020,211878.2934
PA,18_24,5/30/2020,2678144.067
UT,25_34,10/11/2020,1110494.763
CO,45_54,7/4/2020,1784779.645
OK,55_64,2/28/2020,1242626.376
MD,55_64,10/4/2020,1499727.972
FL,18_24,6/8/2020,4064403.22
KY,18_24,3/14/2020,1064771.867
NM,35_44,2/8/2020,692679.2788
MN,18_24,7/11/2020,1221671.547
ID,65_plus,4/10/2020,345931.9599
NE,35_44,4/19/2020,446691.62
RI,35_44,5/14/2020,312446.5131
HI,45_54,10/20/2020,581069.3666
WI,18_24,3/5/2020,1431277.379
IN,55_64,4/17/2020,1366818.768
MS,18_24,7/29/2020,821008.1533
UT,18_24,2/22/2020,1027332.748
CT,65_plus,8/18/2020,1011991.141
SD,25_34,7/17/2020,333957.732
SD,18_24,5/1/2020,200853.0389
IA,18_24,7/19/2020,773402.8073
UT,35_44,9/5/2020,1024199.056
RI,35_44,4/6/2020,281810.9662
VA,25_34,7/8/2020,2801596.493
UT,45_54,6/9/2020,703214.9325
OK,18_24,3/5/2020,1240672.472
NV,55_64,10/13/2020,1014183.31
MT,35_44,8/22/2020,352906.4158
UT,18_24,10/16/2020,978661.4587
ND,35_44,7/6/2020,180655.2017
MO,65_plus,5/30/2020,1661712.326
VT,25_34,7/12/2020,153648.2142
NM,35_44,6/19/2020,638675.6317
WA,18_24,5/13/2020,1333324.08
SC,55_64,10/21/2020,1614284.545
NE,18_24,3/30/2020,388273.9268
NE,18_24,3/5/2020,522316.9195
CT,18_24,4/3/2020,596869.8024
KY,18_24,3/24/2020,792213.1697
AR,18_24,9/19/2020,841283.2155
RI,25_34,7/1/2020,326423.2864
RI,25_34,9/20/2020,357122.4348
DC,55_64,10/17/2020,158392.2759
MD,18_24,7/31/2020,1349323.444
NM,65_plus,5/9/2020,514550.8372
OR,65_plus,2/22/2020,1347007.78
MT,55_64,8/8/2020,434599.2207
ND,55_64,2/29/2020,214144.3338
DC,25_34,3/8/2020,581622.3926
KS,65_plus,6/7/2020,692055.7934
RI,65_plus,7/1/2020,334609.0724
OR,25_34,4/7/2020,1056708.083
NE,65_plus,4/8/2020,425643.8427
NH,35_44,10/7/2020,477775.1319
CO,65_plus,3/22/2020,883021.0194
SC,65_plus,10/18/2020,1486492.443
VT,35_44,6/23/2020,167187.8516
ME,18_24,9/12/2020,353827.4777
HI,25_34,6/25/2020,707620.2764
ME,18_24,9/28/2020,298855.8321
VT,65_plus,2/29/2020,312411.3605
HI,65_plus,2/13/2020,848295.9459
AK,65_plus,4/18/2020,103947.0833
AK,65_plus,10/19/2020,117462.2496
NM,65_plus,3/20/2020,566167.3325
DC,45_54,10/25/2020,182504.7679
VT,45_54,4/4/2020,176801.448
WY,65_plus,4/18/2020,129468.1131
WY,65_plus,2/25/2020,168392.6063
WY,18_24,9/27/2020,126141.3623
NV,18_24,8/6/2020,668293.9176
WY,65_plus,2/18/2020,224123.0582
VT,18_24,7/3/2020,228347.4197
ID,65_plus,6/14/2020,355363.9792
NH,25_34,3/28/2020,311306.2569
ME,18_24,10/28/2020,270071.5199
NV,65_plus,10/4/2020,999827.9897
DC,45_54,5/13/2020,175483.0443
MT,18_24,9/24/2020,301922.6594
NV,65_plus,5/4/2020,561518.8141
NV,65_plus,5/11/2020,529225.2126
NM,18_24,6/26/2020,549603.8418
VT,25_34,7/3/2020,223162.8227
ME,18_24,3/22/2020,189088.9678
VT,65_plus,6/2/2020,189646.2464
DC,65_plus,6/28/2020,80170.76909
RI,35_44,6/11/2020,319825.1851
ME,18_24,3/23/2020,176615.4068
ND,18_24,3/21/2020,141325.9907
DE,65_plus,5/1/2020,261609.7056
WY,65_plus,3/26/2020,138066.4762
NV,65_plus,7/14/2020,919027.1938
DC,55_64,4/29/2020,103078.0206
AK,18_24,7/19/2020,236773.223
OR,45_54,10/1/2020,1500769.332
OK,18_24,2/28/2020,1302698.654
LA,65_plus,4/18/2020,1012863.657
TX,25_34,8/5/2020,9524926.474
TX,25_34,6/23/2020,8624755.689
TX,25_34,4/20/2020,7707307.096
MT,65_plus,8/7/2020,471897.5824
MT,65_plus,9/24/2020,441214.99
GA,35_44,3/20/2020,3842879.662
TX,65_plus,8/26/2020,5684579.787
NM,65_plus,8/10/2020,590399.7876
CA,35_44,3/11/2020,15305678.21
IL,55_64,4/6/2020,2311533.851
WI,55_64,8/25/2020,1541926.351
VT,45_54,7/4/2020,261955.4675
FL,45_54,3/8/2020,9002008.527
OH,25_34,7/9/2020,3639900.471
MS,45_54,7/31/2020,1112838.249
MS,45_54,2/3/2020,1066228.948
NY,45_54,9/20/2020,7045721.606
DC,45_54,9/27/2020,212736.339
MI,45_54,3/22/2020,2418197.232
OH,35_44,9/19/2020,4448377.205
GA,35_44,10/6/2020,3966634.976
TX,35_44,6/14/2020,8616303.154
TX,35_44,7/10/2020,9078031.345
GA,35_44,6/12/2020,4062106.332
GA,35_44,2/15/2020,4754586.788
LA,45_54,6/28/2020,1390359.25
LA,45_54,2/21/2020,2120205.303
OK,45_54,7/21/2020,1280005.873
OK,45_54,4/15/2020,1147771.551
OK,18_24,8/7/2020,1215889.953
MS,55_64,7/24/2020,895205.66
MS,55_64,9/20/2020,734740.337
LA,25_34,9/19/2020,1771592.855
AZ,55_64,3/16/2020,1954785.697
CA,45_54,5/19/2020,11115047.81
CA,18_24,6/18/2020,9062393.085
TN,55_64,5/11/2020,1700400.596
IA,55_64,5/11/2020,693589.0802
LA,25_34,2/29/2020,2111241.975
SC,35_44,9/19/2020,2026779.093
ME,25_34,8/5/2020,410820.4396
OK,35_44,8/5/2020,1277678.301
OH,18_24,10/17/2020,3396467.08
NJ,55_64,7/8/2020,2142306.495
NJ,55_64,7/24/2020,2291045.055
NJ,55_64,10/3/2020,2811471.995
NY,45_54,7/13/2020,6794056.252
TX,65_plus,5/16/2020,4934961.167
TX,65_plus,2/5/2020,5933580.574
NM,25_34,6/8/2020,616600.37
NM,25_34,10/23/2020,699414.2382
IN,55_64,9/26/2020,2081257.07
TN,45_54,4/1/2020,1989401.581
WI,45_54,6/2/2020,1811362.829
MS,18_24,5/17/2020,668180.2819
PA,45_54,2/4/2020,4615526.506
CA,35_44,3/17/2020,12833910.19
TX,25_34,10/22/2020,9993785.878
AK,35_44,3/30/2020,168602.0253
AK,35_44,2/24/2020,237186.6267
AK,35_44,8/29/2020,283327.0937
OH,25_34,5/26/2020,3541751.304
IL,35_44,5/31/2020,3571511.441
IL,35_44,3/18/2020,3597790.238
NJ,35_44,9/25/2020,3611128.836
KY,25_34,3/30/2020,1167311.327
VA,25_34,10/15/2020,3181226.306
VA,25_34,7/2/2020,3028734.748
OK,35_44,9/4/2020,1436917.1
MO,35_44,6/19/2020,2071524.8
OH,55_64,8/30/2020,3213578.808
PA,55_64,9/30/2020,3774016.483
OH,55_64,9/6/2020,3154170.091
NC,35_44,5/4/2020,2973602.043
NC,35_44,6/16/2020,2991677.145
PA,35_44,8/27/2020,4473699.609
PA,35_44,8/18/2020,4377151.155
NJ,25_34,9/10/2020,2885549.442
WI,65_plus,2/28/2020,1681256.749
IL,25_34,3/15/2020,4335046.221
MD,25_34,6/25/2020,1969608.777
KS,35_44,6/25/2020,894519.9183
KS,35_44,6/11/2020,915420.0405
KS,35_44,3/23/2020,742175.1716
KS,35_44,6/12/2020,973686.7668
OK,45_54,4/4/2020,973169.111
NC,45_54,8/13/2020,3652647.568
MD,65_plus,9/15/2020,1608786.123
MD,65_plus,10/14/2020,1612758.019
MD,65_plus,10/15/2020,1698320.769
PA,45_54,3/21/2020,3758624.844
IN,18_24,2/5/2020,1660244.545
PA,45_54,6/3/2020,4069753.275
SC,35_44,3/1/2020,1734773.693
PA,55_64,2/20/2020,3748082.793
MA,55_64,6/20/2020,1819722.351
IN,45_54,6/5/2020,2458224.327
CA,45_54,4/29/2020,10799541.52
NC,18_24,8/22/2020,2760436.273
CO,55_64,7/1/2020,1430503.761
ID,35_44,8/31/2020,517983.3999
MI,35_44,6/12/2020,3297697.139
MI,35_44,8/17/2020,3488093.106
MD,65_plus,3/17/2020,1326168.711
MD,65_plus,4/20/2020,1167031.466
MD,65_plus,7/20/2020,1266511.129
IA,45_54,9/3/2020,1208018.98
TX,45_54,6/1/2020,8016884.381
NY,55_64,3/15/2020,5155969.894
NM,35_44,8/28/2020,618707.3264
NM,35_44,8/20/2020,599744.0502
RI,25_34,4/8/2020,227657.9495
WA,65_plus,7/1/2020,1668426.438
DC,25_34,2/6/2020,528413.3338
OR,45_54,3/23/2020,1029871.108
OR,45_54,2/8/2020,1525914.395
CA,55_64,9/13/2020,8273742.083
CA,55_64,6/6/2020,8683275.869
ME,45_54,4/25/2020,442490.1915
NY,35_44,9/11/2020,8466094.349
IL,35_44,4/9/2020,3379595.897
IL,35_44,4/26/2020,3244966.212
UT,45_54,8/26/2020,819432.5462
OK,45_54,6/19/2020,1370042.425
TX,18_24,2/27/2020,7964094.352
TN,35_44,3/18/2020,2120572.407
ID,55_64,8/4/2020,479408.2707
WA,55_64,7/12/2020,1647851.873
AR,45_54,5/24/2020,887941.6531
MI,25_34,6/25/2020,2982682.927
ND,65_plus,5/2/2020,172730.7976
ND,65_plus,2/3/2020,202266.1147
ND,65_plus,3/15/2020,157808.9773
TN,45_54,6/18/2020,2551741.492
TN,45_54,6/1/2020,2428405.238
KY,35_44,3/28/2020,1214311.271
VA,45_54,8/20/2020,3173833.408
TN,35_44,9/27/2020,2354612.977
WA,35_44,4/11/2020,1853665.75
WA,35_44,6/29/2020,2120992.228
CA,18_24,5/2/2020,8289104.405
PA,65_plus,5/20/2020,3577774.797
PA,65_plus,7/16/2020,3594406.217
HI,25_34,7/31/2020,748122.4702
HI,25_34,9/25/2020,702487.4165
HI,25_34,5/30/2020,746916.7774
AR,25_34,9/4/2020,1261396.743
AL,55_64,10/8/2020,1438806.572
AL,55_64,8/13/2020,1418046.083
AL,55_64,7/19/2020,1144765.511
ME,65_plus,9/8/2020,642030.4396
MO,65_plus,3/5/2020,1988022.981
MO,65_plus,7/19/2020,1534121.604
CA,18_24,2/26/2020,12405373.35
LA,55_64,3/28/2020,958844.7851
SD,35_44,5/7/2020,206910.1336
MN,65_plus,2/15/2020,1478281.429
TN,18_24,10/19/2020,1744728.871
NC,25_34,9/21/2020,3252665.382
NE,55_64,8/1/2020,536272.2694
NE,55_64,8/2/2020,435235.5855
MI,25_34,10/8/2020,3195313.265
KY,65_plus,8/5/2020,1308088.884
OK,25_34,8/29/2020,1599555.218
NH,55_64,8/17/2020,470059.5476
WA,25_34,7/14/2020,2296506.634
MT,55_64,9/20/2020,364550.4773
LA,25_34,8/30/2020,1639100.016
LA,25_34,8/7/2020,1788563.542
IN,55_64,7/30/2020,1659284.384
NM,55_64,6/11/2020,529967.0259
AZ,65_plus,8/5/2020,1835628.324
AZ,65_plus,9/2/2020,1996801.795
MI,65_plus,2/2/2020,2604111.387
MI,65_plus,10/3/2020,3097273.735
FL,18_24,3/17/2020,4960932.718
AL,35_44,2/13/2020,1716997.529
AL,35_44,5/14/2020,1618071.383
CA,65_plus,2/11/2020,11308781.67
VT,25_34,2/5/2020,166805.3324
GA,65_plus,4/21/2020,1926887.314
NV,45_54,8/19/2020,1136902.204
KS,55_64,3/21/2020,702084.7383
KS,55_64,5/27/2020,686334.1873
NJ,55_64,4/3/2020,1781853.908
WA,45_54,4/22/2020,1862616.448
AZ,25_34,5/11/2020,1977648.188
CT,65_plus,2/4/2020,1089917.345
RI,25_34,5/24/2020,338909.8413
AZ,45_54,8/14/2020,2189869.046
MO,25_34,10/10/2020,2590841.669
MO,25_34,10/3/2020,2502466.639
MD,45_54,5/29/2020,2003074.848
GA,25_34,4/19/2020,2350003.118
CT,45_54,4/8/2020,990877.2736
ME,25_34,6/28/2020,342081.4731
ME,65_plus,7/28/2020,543877.8175
ME,35_44,7/10/2020,458813.7058
ME,35_44,7/31/2020,518975.4166
RI,55_64,4/20/2020,240625.1429
MD,45_54,7/29/2020,2100214.885
AR,55_64,8/21/2020,924359.915
KS,18_24,3/22/2020,538875.8524
KS,18_24,4/10/2020,605890.0273
MD,55_64,2/4/2020,1578298.235
NJ,65_plus,10/11/2020,2194411.94
FL,18_24,9/27/2020,4677874.664
OK,55_64,9/5/2020,1174976.755
OH,65_plus,2/4/2020,3205464.874
UT,25_34,8/22/2020,1383619.403
MT,65_plus,5/5/2020,314848.581
CO,18_24,3/10/2020,1502200.026
IA,65_plus,4/2/2020,683082.1652
IA,65_plus,6/10/2020,860945.3071
KS,65_plus,10/13/2020,874381.3395
IA,35_44,7/16/2020,935801.3034
IA,35_44,7/2/2020,989313.841
NV,25_34,9/16/2020,1222144.459
SC,55_64,2/29/2020,1808502.113
SC,55_64,7/21/2020,1323265.142
NH,35_44,9/4/2020,626107.9398
CO,18_24,6/25/2020,1175425.851
CO,55_64,6/30/2020,1409968.687
MI,25_34,4/17/2020,1929159.547
GA,55_64,9/13/2020,2310255.805
MT,25_34,8/28/2020,384589.4373
RI,35_44,7/17/2020,377348.3089
RI,35_44,7/24/2020,398132.4452
CO,55_64,10/24/2020,1541438.881
NH,35_44,4/21/2020,332917.0001
NY,65_plus,9/24/2020,5941710.809
KY,65_plus,9/8/2020,1370543.185
CT,65_plus,3/26/2020,817549.4024
TN,55_64,8/14/2020,2170087.679
CT,45_54,7/10/2020,1234462.481
CT,45_54,10/22/2020,1407612.848
MS,18_24,5/30/2020,901900.2586
AK,18_24,2/4/2020,232363.0913
AK,18_24,2/1/2020,135901.6355
NM,55_64,5/8/2020,527112.7317
MA,65_plus,6/19/2020,2072608.837
ME,45_54,4/30/2020,401538.4244
ND,65_plus,9/20/2020,185817.3268
CO,25_34,6/24/2020,1804655.499
RI,65_plus,3/6/2020,377656.6922
KY,18_24,9/5/2020,1282730.309
IA,18_24,6/18/2020,807311.1803
DE,55_64,3/2/2020,306377.0535
WV,55_64,9/7/2020,535806.7723
CO,25_34,5/25/2020,1533995.919
RI,35_44,3/2/2020,361614.0698
AL,18_24,10/24/2020,1362798.05
TN,55_64,9/9/2020,2101842.049
DE,35_44,6/19/2020,382923.6649
WY,35_44,4/20/2020,124230.0878
AR,25_34,2/7/2020,1147532.472
VT,55_64,10/16/2020,241206.0317
NM,45_54,7/19/2020,557723.2254
OR,35_44,7/6/2020,1235140.221
WA,18_24,5/6/2020,1364016.26
NE,18_24,5/15/2020,446609.0709
WI,65_plus,5/3/2020,1179760.541
AR,65_plus,6/4/2020,987089.6129
VT,65_plus,9/10/2020,248585.4371
MS,35_44,9/7/2020,895530.9609
NM,25_34,5/3/2020,566141.0166
NC,18_24,3/27/2020,2143952.171
WY,35_44,2/15/2020,179157.5815
NH,65_plus,8/26/2020,500093.7849
ID,65_plus,7/20/2020,355974.8864
HI,35_44,7/17/2020,552183.2432
WY,25_34,3/30/2020,150806.9391
KY,65_plus,3/22/2020,818720.8752
DE,25_34,8/11/2020,373183.2321
AR,55_64,6/18/2020,864228.5252
WV,65_plus,3/30/2020,493247.8952
SD,25_34,6/13/2020,334690.2564
OK,18_24,4/15/2020,881516.3505
ID,25_34,3/30/2020,392222.7204
DC,18_24,2/4/2020,325214.6143
NM,55_64,7/29/2020,544496.6063
WY,18_24,3/25/2020,107415.42
RI,45_54,4/19/2020,296700.4501
RI,65_plus,7/3/2020,355222.2976
RI,65_plus,9/10/2020,315558.0894
ND,18_24,4/12/2020,106306.9643
NV,18_24,2/15/2020,1211956.287
NH,65_plus,7/13/2020,399644.9564
ID,65_plus,3/11/2020,433802.2904
VT,35_44,6/2/2020,154578.3952
NH,65_plus,7/23/2020,439402.8895
NM,18_24,10/13/2020,440615.4598
DC,18_24,3/11/2020,288311.7969
SC,35_44,9/14/2020,1743906.056
NM,25_34,5/9/2020,591141.8598
GA,18_24,5/11/2020,2210565.204
IN,35_44,7/17/2020,2279762.831
MI,45_54,5/29/2020,3322799.373
OH,55_64,2/19/2020,3248266.6
AZ,35_44,3/2/2020,2522335.859
NY,25_34,9/29/2020,7901062.77
IA,45_54,10/25/2020,896877.2026
OH,25_34,9/6/2020,3927418.609
CT,25_34,5/15/2020,944702.6719
AZ,25_34,3/5/2020,2924301.302
MO,55_64,3/17/2020,1561489.179
ND,65_plus,7/2/2020,211870.8619
SC,65_plus,8/27/2020,1607471.433
WI,25_34,7/6/2020,1605001.776
LA,25_34,9/11/2020,1938708.858
HI,25_34,3/18/2020,843776.872
PA,25_34,5/3/2020,2952675.396
TN,25_34,5/24/2020,2243238.188
VT,55_64,7/5/2020,178695.8866
MN,65_plus,6/8/2020,1117024.179
SC,35_44,6/4/2020,1748461.125
WA,18_24,7/15/2020,1558263.985
MO,18_24,6/5/2020,1540752.776
NY,55_64,10/5/2020,5560551.577
CT,25_34,3/12/2020,1111133.057
DE,45_54,9/17/2020,420729.5603
OH,65_plus,10/22/2020,3344068.483
MO,25_34,9/7/2020,1980835.052
TX,55_64,8/9/2020,5318468.056
ID,55_64,2/16/2020,354247.3595
SC,45_54,7/28/2020,1793250.984
TN,18_24,4/23/2020,1145870.139
KY,45_54,6/17/2020,1595582.485
AL,18_24,5/12/2020,1238934.055
AZ,65_plus,5/18/2020,1709124.841
AZ,65_plus,7/8/2020,1649066.605
ME,35_44,3/22/2020,287651.1392
MT,35_44,8/4/2020,334724.4688
NM,35_44,6/29/2020,561210.51
KY,65_plus,4/19/2020,868595.1973
IN,18_24,4/11/2020,1205742.741
AZ,18_24,4/21/2020,1242145.652
FL,18_24,10/8/2020,5000020.298
AL,18_24,10/30/2020,1514828.339
TN,18_24,4/4/2020,1174714.755
AR,18_24,3/11/2020,765256.0059
AR,18_24,4/3/2020,593336.7403
KY,25_34,3/11/2020,1539913.269
NE,18_24,7/26/2020,480140.7292
CO,55_64,7/15/2020,1368416.011
IN,65_plus,3/14/2020,1799919.537
MD,55_64,8/9/2020,1485875.378
ME,35_44,9/16/2020,443056.5756
AL,25_34,3/9/2020,1787695.061
SC,55_64,8/1/2020,1499319.182
MD,35_44,4/2/2020,1599181.936
AK,18_24,5/5/2020,197740.8527
OR,25_34,2/12/2020,1462106.603
OH,65_plus,9/25/2020,3779251.43
NH,65_plus,2/20/2020,437736.4487
IA,18_24,5/14/2020,667382.6523
ND,55_64,7/20/2020,181874.2895
AR,55_64,2/26/2020,876416.2186
AL,45_54,10/28/2020,1655465.823
KY,65_plus,2/17/2020,1311362.173
IL,18_24,6/17/2020,3125232.11
NH,55_64,3/13/2020,451462.7958
ND,35_44,2/27/2020,189574.3352
GA,55_64,8/12/2020,2616996.358
WI,25_34,4/21/2020,1234900.813
PA,18_24,10/12/2020,2943203.275
RI,25_34,3/22/2020,211173.3365
MO,18_24,4/4/2020,1009031.118
KS,18_24,10/1/2020,844870.4266
HI,25_34,5/19/2020,660371.1625
NM,65_plus,2/7/2020,718001.102
WV,65_plus,2/13/2020,625664.233
DC,55_64,9/3/2020,141370.0784
AZ,55_64,4/6/2020,1366733.463
NM,65_plus,2/13/2020,636947.1791
DC,18_24,9/21/2020,209451.1443
WY,18_24,2/12/2020,139562.1661
NH,65_plus,3/14/2020,500235.3852
SC,65_plus,8/18/2020,1623235.682
ND,55_64,2/19/2020,186250.1848
HI,55_64,5/16/2020,369589.5719
MD,55_64,5/1/2020,1332811.443
MT,55_64,6/30/2020,363789.8411
NV,65_plus,2/10/2020,1154950.529
SD,18_24,9/29/2020,244445.5649
WY,65_plus,4/5/2020,106870.0924
NH,18_24,8/12/2020,369874.8912
MT,45_54,8/10/2020,471746.2605
DE,45_54,2/17/2020,416632.1835
CO,65_plus,6/24/2020,1130002.478
CO,65_plus,5/11/2020,911032.8285
AK,65_plus,8/29/2020,190570.9653
HI,65_plus,2/20/2020,857304.1465
AR,65_plus,7/5/2020,713602.216
NV,65_plus,4/5/2020,468322.7832
NV,18_24,5/25/2020,510226.7026
DE,55_64,4/11/2020,239929.9253
DE,18_24,9/18/2020,271230.2532
RI,55_64,8/10/2020,318671.0819
AK,25_34,4/25/2020,261593.1065
HI,18_24,9/3/2020,446368.3427
HI,65_plus,5/7/2020,523901.2037
ND,18_24,7/15/2020,230335.1498
ND,18_24,10/26/2020,211441.0298
HI,65_plus,8/4/2020,538302.2116
DE,65_plus,3/10/2020,343102.6376
AK,25_34,8/14/2020,346839.569
OR,65_plus,2/10/2020,1258998.279
HI,65_plus,10/11/2020,462724.4253
ND,18_24,10/25/2020,189933.067
DC,55_64,2/4/2020,251370.4533
DC,65_plus,10/21/2020,114019.7027
AK,25_34,10/9/2020,318491.7037
AK,25_34,10/16/2020,309978.3128
NC,45_54,7/9/2020,3373218.236
NM,45_54,4/15/2020,592032.6709
OR,45_54,8/14/2020,1602899.306
CA,25_34,5/6/2020,11992408.14
NY,25_34,3/1/2020,8450341.473
IL,55_64,5/17/2020,2035830.321
VA,55_64,6/4/2020,2014260.691
PA,45_54,2/1/2020,4576096.142
NC,65_plus,3/1/2020,2719650.739
KS,45_54,8/6/2020,1075441.833
TX,65_plus,9/24/2020,6072008.173
MI,18_24,9/12/2020,2845799.505
MI,18_24,2/23/2020,2407024.254
CA,35_44,6/7/2020,12386303.53
WA,35_44,5/3/2020,1766603.106
NH,45_54,4/15/2020,452643.9537
GA,55_64,2/9/2020,2640309.681
NM,55_64,3/5/2020,662017.3994
OH,25_34,5/24/2020,3441872.508
OH,25_34,3/1/2020,4037889.578
MS,45_54,7/20/2020,1029449.281
MI,45_54,7/24/2020,3943049.439
GA,35_44,10/21/2020,4034900.123
GA,35_44,8/1/2020,4009268.346
FL,45_54,2/14/2020,9754648.666
HI,55_64,2/5/2020,673676.1696
OH,18_24,10/18/2020,2647425.408
FL,45_54,6/12/2020,7521011.882
LA,45_54,5/28/2020,1675576.776
PA,25_34,8/6/2020,4105782.662
OK,18_24,10/13/2020,1105934.626
SC,25_34,4/7/2020,1264611.868
PA,35_44,9/25/2020,4766282.016
CA,35_44,9/13/2020,13044983.75
TX,35_44,8/3/2020,8493143.443
MI,35_44,5/21/2020,2957570.196
ID,55_64,10/1/2020,490414.8008
NE,25_34,9/17/2020,685382.9744
TX,45_54,2/20/2020,9137117.912
NC,55_64,10/1/2020,2962107.181
NJ,18_24,3/11/2020,2077273.479
LA,25_34,4/28/2020,1356582.991
LA,25_34,3/27/2020,1449640.541
OK,45_54,7/23/2020,1333036.898
CO,45_54,9/20/2020,1946747.879
TN,45_54,3/2/2020,2341567.519
IN,35_44,6/10/2020,2031618.363
FL,65_plus,8/14/2020,7653297.266
GA,45_54,5/19/2020,3326713.898
AZ,55_64,3/21/2020,1612509.697
AK,35_44,10/3/2020,283344.2511
