"state","age","dt","norm_visits"
"RI","65_plus","3/19/2020",291117.1342
"MN","55_64","6/18/2020",1354439.63
"MN","55_64","2/11/2020",1451391.647
"SC","55_64","2/11/2020",1611988.418
"NY","45_54","2/19/2020",8850220.881
"FL","35_44","6/11/2020",7645347.068
"NV","55_64","2/4/2020",1442561.893
"IN","45_54","6/20/2020",2727604.396
"IN","45_54","4/10/2020",2148868.048
"MO","65_plus","9/29/2020",1901842.592
"OR","55_64","9/5/2020",1468036.789
"WA","55_64","9/17/2020",2043242.209
"FL","25_34","4/23/2020",5616108.264
"AZ","35_44","4/15/2020",2137914.274
"MO","55_64","3/2/2020",1848748.363
"SD","35_44","5/5/2020",232742.0347
"KS","35_44","5/20/2020",978158.716
"MI","35_44","9/13/2020",3483639.37
"RI","45_54","3/7/2020",507734.3979
"PA","18_24","7/29/2020",3361769.934
"CA","55_64","9/5/2020",10216514.93
"LA","45_54","9/21/2020",1879043.805
"ND","45_54","10/11/2020",226874.5018
"NJ","65_plus","9/20/2020",2394928.056
"CO","45_54","8/3/2020",2029955.37
"WA","45_54","10/16/2020",2592641.885
"MA","35_44","2/12/2020",3034218.481
"AR","45_54","5/5/2020",1055252.46
"WI","18_24","3/31/2020",788450.6899
"NE","25_34","10/7/2020",716014.8935
"OR","45_54","10/29/2020",1496630.615
"OR","25_34","4/27/2020",1169507.112
"IA","18_24","9/26/2020",1093217.802
"IA","65_plus","8/22/2020",1062627.736
"OH","25_34","8/17/2020",4146535.248
"MO","45_54","6/28/2020",2218874.263
"MO","45_54","6/4/2020",2324775.807
"MO","45_54","3/20/2020",2249444.971
"NY","65_plus","5/21/2020",5827069.99
"KY","35_44","6/5/2020",1792613.105
"IN","35_44","2/5/2020",2234512.533
"MI","35_44","9/27/2020",3493428.925
"TX","55_64","7/21/2020",6073138.323
"KS","45_54","8/4/2020",1117102.146
"SD","55_64","8/31/2020",317394.239
"WA","55_64","10/23/2020",2034747.153
"IL","55_64","6/22/2020",2832925.175
"AZ","45_54","6/21/2020",2118561.209
"LA","65_plus","10/12/2020",1394538.518
"CA","55_64","3/27/2020",8182265.975
"NH","55_64","6/5/2020",486676.3558
"VT","55_64","4/5/2020",134373.2607
"VT","55_64","6/4/2020",219973.4051
"VT","55_64","8/27/2020",260156.568
"VT","55_64","9/12/2020",301179.724
"NH","55_64","5/6/2020",391611.498
"WI","65_plus","10/6/2020",1648059.596
"OK","55_64","10/9/2020",1275800.321
"WA","35_44","4/4/2020",1964100.889
"OH","55_64","5/9/2020",3120925.014
"WI","35_44","6/29/2020",1765622.59
"MA","45_54","4/30/2020",2188102.317
"SC","18_24","6/29/2020",1385158.161
"SC","25_34","2/15/2020",2253170.611
"NC","25_34","9/30/2020",3674531.953
"ND","55_64","5/24/2020",176346.607
"VA","65_plus","4/22/2020",2035509.183
"VA","65_plus","4/23/2020",1885021.075
"SC","65_plus","7/1/2020",1700714.103
"NV","35_44","8/6/2020",1381143.472
"NV","35_44","7/11/2020",1599060.326
"NE","25_34","7/26/2020",746766.048
"NC","18_24","7/18/2020",2822228.605
"MN","25_34","4/21/2020",1496794.187
"NJ","25_34","10/28/2020",3249123.313
"NJ","25_34","4/21/2020",2278275.645
"IA","35_44","8/22/2020",1187844.991
"KY","65_plus","10/10/2020",1322766.809
"KY","35_44","4/6/2020",1387923.76
"AZ","18_24","6/20/2020",1707641.137
"GA","25_34","6/29/2020",3981379.081
"VA","35_44","6/15/2020",2982802.295
"ME","55_64","2/26/2020",488479.3747
"GA","25_34","2/8/2020",4468920.43
"RI","65_plus","9/15/2020",345637.8417
"AL","25_34","5/21/2020",1948886.844
"VA","55_64","2/19/2020",2585075.896
"TN","45_54","5/27/2020",2467859.087
"NE","65_plus","8/29/2020",616875.2576
"MA","25_34","3/8/2020",3124475.427
"CT","45_54","8/14/2020",1590024.608
"TN","45_54","9/2/2020",2684158.516
"NM","25_34","4/14/2020",568634.0257
"NM","25_34","4/22/2020",613286.7956
"AZ","65_plus","5/6/2020",1745009.069
"AZ","65_plus","3/8/2020",2624767.634
"OK","35_44","7/26/2020",1341435.433
"IN","55_64","2/21/2020",2094916.901
"ND","35_44","4/22/2020",182298.2776
"LA","35_44","10/8/2020",1863991.998
"WV","18_24","7/7/2020",442992.7268
"WY","45_54","6/15/2020",265683.9934
"WY","45_54","10/7/2020",291684.4208
"TN","25_34","8/25/2020",2473615.068
"TN","25_34","10/22/2020",2786050.84
"DE","55_64","5/5/2020",278694.5042
"LA","45_54","7/16/2020",1793112.504
"CO","65_plus","10/1/2020",1541920.571
"RI","35_44","6/20/2020",487070.272
"GA","55_64","2/6/2020",2808111.545
"SC","18_24","2/23/2020",1368504.294
"IN","25_34","4/22/2020",1985658.594
"WY","35_44","10/14/2020",207314.1895
"WY","35_44","3/4/2020",198642.9371
"WY","35_44","2/8/2020",195769.9286
"VT","35_44","9/18/2020",248449.7875
"KY","45_54","4/23/2020",1405832.086
"KY","45_54","6/3/2020",1753339.838
"MS","65_plus","8/19/2020",981716.4623
"MN","18_24","6/10/2020",1205156.018
"HI","45_54","3/13/2020",977001.261
"CO","18_24","9/29/2020",1296561.905
"CO","18_24","9/4/2020",1572943.779
"GA","65_plus","7/13/2020",2471515.846
"VA","18_24","10/10/2020",2806985.02
"VA","18_24","8/28/2020",2612296.93
"NJ","18_24","6/20/2020",2269242.311
"UT","55_64","4/26/2020",447590.6031
"ME","65_plus","4/5/2020",277985.3862
"MT","65_plus","3/21/2020",327733.9684
"NV","55_64","8/26/2020",945927.6564
"CT","25_34","6/2/2020",1175949.056
"IA","65_plus","4/4/2020",820429.103
"AR","35_44","2/4/2020",1050783.849
"HI","65_plus","6/23/2020",612357.0883
"AL","55_64","3/21/2020",1277828.843
"IL","65_plus","6/10/2020",3014370.228
"ID","35_44","10/26/2020",486656.3734
"CA","65_plus","6/9/2020",9022891.56
"GA","18_24","3/7/2020",3619172.981
"MD","55_64","5/4/2020",1390455.319
"MT","45_54","4/22/2020",334950.2452
"MT","45_54","9/19/2020",496483.8538
"OR","25_34","4/12/2020",1057323.083
"CT","45_54","6/28/2020",1339292.983
"ID","25_34","9/10/2020",623587.9653
"SC","25_34","10/8/2020",1928876.105
"UT","65_plus","10/2/2020",781451.5792
"NH","65_plus","7/22/2020",472935.0349
"AL","55_64","5/13/2020",1463378.926
"OR","65_plus","3/12/2020",1401204.941
"ID","35_44","6/1/2020",546581.3297
"MS","25_34","2/27/2020",1391917.333
"MD","55_64","3/19/2020",1516171.789
"OK","65_plus","8/26/2020",1169406.141
"WA","65_plus","7/4/2020",1559977.241
"WA","65_plus","5/10/2020",1559559.457
"KY","18_24","2/28/2020",1389553.564
"WI","18_24","6/18/2020",1405422.456
"NE","55_64","10/9/2020",604377.4673
"CT","55_64","3/30/2020",836014.2496
"MS","45_54","10/21/2020",1227406.869
"SD","55_64","10/1/2020",311810.1707
"RI","65_plus","5/14/2020",294044.2632
"KY","65_plus","2/6/2020",1348451.637
"KY","65_plus","7/21/2020",1196542.872
"KY","65_plus","7/22/2020",1250135.905
"UT","25_34","2/27/2020",1424014.32
"AL","18_24","9/5/2020",1591976.177
"ME","25_34","7/6/2020",439434.0573
"CO","65_plus","4/2/2020",942450.6927
"SD","55_64","3/9/2020",238575.7256
"CO","65_plus","6/7/2020",1175030.196
"NM","18_24","4/10/2020",406346.2818
"MT","55_64","9/24/2020",430216.5964
"MT","55_64","5/14/2020",334695.9204
"UT","18_24","6/4/2020",875214.8444
"LA","35_44","4/5/2020",1169532.927
"HI","18_24","3/10/2020",709607.0804
"WV","65_plus","3/17/2020",620211.1282
"NH","45_54","4/19/2020",523193.9801
"KY","18_24","8/18/2020",1251493.335
"CA","45_54","8/12/2020",13575812.29
"MO","65_plus","7/16/2020",1864969.651
"HI","55_64","10/21/2020",573728.1914
"KY","25_34","7/5/2020",1565852.621
"SC","55_64","4/22/2020",1307327.595
"MI","18_24","10/2/2020",2944062.779
"MO","55_64","2/28/2020",2140652.216
"MD","45_54","6/20/2020",2393464.293
"MD","45_54","6/23/2020",2219502.757
"MA","25_34","10/26/2020",2545768.181
"ID","35_44","2/24/2020",478941.7831
"IL","45_54","5/18/2020",3886433.081
"OK","18_24","5/5/2020",1063713.553
"MO","35_44","10/18/2020",2068825.416
"NJ","55_64","10/19/2020",2567106.537
"OH","18_24","5/29/2020",2773338.497
"WV","45_54","8/1/2020",734138.6885
"NY","18_24","9/11/2020",6513902.781
"NC","25_34","3/23/2020",2851479.586
"CT","35_44","5/16/2020",1272219.928
"NV","35_44","5/14/2020",1061842.111
"NV","35_44","7/6/2020",1545097.695
"NC","18_24","4/24/2020",2350423.973
"IN","35_44","10/4/2020",2111859.964
"MA","35_44","3/17/2020",2295764.282
"ME","55_64","2/5/2020",482384.5632
"VA","45_54","7/18/2020",3397213.282
"OH","65_plus","9/3/2020",3503004.804
"MA","65_plus","10/10/2020",2195411.24
"WV","25_34","9/27/2020",567570.4156
"DE","65_plus","5/6/2020",248057.9787
"AL","45_54","8/16/2020",1717285.169
"OH","18_24","9/2/2020",3034625.048
"NH","35_44","5/25/2020",470583.6625
"AL","45_54","9/22/2020",1934374.246
"IA","25_34","4/28/2020",896672.4233
"TN","65_plus","10/17/2020",2329172.79
"DE","35_44","10/21/2020",378057.6548
"AZ","55_64","4/12/2020",1189877.422
"NY","45_54","3/30/2020",5938503.493
"UT","18_24","8/14/2020",976370.1186
"KS","25_34","7/4/2020",1073297.132
"AR","18_24","10/2/2020",994985.1998
"AR","18_24","10/1/2020",855526.1368
"GA","18_24","5/3/2020",2131729.75
"CO","45_54","8/23/2020",1995174.737
"MT","35_44","10/4/2020",323114.5562
"MD","45_54","4/24/2020",1960401.602
"AR","35_44","5/24/2020",991095.3984
"AR","35_44","3/21/2020",967639.716
"IL","65_plus","7/23/2020",3224192.268
"KY","45_54","3/5/2020",1960912.36
"OK","18_24","5/7/2020",1019127.011
"KS","65_plus","10/4/2020",767369.062
"DE","35_44","5/4/2020",334663.7912
"KS","55_64","7/18/2020",825175.2189
"KS","55_64","10/22/2020",876650.6784
"DC","25_34","6/14/2020",368478.5508
"VA","35_44","4/2/2020",2639893.817
"SD","65_plus","10/23/2020",341409.0677
"AL","45_54","10/7/2020",1962573.982
"MA","55_64","5/21/2020",1895649.953
"MA","65_plus","3/14/2020",2365159.253
"LA","35_44","9/2/2020",1845310.942
"LA","35_44","7/7/2020",1659001.077
"NE","55_64","8/16/2020",506556.7869
"NM","45_54","6/7/2020",670803.9261
"TN","65_plus","7/20/2020",1813919.564
"WV","55_64","3/28/2020",510141.5389
"AL","18_24","3/4/2020",1481272.635
"AL","18_24","6/3/2020",1353410.982
"NE","55_64","4/24/2020",485865.2215
"TN","65_plus","4/20/2020",1692790.961
"MT","45_54","4/12/2020",203461.1864
"MT","45_54","4/13/2020",282655.4893
"NJ","18_24","6/4/2020",1826666.431
"DC","25_34","6/8/2020",339774.8134
"DE","55_64","9/5/2020",435177.6333
"AR","55_64","5/22/2020",931776.573
"NV","65_plus","6/17/2020",901399.2731
"NE","65_plus","5/25/2020",437888.3525
"NE","65_plus","5/5/2020",469624.4916
"NE","65_plus","2/18/2020",585712.7297
"MN","18_24","7/27/2020",1424650.759
"RI","25_34","9/5/2020",524576.7196
"AK","65_plus","10/12/2020",145318.0693
"SD","65_plus","9/8/2020",390038.9098
"NH","65_plus","10/13/2020",441282.1761
"DE","18_24","8/22/2020",341678.7687
"RI","45_54","6/21/2020",427312.9589
"AZ","65_plus","8/30/2020",1700743.548
"NH","25_34","6/5/2020",520099.9656
"NM","18_24","7/28/2020",454995.4142
"MS","25_34","6/1/2020",1292856.826
"VT","35_44","3/5/2020",218745.5598
"MS","18_24","6/11/2020",945979.1207
"MN","65_plus","4/11/2020",1096043.589
"NH","45_54","3/30/2020",446237.8071
"WA","65_plus","6/16/2020",1767714.625
"VT","25_34","10/10/2020",358951.4169
"VT","45_54","7/19/2020",252709.482
"NH","45_54","5/14/2020",569216.1039
"NE","55_64","8/20/2020",574743.2715
"VT","55_64","9/22/2020",245827.8356
"NE","18_24","5/1/2020",514604.2608
"KS","18_24","7/21/2020",797051.9613
"WV","25_34","6/30/2020",603113.9915
"LA","65_plus","2/20/2020",1703358.516
"VT","25_34","7/1/2020",205365.9987
"RI","45_54","4/9/2020",271383.5041
"KS","65_plus","7/25/2020",838153.2328
"RI","25_34","6/9/2020",364922.7174
"WA","18_24","6/8/2020",1409240.009
"NV","18_24","8/9/2020",881038.9781
"SD","18_24","5/20/2020",210769.9547
"SD","18_24","6/10/2020",257897.1441
"DE","65_plus","7/31/2020",329592.7349
"HI","65_plus","9/4/2020",635856.8618
"WV","18_24","2/5/2020",503795.1305
"ME","55_64","6/20/2020",551141.0937
"NE","65_plus","8/19/2020",553220.7828
"HI","45_54","8/28/2020",526904.2863
"AK","55_64","10/2/2020",242804.3998
"VT","65_plus","10/25/2020",210784.8658
"ME","25_34","8/12/2020",489906.5275
"ND","18_24","3/11/2020",229288.567
"WY","18_24","2/11/2020",173655.6054
"DC","25_34","5/27/2020",344142.3616
"NH","18_24","2/23/2020",366518.7791
"AK","55_64","3/25/2020",187720.2472
"WY","18_24","3/26/2020",107729.2758
"VT","25_34","5/30/2020",219720.147
"HI","18_24","2/4/2020",639657.169
"AK","35_44","6/26/2020",295334.4829
"DE","65_plus","10/11/2020",309318.5068
"CT","18_24","4/22/2020",664109.9913
"AK","65_plus","2/17/2020",155465.7344
"CT","18_24","4/2/2020",646113.5693
"ND","18_24","4/3/2020",148584.2519
"HI","18_24","10/22/2020",572139.2465
"RI","18_24","6/22/2020",286562.2587
"HI","65_plus","3/28/2020",453008.4656
"AZ","35_44","3/7/2020",3397463.799
"FL","35_44","2/27/2020",9548721.853
"CA","35_44","6/17/2020",14881631.73
"MO","65_plus","6/5/2020",1839859.541
"AR","65_plus","7/27/2020",965444.0832
"AR","65_plus","8/3/2020",973106.5443
"NC","45_54","10/26/2020",3788952.757
"NY","35_44","3/4/2020",9118326.224
"NY","35_44","3/15/2020",7851486.58
"WA","25_34","4/16/2020",2149788.791
"NH","55_64","3/2/2020",445232.4129
"TX","25_34","2/29/2020",14586932.67
"TX","45_54","9/13/2020",8484032.565
"NM","45_54","9/14/2020",705727.396
"GA","45_54","7/23/2020",3985881.615
"GA","45_54","9/7/2020",3505973.777
"NJ","65_plus","2/18/2020",2857278.365
"UT","45_54","9/28/2020",928964.6441
"IL","35_44","8/28/2020",5149845.627
"MI","35_44","8/21/2020",4057272.893
"MD","65_plus","2/13/2020",1810806.922
"CO","35_44","7/5/2020",1931933.253
"VA","25_34","10/29/2020",3267772.737
"GA","25_34","4/14/2020",3258950.66
"SC","45_54","7/29/2020",1903486.636
"MT","55_64","8/10/2020",422569.5112
"MT","55_64","6/21/2020",361100.3726
"MT","55_64","4/6/2020",260165.0751
"MT","55_64","2/25/2020",354683.2899
"VA","25_34","2/16/2020",3872370.208
"OK","25_34","10/29/2020",1654752.771
"MI","55_64","10/17/2020",3244443.57
"MI","55_64","8/19/2020",3217962.249
"MI","55_64","10/11/2020",2925591.172
"GA","35_44","5/3/2020",3677723.481
"OH","45_54","9/11/2020",5023878.424
"PA","35_44","2/24/2020",4520855.798
"FL","25_34","7/7/2020",7360968.876
"PA","45_54","6/14/2020",4539194.123
"CO","25_34","9/7/2020",2219105.697
"VA","65_plus","10/19/2020",2313852.506
"MN","18_24","3/25/2020",975445.2971
"PA","55_64","3/17/2020",3447506.941
"SC","35_44","10/13/2020",1892823.55
"OR","35_44","7/16/2020",1453500.802
"KY","55_64","2/26/2020",1390818.782
"OH","45_54","5/25/2020",3706542.1
"MO","35_44","8/22/2020",2512551.361
"MO","35_44","6/23/2020",2188632.328
"TN","35_44","7/15/2020",2673916.364
"MI","45_54","2/28/2020",4323890.743
"DC","45_54","5/4/2020",169113.5149
"CA","25_34","2/1/2020",13078545.22
"IN","45_54","6/27/2020",2556696.301
"OH","55_64","4/23/2020",2730762.35
"CT","65_plus","5/11/2020",877932.1399
"CT","65_plus","2/14/2020",1266463.294
"MA","65_plus","3/13/2020",2348278.096
"NE","55_64","3/6/2020",616273.2823
"MO","55_64","3/25/2020",1451333.798
"KY","55_64","4/14/2020",1067908.752
"KS","55_64","2/17/2020",819976.3662
"MT","35_44","10/26/2020",280315.607
"IL","25_34","3/17/2020",4491631.631
"IL","18_24","5/29/2020",3221430.13
"IL","18_24","6/6/2020",3370698.441
"NJ","18_24","2/15/2020",2734800.544
"MS","35_44","3/14/2020",1265584.277
"MA","18_24","10/23/2020",1984380.966
"NH","65_plus","2/26/2020",416736.9687
"NE","35_44","4/11/2020",571537.7155
"TX","45_54","5/24/2020",8011585.487
"WA","65_plus","6/9/2020",1579683.052
"WA","65_plus","10/19/2020",1822628.089
"WA","65_plus","9/10/2020",2081934.818
"NJ","55_64","8/25/2020",2564939.178
"NJ","55_64","9/30/2020",2614677.69
"TX","65_plus","2/2/2020",6617089.473
"WI","55_64","8/9/2020",1593947.04
"NJ","45_54","4/26/2020",2180481.018
"SC","18_24","10/26/2020",1358037.229
"OR","35_44","7/7/2020",1394818.594
"GA","55_64","9/10/2020",2893581.545
"CT","45_54","3/12/2020",1603099.302
"KY","25_34","8/31/2020",1689421.849
"TN","35_44","2/28/2020",2965952.677
"ME","55_64","8/9/2020",581736.0712
"PA","45_54","6/13/2020",5406438.226
"MD","18_24","2/27/2020",1608272.957
"AL","65_plus","7/15/2020",1447746.588
"WA","45_54","6/14/2020",2263330.821
"LA","45_54","8/10/2020",1868215.356
"LA","45_54","4/18/2020",1485012.801
"VA","45_54","5/24/2020",2767875.936
"PA","65_plus","3/14/2020",4674218.495
"MD","65_plus","6/1/2020",1601867.341
"WV","65_plus","3/2/2020",667149.9291
"MD","65_plus","5/30/2020",1696146.262
"MN","55_64","10/17/2020",1433566.448
"SC","55_64","4/1/2020",1277816.649
"SC","55_64","7/25/2020",1734533.476
"VA","55_64","8/9/2020",2217860.382
"IN","45_54","5/10/2020",1930402.798
"MI","18_24","10/21/2020",2657441.242
"MI","18_24","9/3/2020",2900413.122
"MI","18_24","2/7/2020",2935255.529
"NC","35_44","9/30/2020",3886867.305
"WA","55_64","10/14/2020",1938240.742
"AZ","35_44","8/16/2020",2295255.227
"IL","55_64","8/17/2020",3367491.286
"NY","25_34","5/14/2020",7250608.097
"NY","25_34","2/22/2020",10837830.9
"MD","18_24","9/21/2020",1399277.301
"NC","35_44","4/20/2020",2903848.745
"NY","55_64","3/18/2020",5422580.316
"NY","55_64","3/5/2020",6960262.112
"NY","18_24","10/8/2020",6181594.712
"MN","35_44","8/9/2020",1674516.783
"PA","65_plus","7/30/2020",3816570.108
"NJ","35_44","10/14/2020",3626407.044
"NJ","35_44","9/2/2020",3741357.424
"PA","18_24","8/10/2020",3292009.918
"TX","65_plus","7/8/2020",5928939.593
"DC","25_34","8/10/2020",358942.6176
"VA","25_34","7/28/2020",3270764.159
"NE","25_34","3/20/2020",602468.0898
"OK","55_64","2/10/2020",1150768.167
"OR","25_34","2/28/2020",1707762.947
"MN","65_plus","5/24/2020",1104663.322
"KY","35_44","3/16/2020",1621359.669
"AZ","65_plus","6/9/2020",1711226.053
"MD","35_44","8/26/2020",2285676.006
"MD","35_44","10/10/2020",2684500.869
"OH","25_34","9/20/2020",4238417.682
"ND","65_plus","5/1/2020",206795.1307
"WI","45_54","5/20/2020",1997552.753
"WI","45_54","5/1/2020",1942314.652
"OH","18_24","5/19/2020",2389639.682
"OH","18_24","2/4/2020",2988120.314
"TN","35_44","6/21/2020",2551415.662
"WA","55_64","4/29/2020",1666792.326
"WA","55_64","6/18/2020",1975132.539
"WA","55_64","8/20/2020",2131821.735
"WA","55_64","6/17/2020",1976788.925
"IL","55_64","6/10/2020",3116447.922
"AZ","55_64","5/19/2020",1748698.94
"AZ","45_54","9/29/2020",2316665.478
"MS","45_54","3/12/2020",1344304.418
"IA","45_54","3/4/2020",1157653.426
"CA","55_64","2/14/2020",13469522.08
"VT","55_64","6/20/2020",242288.5189
"MN","35_44","10/9/2020",2006316.28
"NJ","35_44","7/11/2020",3862679.032
"AL","35_44","5/13/2020",1799810.027
"AL","35_44","5/25/2020",1650897.7
"KY","18_24","8/29/2020",1246605.344
"IN","18_24","6/12/2020",1817514.045
"IN","18_24","2/13/2020",1837787.241
"KY","55_64","4/25/2020",1132185.546
"MN","35_44","8/5/2020",1897703.323
"OR","35_44","3/12/2020",1506546.827
"SC","65_plus","6/19/2020",1754843.357
"CT","45_54","10/3/2020",1733334.589
"KS","18_24","9/21/2020",800439.6004
"NV","35_44","10/9/2020",1569528.993
"NV","35_44","8/3/2020",1421315.659
"KS","25_34","7/21/2020",1037391.531
"NC","18_24","3/14/2020",3003563.082
"MN","25_34","5/6/2020",1621956.4
"OH","55_64","7/19/2020",2833022.083
"NJ","25_34","7/11/2020",3718179.083
"KS","18_24","9/5/2020",942168.4692
"OH","18_24","10/23/2020",3246455.816
"CT","25_34","2/19/2020",1321426.845
"IA","18_24","5/17/2020",671770.0302
"MS","55_64","3/4/2020",970172.7287
"MS","55_64","2/9/2020",933043.5371
"MS","55_64","6/11/2020",1007777.779
"RI","35_44","2/27/2020",413792.9535
"WY","25_34","10/8/2020",257624.0369
"AL","65_plus","9/30/2020",1537949.694
"IL","25_34","7/7/2020",4754232.155
"AL","25_34","5/26/2020",1779915.267
"IN","25_34","8/4/2020",2446667.371
"NE","18_24","2/19/2020",526232.5161
"NE","18_24","6/6/2020",526152.8062
"GA","65_plus","8/8/2020",2630532.523
"MT","25_34","10/8/2020",355055.4823
"AZ","25_34","5/28/2020",2484245.479
"MI","25_34","7/30/2020",3626934.287
"ME","45_54","8/26/2020",690711.2036
"AR","35_44","9/24/2020",1101742.337
"WI","55_64","6/27/2020",1848929.054
"NY","45_54","3/6/2020",9382588.455
"AZ","65_plus","5/4/2020",1785896.851
"OR","65_plus","8/30/2020",1249070.917
"MN","25_34","4/13/2020",1282347.147
"IA","25_34","7/28/2020",1096354.318
"MN","25_34","5/9/2020",1769439.248
"NV","45_54","3/6/2020",1911535.053
"CO","45_54","10/18/2020",1848645.244
"NY","55_64","4/27/2020",4512894.762
"NV","45_54","10/23/2020",1551735.636
"MA","35_44","5/21/2020",2414923.989
"AZ","25_34","5/16/2020",2753593.705
"TN","25_34","9/18/2020",2882059.513
"NE","55_64","5/28/2020",509819.4538
"DE","55_64","5/28/2020",312476.5117
"DE","55_64","8/5/2020",341597.0352
"SC","65_plus","8/20/2020",1719982.583
"IN","65_plus","2/4/2020",1776938.802
"CO","25_34","5/23/2020",2137679.999
"MO","45_54","9/10/2020",2412642.757
"TN","25_34","6/1/2020",2628836.587
"GA","25_34","6/16/2020",4273985.797
"MA","55_64","8/8/2020",2156786.547
"AZ","55_64","9/3/2020",1836499.424
"WY","45_54","10/3/2020",310217.8606
"IA","65_plus","9/1/2020",1039485.255
"AR","25_34","8/23/2020",1126235.102
"AK","55_64","2/21/2020",257814.2851
"GA","65_plus","3/21/2020",2429837.713
"VA","18_24","2/19/2020",2520637.429
"KY","25_34","4/30/2020",1511593.441
"ID","55_64","5/30/2020",471491.6424
"GA","65_plus","3/22/2020",1923886.802
"CO","18_24","6/2/2020",1159453.246
"NH","45_54","10/4/2020",747089.5223
"PA","18_24","4/3/2020",2265581.834
"CO","18_24","5/28/2020",1161113.055
"DE","35_44","3/10/2020",395797.1667
"SC","25_34","4/6/2020",1413036.423
"MT","25_34","3/14/2020",361593.8944
"ID","25_34","9/21/2020",601395.5988
"NJ","18_24","5/16/2020",2018580.185
"ME","45_54","9/28/2020",585690.3604
"NV","45_54","9/14/2020",1477080.539
"NJ","65_plus","10/4/2020",2341125.049
"WI","18_24","5/13/2020",1089098.977
"PA","18_24","2/13/2020",3632195.762
"AK","35_44","5/29/2020",268142.2313
"ID","18_24","8/8/2020",469193.1745
"AK","18_24","5/27/2020",258223.8364
"MD","25_34","5/1/2020",2022386.557
"AR","18_24","4/20/2020",623390.4658
"WY","25_34","8/26/2020",266577.3784
"WY","45_54","10/25/2020",170812.3829
"MD","25_34","6/3/2020",2095258.304
"AK","45_54","2/15/2020",342264.4317
"KS","65_plus","9/22/2020",869871.9402
"UT","25_34","3/26/2020",971300.3952
