date,state,categoryName,visitIndex,visitIndexOver65,visitIndexUnder65,rank
2020-03-27,Arkansas,Arts & Entertainment,58.0,42.0,59.0,15
2020-03-27,Arkansas,Hotel,58.0,44.0,58.0,16
2020-03-27,Arkansas,Office,58.0,50.0,59.0,17
2020-03-27,Arkansas,Drug Store,73.0,66.0,73.0,18
2020-03-27,Arkansas,Banks,69.0,60.0,70.0,19
2020-03-27,Arkansas,Residences,83.0,66.0,84.0,20
2020-03-27,Arkansas,Sports,86.0,93.0,86.0,21
2020-03-27,Arkansas,Colleges & Universities,30.0,34.0,30.0,22
2020-03-27,Arkansas,Nightlife Spots,54.0,45.0,55.0,23
2020-03-27,Arkansas,Alcohol,96.0,62.0,98.0,24
2020-03-27,Arkansas,Travel & Transport,87.0,56.0,88.0,25
2020-03-27,Arkansas,Fitness Center,38.0,35.0,38.0,26
2020-03-27,Arkansas,Airport,40.0,"",40.0,27
2020-03-27,California,Food,40.0,34.0,40.0,1
2020-03-27,California,Shops & Services,43.0,38.0,43.0,2
2020-03-27,California,Grocery,72.0,63.0,73.0,3
2020-03-27,California,Outdoors & Recreation,64.0,60.0,64.0,4
2020-03-27,California,Gas Stations,55.0,48.0,55.0,5
2020-03-27,California,Fast Food Restaurants,54.0,47.0,54.0,6
2020-03-27,California,Medical,46.0,37.0,47.0,7
2020-03-27,California,Professional & Other Places,51.0,46.0,51.0,8
2020-03-27,California,Big Box Stores,68.0,56.0,68.0,9
2020-03-27,California,School,33.0,37.0,32.0,10
2020-03-27,California,Drug Store,63.0,57.0,63.0,11
2020-03-27,California,Convenience Store,55.0,50.0,55.0,12
2020-03-27,California,Residences,64.0,59.0,64.0,13
2020-03-27,California,Office,35.0,39.0,35.0,14
2020-03-27,California,Nightlife Spots,37.0,40.0,37.0,15
2020-03-27,California,Hardware Stores,81.0,61.0,83.0,16
2020-03-27,California,Arts & Entertainment,24.0,25.0,24.0,17
2020-03-27,California,Hotel,28.0,28.0,28.0,18
2020-03-27,California,Banks,51.0,44.0,52.0,19
2020-03-27,California,Government,43.0,38.0,43.0,20
2020-03-27,California,Fitness Center,25.0,24.0,25.0,21
2020-03-27,California,Colleges & Universities,22.0,30.0,22.0,22
2020-03-27,California,Travel & Transport,40.0,38.0,40.0,23
2020-03-27,California,Sports,49.0,44.0,49.0,24
2020-03-27,California,Discount Stores,55.0,44.0,55.0,25
2020-03-27,California,Airport,18.0,19.0,18.0,26
2020-03-27,California,Alcohol,65.0,59.0,65.0,27
2020-03-27,California,Beach,59.0,59.0,59.0,28
2020-03-27,California,Bus,39.0,38.0,39.0,29
2020-03-27,California,Light Rail Stations,38.0,34.0,38.0,30
2020-03-27,California,Metro Stations,19.0,25.0,19.0,31
2020-03-27,California,Spiritual Center,56.0,51.0,56.0,32
2020-03-27,California,Skiing,14.0,"",14.0,33
2020-03-27,Colorado,Food,39.0,33.0,40.0,1
2020-03-27,Colorado,Shops & Services,47.0,40.0,47.0,2
2020-03-27,Colorado,Outdoors & Recreation,74.0,70.0,74.0,3
2020-03-27,Colorado,Grocery,70.0,58.0,70.0,4
2020-03-27,Colorado,Big Box Stores,69.0,63.0,69.0,5
2020-03-27,Colorado,Gas Stations,55.0,46.0,55.0,6
2020-03-27,Colorado,Fast Food Restaurants,50.0,44.0,50.0,7
2020-03-27,Colorado,Medical,49.0,37.0,49.0,8
2020-03-27,Colorado,Professional & Other Places,57.0,50.0,57.0,9
2020-03-27,Colorado,Nightlife Spots,38.0,39.0,38.0,10
2020-03-27,Colorado,Residences,69.0,63.0,70.0,11
2020-03-27,Colorado,School,39.0,48.0,39.0,12
2020-03-27,Colorado,Convenience Store,59.0,53.0,59.0,13
2020-03-27,Colorado,Office,50.0,51.0,50.0,14
2020-03-27,Colorado,Hardware Stores,76.0,64.0,77.0,15
2020-03-27,Colorado,Arts & Entertainment,44.0,43.0,44.0,16
2020-03-27,Colorado,Hotel,32.0,32.0,32.0,17
2020-03-27,Colorado,Airport,18.0,14.0,18.0,18
2020-03-27,Colorado,Drug Store,71.0,65.0,71.0,19
2020-03-27,Colorado,Sports,65.0,62.0,65.0,20
2020-03-27,Colorado,Fitness Center,31.0,28.0,31.0,21
2020-03-27,Colorado,Alcohol,68.0,57.0,68.0,22
2020-03-27,Colorado,Government,46.0,43.0,47.0,23
2020-03-27,Colorado,Colleges & Universities,26.0,40.0,25.0,24
2020-03-27,Colorado,Travel & Transport,41.0,36.0,41.0,25
2020-03-27,Colorado,Banks,52.0,47.0,52.0,26
2020-03-27,Colorado,Discount Stores,60.0,54.0,60.0,27
2020-03-27,Colorado,Light Rail Stations,50.0,"",50.0,28
2020-03-27,Colorado,Bus,44.0,"",45.0,29
2020-03-27,Colorado,Skiing,7.0,"",7.0,30
2020-03-27,Connecticut,Food,48.0,42.0,48.0,1
2020-03-27,Connecticut,Shops & Services,48.0,41.0,48.0,2
2020-03-27,Connecticut,Grocery,77.0,65.0,77.0,3
2020-03-27,Connecticut,Outdoors & Recreation,111.0,100.0,112.0,4
2020-03-27,Connecticut,Medical,50.0,44.0,50.0,5
2020-03-27,Connecticut,Gas Stations,66.0,59.0,66.0,6
2020-03-27,Connecticut,Professional & Other Places,59.0,55.0,59.0,7
2020-03-27,Connecticut,Nightlife Spots,49.0,51.0,49.0,8
2020-03-27,Connecticut,Fast Food Restaurants,64.0,49.0,64.0,9
2020-03-27,Connecticut,Big Box Stores,72.0,57.0,73.0,10
2020-03-27,Connecticut,School,38.0,45.0,38.0,11
2020-03-27,Connecticut,Drug Store,63.0,53.0,63.0,12
2020-03-27,Connecticut,Convenience Store,61.0,48.0,62.0,13
2020-03-27,Connecticut,Office,51.0,57.0,50.0,14
2020-03-27,Connecticut,Hardware Stores,96.0,76.0,97.0,15
2020-03-27,Connecticut,Alcohol,80.0,63.0,81.0,16
2020-03-27,Connecticut,Sports,88.0,86.0,88.0,17
2020-03-27,Connecticut,Arts & Entertainment,39.0,44.0,39.0,18
2020-03-27,Connecticut,Residences,69.0,67.0,69.0,19
2020-03-27,Connecticut,Government,54.0,49.0,54.0,20
2020-03-27,Connecticut,Banks,57.0,53.0,58.0,21
2020-03-27,Connecticut,Colleges & Universities,27.0,43.0,27.0,22
2020-03-27,Connecticut,Travel & Transport,40.0,42.0,40.0,23
2020-03-27,Connecticut,Beach,174.0,171.0,174.0,24
2020-03-27,Connecticut,Fitness Center,27.0,23.0,27.0,25
2020-03-27,Connecticut,Discount Stores,64.0,53.0,65.0,26
2020-03-27,Connecticut,Hotel,36.0,37.0,36.0,27
2020-03-27,Connecticut,Airport,19.0,"",19.0,28
2020-03-27,Connecticut,Bus,65.0,"",66.0,29
2020-03-27,Delaware,Shops & Services,53.0,50.0,54.0,1
2020-03-27,Delaware,Food,46.0,34.0,46.0,2
2020-03-27,Delaware,Grocery,87.0,82.0,87.0,3
2020-03-27,Delaware,Outdoors & Recreation,93.0,81.0,93.0,4
2020-03-27,Delaware,Residences,79.0,83.0,78.0,5
2020-03-27,Delaware,Convenience Store,60.0,49.0,61.0,6
2020-03-27,Delaware,Medical,51.0,41.0,52.0,7
2020-03-27,Delaware,Professional & Other Places,57.0,60.0,57.0,8
2020-03-27,Delaware,Gas Stations,61.0,63.0,61.0,9
2020-03-27,Delaware,Fast Food Restaurants,58.0,59.0,58.0,10
2020-03-27,Delaware,Big Box Stores,74.0,64.0,74.0,11
2020-03-27,Delaware,Hardware Stores,111.0,94.0,112.0,12
2020-03-27,Delaware,Drug Store,65.0,57.0,65.0,13
2020-03-27,Delaware,Alcohol,91.0,78.0,91.0,14
2020-03-27,Delaware,Nightlife Spots,48.0,51.0,48.0,15
2020-03-27,Delaware,Government,55.0,56.0,55.0,16
2020-03-27,Delaware,School,30.0,43.0,30.0,17
2020-03-27,Delaware,Office,46.0,57.0,46.0,18
2020-03-27,Delaware,Discount Stores,67.0,61.0,67.0,19
2020-03-27,Delaware,Arts & Entertainment,45.0,40.0,45.0,20
2020-03-27,Delaware,Banks,59.0,61.0,59.0,21
2020-03-27,Delaware,Travel & Transport,59.0,"",59.0,22
2020-03-27,Delaware,Hotel,55.0,"",55.0,23
2020-03-27,Delaware,Sports,64.0,68.0,64.0,24
2020-03-27,Delaware,Colleges & Universities,22.0,"",21.0,25
2020-03-27,Delaware,Fitness Center,32.0,"",31.0,26
2020-03-27,Delaware,Beach,108.0,"",109.0,27
2020-03-27,Florida,Food,39.0,30.0,40.0,1
2020-03-27,Florida,Shops & Services,44.0,36.0,45.0,2
2020-03-27,Florida,Grocery,77.0,62.0,78.0,3
2020-03-27,Florida,Outdoors & Recreation,68.0,58.0,68.0,4
2020-03-27,Florida,Gas Stations,65.0,55.0,66.0,5
2020-03-27,Florida,Big Box Stores,71.0,54.0,72.0,6
2020-03-27,Florida,Residences,68.0,63.0,68.0,7
2020-03-27,Florida,Fast Food Restaurants,57.0,47.0,58.0,8
2020-03-27,Florida,Medical,53.0,43.0,54.0,9
2020-03-27,Florida,Convenience Store,63.0,53.0,63.0,10
2020-03-27,Florida,Professional & Other Places,51.0,46.0,52.0,11
2020-03-27,Florida,Drug Store,67.0,59.0,68.0,12
2020-03-27,Florida,Hardware Stores,88.0,67.0,89.0,13
2020-03-27,Florida,Nightlife Spots,34.0,34.0,33.0,14
2020-03-27,Florida,School,35.0,41.0,35.0,15
2020-03-27,Florida,Sports,63.0,62.0,63.0,16
2020-03-27,Florida,Hotel,22.0,24.0,21.0,17
2020-03-27,Florida,Office,49.0,48.0,49.0,18
2020-03-27,Florida,Discount Stores,67.0,56.0,67.0,19
2020-03-27,Florida,Travel & Transport,42.0,40.0,42.0,20
2020-03-27,Florida,Arts & Entertainment,15.0,19.0,15.0,21
2020-03-27,Florida,Banks,56.0,49.0,56.0,22
2020-03-27,Florida,Government,51.0,43.0,52.0,23
2020-03-27,Florida,Airport,18.0,14.0,18.0,24
2020-03-27,Florida,Beach,60.0,51.0,61.0,25
2020-03-27,Florida,Fitness Center,33.0,30.0,33.0,26
2020-03-27,Florida,Colleges & Universities,31.0,38.0,31.0,27
2020-03-27,Florida,Alcohol,72.0,56.0,73.0,28
2020-03-27,Florida,Bus,34.0,36.0,34.0,29
2020-03-27,Florida,Light Rail Stations,31.0,41.0,31.0,30
2020-03-27,Florida,Spiritual Center,60.0,"",62.0,31
2020-03-27,Georgia,Food,50.0,38.0,50.0,1
2020-03-27,Georgia,Shops & Services,56.0,44.0,56.0,2
2020-03-27,Georgia,Gas Stations,74.0,62.0,75.0,3
2020-03-27,Georgia,Grocery,80.0,63.0,81.0,4
2020-03-27,Georgia,Outdoors & Recreation,97.0,85.0,98.0,5
2020-03-27,Georgia,Fast Food Restaurants,62.0,53.0,63.0,6
2020-03-27,Georgia,Big Box Stores,72.0,58.0,73.0,7
2020-03-27,Georgia,Professional & Other Places,67.0,60.0,68.0,8
2020-03-27,Georgia,Medical,55.0,41.0,56.0,9
2020-03-27,Georgia,Residences,81.0,79.0,81.0,10
2020-03-27,Georgia,Convenience Store,77.0,65.0,77.0,11
2020-03-27,Georgia,School,41.0,46.0,41.0,12
2020-03-27,Georgia,Hardware Stores,110.0,93.0,111.0,13
2020-03-27,Georgia,Discount Stores,78.0,67.0,79.0,14
2020-03-27,Georgia,Office,54.0,53.0,54.0,15
2020-03-27,Georgia,Drug Store,75.0,60.0,76.0,16
2020-03-27,Georgia,Sports,89.0,86.0,89.0,17
2020-03-27,Georgia,Arts & Entertainment,53.0,50.0,53.0,18
2020-03-27,Georgia,Nightlife Spots,52.0,50.0,52.0,19
2020-03-27,Georgia,Hotel,44.0,36.0,44.0,20
2020-03-27,Georgia,Government,55.0,54.0,55.0,21
2020-03-27,Georgia,Travel & Transport,64.0,54.0,65.0,22
2020-03-27,Georgia,Banks,64.0,49.0,65.0,23
2020-03-27,Georgia,Airport,18.0,11.0,18.0,24
2020-03-27,Georgia,Colleges & Universities,35.0,47.0,34.0,25
2020-03-27,Georgia,Alcohol,86.0,67.0,87.0,26
2020-03-27,Georgia,Fitness Center,36.0,29.0,36.0,27
2020-03-27,Georgia,Metro Stations,40.0,"",40.0,28
2020-03-27,Georgia,Bus,62.0,"",62.0,29
2020-03-27,Georgia,Beach,85.0,"",88.0,30
2020-03-27,Georgia,Spiritual Center,70.0,"",71.0,31
2020-03-27,Georgia,Light Rail Stations,87.0,"",88.0,32
2020-03-27,Hawaii,Shops & Services,38.0,33.0,38.0,1
2020-03-27,Hawaii,Food,28.0,22.0,28.0,2
2020-03-27,Hawaii,Grocery,60.0,47.0,61.0,3
2020-03-27,Hawaii,Outdoors & Recreation,32.0,20.0,32.0,4
2020-03-27,Hawaii,Fast Food Restaurants,50.0,46.0,50.0,5
2020-03-27,Hawaii,Professional & Other Places,41.0,37.0,41.0,6
2020-03-27,Hawaii,Residences,51.0,41.0,51.0,7
2020-03-27,Hawaii,Medical,48.0,45.0,48.0,8
2020-03-27,Hawaii,Beach,24.0,19.0,24.0,9
2020-03-27,Hawaii,Hotel,11.0,9.0,12.0,10
2020-03-27,Hawaii,Gas Stations,45.0,35.0,46.0,11
2020-03-27,Hawaii,Drug Store,55.0,50.0,55.0,12
2020-03-27,Hawaii,Big Box Stores,57.0,42.0,58.0,13
2020-03-27,Hawaii,Airport,17.0,12.0,17.0,14
2020-03-27,Hawaii,Government,37.0,"",37.0,15
2020-03-27,Hawaii,School,30.0,33.0,29.0,16
2020-03-27,Hawaii,Hardware Stores,79.0,70.0,80.0,17
2020-03-27,Hawaii,Convenience Store,42.0,39.0,42.0,18
2020-03-27,Hawaii,Banks,67.0,"",67.0,19
2020-03-27,Hawaii,Arts & Entertainment,25.0,"",25.0,20
2020-03-27,Hawaii,Nightlife Spots,21.0,"",21.0,21
2020-03-27,Hawaii,Travel & Transport,24.0,"",25.0,22
2020-03-27,Hawaii,Office,45.0,"",46.0,23
2020-03-27,Hawaii,Sports,37.0,28.0,38.0,24
2020-03-27,Hawaii,Colleges & Universities,29.0,"",29.0,25
2020-03-27,Hawaii,Fitness Center,24.0,"",24.0,26
2020-03-27,Idaho,Food,50.0,45.0,50.0,1
2020-03-27,Idaho,Shops & Services,57.0,46.0,58.0,2
2020-03-27,Idaho,Grocery,78.0,66.0,78.0,3
2020-03-27,Idaho,Gas Stations,69.0,63.0,70.0,4
2020-03-27,Idaho,Outdoors & Recreation,91.0,86.0,91.0,5
2020-03-27,Idaho,Big Box Stores,69.0,72.0,69.0,6
2020-03-27,Idaho,Fast Food Restaurants,54.0,47.0,54.0,7
2020-03-27,Idaho,Medical,52.0,40.0,53.0,8
2020-03-27,Idaho,Nightlife Spots,45.0,46.0,45.0,9
2020-03-27,Idaho,School,41.0,54.0,40.0,10
2020-03-27,Idaho,Hardware Stores,86.0,70.0,87.0,11
2020-03-27,Idaho,Professional & Other Places,62.0,51.0,62.0,12
2020-03-27,Idaho,Arts & Entertainment,57.0,70.0,56.0,13
2020-03-27,Idaho,Hotel,52.0,53.0,52.0,14
2020-03-27,Idaho,Sports,75.0,72.0,75.0,15
2020-03-27,Idaho,Drug Store,80.0,71.0,81.0,16
2020-03-27,Idaho,Office,56.0,"",56.0,17
2020-03-27,Idaho,Convenience Store,70.0,72.0,70.0,18
2020-03-27,Idaho,Residences,73.0,83.0,73.0,19
2020-03-27,Idaho,Travel & Transport,100.0,"",102.0,20
2020-03-27,Idaho,Government,46.0,"",46.0,21
2020-03-27,Idaho,Banks,53.0,"",54.0,22
2020-03-27,Idaho,Airport,38.0,"",38.0,23
2020-03-27,Idaho,Fitness Center,31.0,"",31.0,24
2020-03-27,Idaho,Discount Stores,54.0,"",55.0,25
2020-03-27,Idaho,Colleges & Universities,27.0,"",27.0,26
2020-03-27,Illinois,Food,42.0,36.0,43.0,1
2020-03-27,Illinois,Shops & Services,44.0,39.0,44.0,2
2020-03-27,Illinois,Grocery,79.0,67.0,79.0,3
2020-03-27,Illinois,Gas Stations,61.0,54.0,61.0,4
2020-03-27,Illinois,Outdoors & Recreation,71.0,74.0,71.0,5
2020-03-27,Illinois,Fast Food Restaurants,57.0,51.0,57.0,6
2020-03-27,Illinois,Big Box Stores,74.0,61.0,75.0,7
2020-03-27,Illinois,Professional & Other Places,57.0,52.0,57.0,8
2020-03-27,Illinois,Nightlife Spots,40.0,41.0,40.0,9
2020-03-27,Illinois,Medical,45.0,37.0,46.0,10
2020-03-27,Illinois,School,31.0,38.0,31.0,11
2020-03-27,Illinois,Drug Store,64.0,66.0,64.0,12
2020-03-27,Illinois,Hardware Stores,95.0,74.0,96.0,13
2020-03-27,Illinois,Office,46.0,48.0,46.0,14
2020-03-27,Illinois,Travel & Transport,41.0,45.0,41.0,15
2020-03-27,Illinois,Arts & Entertainment,39.0,40.0,39.0,16
2020-03-27,Illinois,Convenience Store,61.0,50.0,62.0,17
2020-03-27,Illinois,Residences,61.0,57.0,61.0,18
2020-03-27,Illinois,Banks,55.0,48.0,56.0,19
2020-03-27,Illinois,Discount Stores,65.0,57.0,65.0,20
2020-03-27,Illinois,Government,48.0,44.0,48.0,21
2020-03-27,Illinois,Airport,21.0,17.0,21.0,22
2020-03-27,Illinois,Sports,60.0,62.0,60.0,23
2020-03-27,Illinois,Colleges & Universities,22.0,39.0,22.0,24
2020-03-27,Illinois,Fitness Center,24.0,21.0,24.0,25
2020-03-27,Illinois,Hotel,33.0,31.0,33.0,26
2020-03-27,Illinois,Alcohol,68.0,59.0,69.0,27
2020-03-27,Illinois,Bus,54.0,49.0,54.0,28
2020-03-27,Illinois,Light Rail Stations,71.0,"",72.0,29
2020-03-27,Illinois,Metro Stations,24.0,"",24.0,30
2020-03-27,Illinois,Beach,90.0,"",90.0,31
2020-03-27,Illinois,Spiritual Center,63.0,"",63.0,32
2020-03-27,Indiana,Food,45.0,37.0,46.0,1
2020-03-27,Indiana,Shops & Services,48.0,40.0,49.0,2
2020-03-27,Indiana,Gas Stations,64.0,55.0,65.0,3
2020-03-27,Indiana,Grocery,77.0,64.0,77.0,4
2020-03-27,Indiana,Fast Food Restaurants,54.0,46.0,54.0,5
2020-03-27,Indiana,Outdoors & Recreation,89.0,81.0,89.0,6
2020-03-27,Indiana,Big Box Stores,70.0,58.0,70.0,7
2020-03-27,Indiana,Professional & Other Places,62.0,55.0,63.0,8
2020-03-27,Indiana,Medical,48.0,39.0,49.0,9
2020-03-27,Indiana,Nightlife Spots,44.0,44.0,44.0,10
2020-03-27,Indiana,Hardware Stores,91.0,68.0,92.0,11
2020-03-27,Indiana,School,33.0,41.0,33.0,12
2020-03-27,Indiana,Residences,71.0,65.0,71.0,13
2020-03-27,Indiana,Drug Store,69.0,60.0,69.0,14
2020-03-27,Indiana,Office,59.0,55.0,59.0,15
2020-03-27,Indiana,Arts & Entertainment,43.0,35.0,44.0,16
2020-03-27,Indiana,Discount Stores,66.0,58.0,67.0,17
2020-03-27,Indiana,Convenience Store,65.0,59.0,65.0,18
2020-03-27,Indiana,Travel & Transport,68.0,53.0,68.0,19
2020-03-27,Indiana,Sports,74.0,67.0,74.0,20
2020-03-27,Indiana,Banks,55.0,49.0,56.0,21
2020-03-27,Indiana,Colleges & Universities,26.0,45.0,25.0,22
2020-03-27,Indiana,Government,52.0,38.0,52.0,23
2020-03-27,Indiana,Hotel,39.0,31.0,40.0,24
2020-03-27,Indiana,Alcohol,73.0,63.0,73.0,25
2020-03-27,Indiana,Fitness Center,27.0,23.0,27.0,26
2020-03-27,Indiana,Airport,35.0,26.0,35.0,27
2020-03-27,Indiana,Bus,51.0,"",51.0,28
2020-03-27,Indiana,Light Rail Stations,87.0,"",87.0,29
2020-03-27,Indiana,Beach,102.0,"",101.0,30
2020-03-27,Iowa,Food,56.0,48.0,56.0,1
2020-03-27,Iowa,Shops & Services,61.0,53.0,61.0,2
2020-03-27,Iowa,Grocery,87.0,77.0,87.0,3
2020-03-27,Iowa,Gas Stations,72.0,64.0,72.0,4
2020-03-27,Iowa,Outdoors & Recreation,101.0,90.0,101.0,5
2020-03-27,Iowa,Nightlife Spots,57.0,56.0,57.0,6
2020-03-27,Iowa,Big Box Stores,78.0,69.0,78.0,7
2020-03-27,Iowa,Professional & Other Places,73.0,63.0,73.0,8
2020-03-27,Iowa,Fast Food Restaurants,69.0,58.0,69.0,9
2020-03-27,Iowa,Convenience Store,75.0,64.0,76.0,10
2020-03-27,Iowa,Medical,55.0,44.0,55.0,11
2020-03-27,Iowa,School,39.0,47.0,38.0,12
2020-03-27,Iowa,Arts & Entertainment,54.0,53.0,55.0,13
2020-03-27,Iowa,Hardware Stores,101.0,87.0,101.0,14
2020-03-27,Iowa,Office,66.0,67.0,66.0,15
2020-03-27,Iowa,Sports,88.0,97.0,87.0,16
2020-03-27,Iowa,Residences,74.0,70.0,74.0,17
2020-03-27,Iowa,Hotel,51.0,38.0,52.0,18
2020-03-27,Iowa,Drug Store,77.0,72.0,78.0,19
2020-03-27,Iowa,Colleges & Universities,27.0,38.0,27.0,20
2020-03-27,Iowa,Travel & Transport,86.0,75.0,86.0,21
2020-03-27,Iowa,Government,61.0,52.0,62.0,22
2020-03-27,Iowa,Discount Stores,73.0,70.0,73.0,23
2020-03-27,Iowa,Fitness Center,40.0,38.0,40.0,24
2020-03-27,Iowa,Banks,66.0,57.0,66.0,25
2020-03-27,Iowa,Alcohol,82.0,77.0,83.0,26
2020-03-27,Iowa,Airport,42.0,53.0,41.0,27
2020-03-27,Kansas,Food,53.0,42.0,53.0,1
2020-03-27,Kansas,Shops & Services,57.0,44.0,57.0,2
2020-03-27,Kansas,Grocery,83.0,71.0,83.0,3
2020-03-27,Kansas,Fast Food Restaurants,70.0,61.0,70.0,4
2020-03-27,Kansas,Big Box Stores,78.0,62.0,78.0,5
2020-03-27,Kansas,Outdoors & Recreation,104.0,97.0,104.0,6
2020-03-27,Kansas,Gas Stations,71.0,60.0,71.0,7
2020-03-27,Kansas,School,47.0,49.0,47.0,8
2020-03-27,Kansas,Professional & Other Places,74.0,61.0,74.0,9
2020-03-27,Kansas,Medical,60.0,49.0,61.0,10
2020-03-27,Kansas,Convenience Store,70.0,56.0,70.0,11
2020-03-27,Kansas,Hardware Stores,102.0,81.0,103.0,12
2020-03-27,Kansas,Nightlife Spots,48.0,51.0,48.0,13
2020-03-27,Kansas,Residences,81.0,68.0,81.0,14
2020-03-27,Kansas,Arts & Entertainment,61.0,48.0,62.0,15
2020-03-27,Kansas,Office,63.0,54.0,63.0,16
2020-03-27,Kansas,Hotel,63.0,63.0,63.0,17
2020-03-27,Kansas,Discount Stores,80.0,71.0,80.0,18
2020-03-27,Kansas,Colleges & Universities,30.0,50.0,29.0,19
2020-03-27,Kansas,Government,64.0,51.0,65.0,20
2020-03-27,Kansas,Sports,86.0,61.0,87.0,21
2020-03-27,Kansas,Drug Store,71.0,67.0,71.0,22
2020-03-27,Kansas,Travel & Transport,86.0,71.0,86.0,23
2020-03-27,Kansas,Alcohol,86.0,79.0,86.0,24
2020-03-27,Kansas,Banks,62.0,52.0,62.0,25
2020-03-27,Kansas,Fitness Center,30.0,23.0,31.0,26
2020-03-27,Kansas,Airport,65.0,80.0,65.0,27
2020-03-27,Kentucky,Food,55.0,43.0,55.0,1
2020-03-27,Kentucky,Shops & Services,62.0,50.0,62.0,2
2020-03-27,Kentucky,Gas Stations,80.0,72.0,80.0,3
2020-03-27,Kentucky,Fast Food Restaurants,71.0,59.0,71.0,4
2020-03-27,Kentucky,Grocery,79.0,65.0,80.0,5
2020-03-27,Kentucky,Outdoors & Recreation,123.0,120.0,123.0,6
2020-03-27,Kentucky,Big Box Stores,78.0,61.0,78.0,7
2020-03-27,Kentucky,Professional & Other Places,68.0,65.0,68.0,8
2020-03-27,Kentucky,Medical,61.0,45.0,62.0,9
2020-03-27,Kentucky,School,55.0,58.0,55.0,10
2020-03-27,Kentucky,Discount Stores,86.0,74.0,87.0,11
2020-03-27,Kentucky,Hardware Stores,121.0,91.0,122.0,12
2020-03-27,Kentucky,Office,71.0,60.0,72.0,13
2020-03-27,Kentucky,Convenience Store,89.0,73.0,89.0,14
2020-03-27,Kentucky,Nightlife Spots,58.0,55.0,58.0,15
2020-03-27,Kentucky,Arts & Entertainment,58.0,49.0,58.0,16
2020-03-27,Kentucky,Drug Store,76.0,62.0,77.0,17
2020-03-27,Kentucky,Residences,93.0,86.0,94.0,18
2020-03-27,Kentucky,Government,61.0,48.0,62.0,19
2020-03-27,Kentucky,Sports,114.0,109.0,114.0,20
2020-03-27,Kentucky,Hotel,49.0,45.0,49.0,21
2020-03-27,Kentucky,Colleges & Universities,37.0,57.0,37.0,22
2020-03-27,Kentucky,Travel & Transport,84.0,74.0,84.0,23
2020-03-27,Kentucky,Banks,65.0,56.0,66.0,24
2020-03-27,Kentucky,Airport,33.0,31.0,33.0,25
2020-03-27,Kentucky,Fitness Center,39.0,35.0,39.0,26
2020-03-27,Kentucky,Alcohol,75.0,58.0,76.0,27
2020-03-27,Louisiana,Food,44.0,33.0,44.0,1
2020-03-27,Louisiana,Shops & Services,47.0,41.0,47.0,2
2020-03-27,Louisiana,Gas Stations,66.0,56.0,66.0,3
2020-03-27,Louisiana,Grocery,77.0,61.0,78.0,4
2020-03-27,Louisiana,Fast Food Restaurants,58.0,48.0,58.0,5
2020-03-27,Louisiana,Outdoors & Recreation,80.0,71.0,80.0,6
2020-03-27,Louisiana,Big Box Stores,65.0,50.0,65.0,7
2020-03-27,Louisiana,Medical,49.0,40.0,50.0,8
2020-03-27,Louisiana,Professional & Other Places,58.0,49.0,59.0,9
2020-03-27,Louisiana,Discount Stores,69.0,56.0,69.0,10
2020-03-27,Louisiana,School,41.0,42.0,41.0,11
2020-03-27,Louisiana,Convenience Store,65.0,47.0,66.0,12
2020-03-27,Louisiana,Hardware Stores,102.0,81.0,103.0,13
2020-03-27,Louisiana,Nightlife Spots,35.0,35.0,36.0,14
2020-03-27,Louisiana,Drug Store,61.0,48.0,62.0,15
2020-03-27,Louisiana,Arts & Entertainment,36.0,27.0,36.0,16
2020-03-27,Louisiana,Residences,68.0,54.0,68.0,17
2020-03-27,Louisiana,Hotel,27.0,20.0,28.0,18
2020-03-27,Louisiana,Banks,55.0,46.0,55.0,19
2020-03-27,Louisiana,Office,54.0,51.0,54.0,20
2020-03-27,Louisiana,Government,50.0,39.0,51.0,21
2020-03-27,Louisiana,Colleges & Universities,31.0,37.0,31.0,22
2020-03-27,Louisiana,Travel & Transport,49.0,36.0,50.0,23
2020-03-27,Louisiana,Sports,68.0,62.0,68.0,24
2020-03-27,Louisiana,Fitness Center,37.0,27.0,37.0,25
2020-03-27,Louisiana,Airport,25.0,"",25.0,26
2020-03-27,Louisiana,Alcohol,62.0,"",63.0,27
2020-03-27,Maine,Food,50.0,49.0,50.0,1
2020-03-27,Maine,Shops & Services,57.0,54.0,58.0,2
2020-03-27,Maine,Grocery,78.0,69.0,79.0,3
2020-03-27,Maine,Outdoors & Recreation,93.0,92.0,93.0,4
2020-03-27,Maine,Gas Stations,75.0,74.0,75.0,5
2020-03-27,Maine,Convenience Store,65.0,62.0,66.0,6
2020-03-27,Maine,Big Box Stores,76.0,69.0,76.0,7
2020-03-27,Maine,Medical,53.0,51.0,53.0,8
2020-03-27,Maine,Professional & Other Places,64.0,55.0,64.0,9
2020-03-27,Maine,Nightlife Spots,46.0,51.0,46.0,10
2020-03-27,Maine,Fast Food Restaurants,61.0,62.0,61.0,11
2020-03-27,Maine,Hardware Stores,84.0,79.0,84.0,12
2020-03-27,Maine,Hotel,45.0,57.0,45.0,13
2020-03-27,Maine,Drug Store,67.0,74.0,67.0,14
2020-03-27,Maine,Arts & Entertainment,61.0,77.0,61.0,15
2020-03-27,Maine,School,47.0,49.0,47.0,16
2020-03-27,Maine,Government,69.0,57.0,70.0,17
2020-03-27,Maine,Travel & Transport,68.0,"",69.0,18
