geography,age,dt,norm_visits
IN,55_64,24/08/2020,"2,018,222"
CA,18_24,10/08/2020,"10,234,496"
TX,55_64,04/02/2020,"7,547,037"
OH,25_34,19/07/2020,"3,822,848"
OR,35_44,17/06/2020,"1,418,813"
OR,35_44,07/03/2020,"1,648,151"
OR,35_44,26/04/2020,"1,188,475"
ND,25_34,14/06/2020,"221,488"
MN,55_64,31/08/2020,"1,628,960"
ID,45_54,11/02/2020,"520,036"
IN,25_34,30/05/2020,"2,597,956"
TN,35_44,26/07/2020,"2,585,696"
NV,35_44,11/06/2020,"1,337,862"
CT,25_34,05/06/2020,"1,179,634"
IN,25_34,28/04/2020,"1,967,761"
IA,35_44,17/04/2020,"860,345"
IN,25_34,05/06/2020,"2,531,097"
IN,25_34,23/06/2020,"2,294,633"
MI,65_plus,23/07/2020,"3,304,886"
SC,25_34,21/07/2020,"1,900,124"
MI,25_34,16/07/2020,"3,220,270"
MT,55_64,11/09/2020,"569,295"
ND,35_44,06/09/2020,"202,566"
ND,35_44,02/05/2020,"195,012"
LA,65_plus,23/07/2020,"1,398,086"
SC,65_plus,25/05/2020,"1,607,201"
MS,25_34,13/06/2020,"1,313,080"
AL,45_54,17/04/2020,"1,759,365"
AL,45_54,30/04/2020,"1,815,395"
MO,55_64,13/08/2020,"2,111,189"
NC,25_34,03/08/2020,"3,544,781"
IN,65_plus,01/09/2020,"2,208,397"
IN,25_34,18/08/2020,"2,664,696"
MS,45_54,23/02/2020,"1,152,888"
SD,45_54,23/05/2020,"387,198"
AL,55_64,30/04/2020,"1,350,519"
KS,18_24,04/07/2020,"833,099"
MD,35_44,10/07/2020,"2,396,442"
ID,18_24,19/08/2020,"523,382"
CO,35_44,09/04/2020,"1,581,468"
NJ,65_plus,09/03/2020,"2,957,706"
NV,35_44,19/09/2020,"1,922,564"
AL,55_64,11/09/2020,"1,794,716"
OR,25_34,30/08/2020,"1,672,190"
CT,55_64,14/08/2020,"1,264,922"
MI,18_24,01/02/2020,"2,296,914"
OR,35_44,09/04/2020,"1,190,453"
IA,45_54,06/02/2020,"1,144,322"
NH,35_44,12/03/2020,"522,705"
GA,35_44,25/03/2020,"3,581,733"
SD,35_44,01/02/2020,"208,034"
IN,65_plus,10/06/2020,"1,773,879"
NC,25_34,02/04/2020,"2,810,009"
NV,55_64,24/02/2020,"1,573,574"
OR,18_24,22/08/2020,"1,165,565"
OR,18_24,08/02/2020,"1,160,753"
AZ,35_44,10/06/2020,"2,482,374"
AR,65_plus,17/03/2020,"979,189"
SC,18_24,14/04/2020,"1,144,919"
GA,55_64,29/06/2020,"2,739,878"
IA,65_plus,11/06/2020,"985,190"
SD,45_54,23/07/2020,"383,826"
CA,65_plus,24/04/2020,"9,139,978"
AZ,55_64,17/08/2020,"1,918,453"
MT,45_54,10/05/2020,"364,082"
MN,25_34,13/09/2020,"1,990,071"
MI,55_64,30/03/2020,"2,012,337"
KS,55_64,16/08/2020,"841,771"
AL,35_44,30/04/2020,"1,719,518"
SD,55_64,28/08/2020,"426,965"
KS,35_44,11/05/2020,"846,448"
IA,45_54,17/05/2020,"909,945"
NE,65_plus,27/06/2020,"580,912"
NE,65_plus,21/06/2020,"491,363"
NV,45_54,26/02/2020,"1,824,383"
NV,65_plus,03/07/2020,"1,030,238"
OK,25_34,15/09/2020,"1,671,570"
CT,55_64,24/05/2020,"928,653"
NC,18_24,05/02/2020,"2,873,284"
MS,25_34,14/03/2020,"1,322,123"
HI,18_24,13/06/2020,"598,851"
NM,25_34,24/04/2020,"672,490"
WA,55_64,03/09/2020,"2,548,766"
ID,35_44,20/05/2020,"491,491"
ID,35_44,25/08/2020,"639,784"
VT,18_24,29/05/2020,"231,474"
ID,25_34,18/09/2020,"707,926"
OK,55_64,11/08/2020,"1,234,007"
NM,55_64,21/08/2020,"672,773"
TN,18_24,22/07/2020,"1,816,933"
FL,18_24,21/07/2020,"4,994,049"
OR,55_64,16/06/2020,"1,243,042"
WY,25_34,07/05/2020,"181,832"
AZ,18_24,25/05/2020,"1,553,894"
TN,55_64,12/03/2020,"2,310,518"
UT,18_24,06/05/2020,"863,356"
SD,25_34,02/03/2020,"291,277"
UT,55_64,06/04/2020,"482,169"
UT,55_64,06/03/2020,"833,998"
WY,55_64,11/02/2020,"221,943"
UT,55_64,08/05/2020,"661,662"
UT,55_64,23/04/2020,"529,225"
ME,18_24,14/05/2020,"248,394"
NJ,65_plus,18/04/2020,"2,004,507"
ME,25_34,22/03/2020,"296,980"
WV,45_54,27/07/2020,"708,946"
RI,65_plus,15/03/2020,"382,583"
OR,45_54,22/07/2020,"1,594,358"
DE,25_34,03/09/2020,"417,082"
WV,65_plus,23/07/2020,"646,422"
OK,55_64,11/06/2020,"1,204,877"
OK,55_64,29/06/2020,"1,162,397"
CO,18_24,20/07/2020,"1,391,884"
NV,55_64,25/07/2020,"1,169,016"
NV,55_64,27/05/2020,"808,586"
IA,65_plus,04/05/2020,"952,622"
DC,55_64,23/03/2020,"84,308"
MS,18_24,12/08/2020,"1,060,358"
OK,18_24,18/09/2020,"1,393,160"
NM,18_24,05/09/2020,"636,331"
SD,18_24,29/08/2020,"356,831"
DC,45_54,06/06/2020,"282,244"
DC,45_54,23/06/2020,"209,552"
ID,45_54,20/05/2020,"518,981"
UT,65_plus,04/03/2020,"757,877"
NE,18_24,02/06/2020,"524,464"
DC,35_44,25/04/2020,"218,844"
SD,65_plus,11/02/2020,"291,050"
VT,35_44,05/02/2020,"214,521"
MS,55_64,03/03/2020,"1,055,483"
HI,45_54,25/03/2020,"514,558"
LA,65_plus,12/07/2020,"1,222,134"
WY,55_64,09/06/2020,"202,516"
WV,25_34,13/07/2020,"568,019"
AR,55_64,14/03/2020,"905,930"
WY,25_34,29/03/2020,"158,889"
NH,45_54,01/06/2020,"556,857"
NM,55_64,22/08/2020,"663,433"
NE,65_plus,17/08/2020,"718,457"
NM,65_plus,19/09/2020,"766,127"
NM,65_plus,03/08/2020,"602,842"
NM,18_24,08/09/2020,"529,236"
NE,65_plus,14/06/2020,"524,755"
AL,65_plus,10/04/2020,"1,377,384"
SD,55_64,19/02/2020,"244,802"
AK,45_54,01/07/2020,"374,552"
VT,18_24,15/07/2020,"222,000"
NV,18_24,26/04/2020,"532,158"
NV,18_24,16/07/2020,"772,918"
VT,25_34,08/03/2020,"254,425"
VT,25_34,14/02/2020,"264,492"
NV,18_24,14/07/2020,"777,466"
WY,55_64,22/03/2020,"137,494"
UT,18_24,01/06/2020,"900,488"
NE,18_24,12/03/2020,"608,108"
TX,25_34,22/05/2020,"10,930,010"
IA,35_44,21/05/2020,"990,990"
NJ,18_24,01/09/2020,"2,476,716"
AZ,25_34,07/02/2020,"3,362,870"
OH,35_44,15/03/2020,"3,883,149"
AR,45_54,09/05/2020,"1,242,089"
WY,65_plus,04/06/2020,"221,560"
IL,18_24,09/02/2020,"3,627,083"
OH,65_plus,06/09/2020,"3,713,149"
VA,55_64,03/07/2020,"2,731,389"
OR,18_24,08/08/2020,"1,161,644"
AZ,35_44,12/05/2020,"2,257,827"
WV,25_34,20/08/2020,"710,477"
NC,45_54,19/04/2020,"2,729,861"
KY,35_44,06/03/2020,"1,853,024"
MO,18_24,06/08/2020,"1,882,587"
IN,25_34,19/03/2020,"1,858,961"
OK,35_44,15/05/2020,"1,343,098"
IN,45_54,10/06/2020,"2,478,337"
NE,25_34,22/08/2020,"885,031"
MD,45_54,02/04/2020,"1,922,438"
GA,55_64,01/04/2020,"2,381,788"
CT,55_64,29/02/2020,"1,375,365"
MO,65_plus,06/02/2020,"1,917,366"
OR,35_44,02/08/2020,"1,395,863"
IA,18_24,02/03/2020,"889,771"
NH,18_24,10/08/2020,"448,040"
DC,35_44,01/04/2020,"229,865"
ME,55_64,01/02/2020,"502,996"
NY,18_24,14/05/2020,"4,588,436"
OR,65_plus,04/08/2020,"1,467,488"
MT,35_44,20/06/2020,"361,447"
PA,18_24,12/02/2020,"3,632,705"
NM,45_54,12/05/2020,"670,261"
IA,25_34,26/06/2020,"1,187,226"
MI,65_plus,27/02/2020,"3,000,841"
NM,65_plus,24/08/2020,"673,596"
AZ,65_plus,22/02/2020,"2,724,107"
NC,65_plus,07/04/2020,"2,348,502"
MN,18_24,27/05/2020,"1,169,689"
TN,65_plus,30/03/2020,"1,755,121"
OK,65_plus,04/09/2020,"1,568,036"
NM,18_24,28/04/2020,"446,179"
ID,45_54,31/07/2020,"666,545"
DC,35_44,24/05/2020,"210,467"
WI,55_64,29/03/2020,"943,791"
UT,35_44,19/06/2020,"1,115,255"
MT,55_64,16/03/2020,"338,398"
NV,55_64,30/05/2020,"731,722"
DC,55_64,23/09/2020,"186,967"
CA,65_plus,07/06/2020,"9,250,060"
OH,65_plus,01/07/2020,"3,587,206"
HI,65_plus,18/04/2020,"487,004"
CT,65_plus,13/08/2020,"1,246,009"
MO,18_24,19/04/2020,"1,161,033"
WY,65_plus,01/03/2020,"168,516"
SD,55_64,18/07/2020,"348,381"
MN,55_64,09/04/2020,"1,099,337"
DE,45_54,04/09/2020,"589,923"
MI,18_24,17/07/2020,"2,849,913"
HI,55_64,13/06/2020,"494,985"
MI,18_24,26/05/2020,"2,168,638"
HI,25_34,08/08/2020,"835,714"
DE,65_plus,01/02/2020,"413,611"
CT,65_plus,11/06/2020,"1,064,022"
KY,65_plus,08/04/2020,"1,059,808"
AK,35_44,18/03/2020,"237,211"
UT,18_24,16/05/2020,"964,272"
HI,55_64,10/09/2020,"562,443"
SD,55_64,23/07/2020,"349,576"
NE,18_24,11/04/2020,"464,908"
SD,65_plus,21/03/2020,"266,170"
WY,65_plus,22/02/2020,"230,950"
NE,18_24,28/04/2020,"440,151"
RI,65_plus,21/04/2020,"277,364"
HI,45_54,13/08/2020,"606,778"
VT,25_34,04/05/2020,"149,989"
AK,25_34,01/02/2020,"197,762"
DE,65_plus,06/04/2020,"279,511"
HI,55_64,19/04/2020,"439,443"
HI,18_24,02/07/2020,"594,021"
MT,18_24,01/02/2020,"197,128"
MT,18_24,06/04/2020,"180,976"
WY,18_24,21/05/2020,"150,901"
DC,18_24,03/04/2020,"194,963"
AK,65_plus,10/05/2020,"128,005"
FL,45_54,04/02/2020,"9,860,651"
MA,35_44,02/05/2020,"2,343,609"
OH,35_44,11/03/2020,"4,193,499"
OH,35_44,18/08/2020,"4,697,380"
MN,55_64,03/08/2020,"1,505,707"
IL,55_64,23/08/2020,"3,537,397"
NY,35_44,13/08/2020,"9,057,710"
PA,55_64,26/05/2020,"3,540,205"
NY,55_64,16/07/2020,"5,952,057"
NY,55_64,22/02/2020,"7,407,775"
TX,18_24,27/03/2020,"5,906,539"
TX,35_44,31/05/2020,"9,283,235"
MN,18_24,30/05/2020,"1,322,936"
IA,35_44,22/02/2020,"1,166,794"
VA,18_24,09/09/2020,"2,515,070"
ME,25_34,05/07/2020,"420,077"
VA,45_54,03/08/2020,"3,294,529"
MA,55_64,23/02/2020,"2,238,904"
LA,18_24,24/03/2020,"1,080,260"
SC,18_24,06/03/2020,"1,599,947"
NC,35_44,13/05/2020,"3,481,919"
VA,25_34,14/09/2020,"3,410,344"
IL,35_44,03/03/2020,"5,091,748"
NY,25_34,27/07/2020,"8,202,047"
PA,45_54,05/03/2020,"5,637,274"
IL,65_plus,29/06/2020,"3,216,669"
IL,65_plus,10/08/2020,"3,420,473"
TX,55_64,16/07/2020,"6,409,215"
NJ,25_34,30/03/2020,"2,080,613"
MD,55_64,26/03/2020,"1,455,798"
NC,45_54,16/02/2020,"3,850,593"
TX,65_plus,06/02/2020,"7,157,249"
OK,65_plus,10/08/2020,"1,411,050"
NY,55_64,10/02/2020,"6,341,843"
FL,25_34,01/08/2020,"8,108,968"
FL,25_34,28/03/2020,"5,654,669"
KY,45_54,17/02/2020,"1,736,833"
WI,35_44,22/02/2020,"2,240,984"
AR,25_34,14/09/2020,"1,205,391"
FL,35_44,17/04/2020,"6,180,937"
OR,18_24,29/08/2020,"1,158,968"
TX,25_34,15/08/2020,"12,622,497"
MS,35_44,06/09/2020,"1,094,031"
ID,55_64,30/04/2020,"412,710"
PA,25_34,02/06/2020,"3,727,591"
VA,65_plus,11/06/2020,"2,328,241"
NE,45_54,23/04/2020,"653,306"
GA,65_plus,07/02/2020,"3,328,189"
IN,65_plus,12/02/2020,"1,990,842"
IN,65_plus,30/06/2020,"1,861,873"
AZ,25_34,14/09/2020,"2,665,014"
MN,35_44,22/08/2020,"2,095,333"
NY,45_54,04/08/2020,"7,850,323"
PA,18_24,14/03/2020,"3,420,730"
OK,25_34,11/02/2020,"1,551,853"
NM,35_44,10/09/2020,"694,300"
AZ,35_44,11/05/2020,"2,129,508"
AZ,35_44,29/03/2020,"2,076,261"
AZ,35_44,06/04/2020,"2,071,624"
AZ,35_44,12/03/2020,"2,925,076"
NJ,35_44,26/03/2020,"2,615,958"
NJ,35_44,07/05/2020,"2,933,121"
OH,55_64,07/02/2020,"3,674,941"
IN,55_64,20/04/2020,"1,528,821"
MS,35_44,13/05/2020,"1,071,309"
WY,65_plus,23/04/2020,"148,963"
OH,45_54,25/08/2020,"5,079,882"
MI,35_44,01/05/2020,"3,213,293"
FL,55_64,04/02/2020,"8,120,058"
FL,55_64,13/07/2020,"6,108,506"
SC,45_54,03/09/2020,"2,303,402"
AL,45_54,02/09/2020,"2,120,903"
AL,45_54,13/02/2020,"2,046,922"
CO,45_54,25/06/2020,"2,003,722"
CO,45_54,31/05/2020,"1,773,711"
MI,55_64,17/08/2020,"3,666,309"
WI,55_64,11/09/2020,"2,058,202"
ME,35_44,02/05/2020,"398,420"
OH,18_24,05/05/2020,"2,355,977"
PA,25_34,09/07/2020,"4,253,730"
MO,35_44,21/07/2020,"2,114,158"
MO,35_44,01/08/2020,"2,421,698"
DE,65_plus,30/04/2020,"328,645"
DE,55_64,31/08/2020,"415,590"
NJ,65_plus,27/05/2020,"2,338,007"
OH,25_34,15/03/2020,"3,785,576"
MI,45_54,11/03/2020,"4,126,351"
MI,45_54,27/04/2020,"3,082,227"
IA,25_34,18/03/2020,"816,985"
IA,25_34,03/02/2020,"988,961"
IA,25_34,09/02/2020,"1,007,064"
NC,55_64,09/06/2020,"2,752,109"
CA,55_64,03/06/2020,"9,655,929"
IN,25_34,14/03/2020,"2,378,201"
PA,25_34,30/06/2020,"4,249,212"
NJ,45_54,20/03/2020,"3,449,935"
AL,45_54,19/07/2020,"1,723,424"
CO,35_44,24/02/2020,"2,089,425"
TX,65_plus,18/02/2020,"7,316,369"
NH,65_plus,07/07/2020,"530,621"
NH,65_plus,13/08/2020,"596,183"
CT,65_plus,01/09/2020,"1,267,604"
MD,45_54,14/02/2020,"2,937,857"
MD,55_64,06/04/2020,"1,366,489"
MN,65_plus,23/05/2020,"1,289,830"
IA,65_plus,08/07/2020,"1,015,295"
PA,35_44,05/03/2020,"4,848,870"
MA,18_24,21/02/2020,"2,258,340"
MD,35_44,15/09/2020,"2,479,535"
NE,25_34,14/07/2020,"675,729"
DE,35_44,17/02/2020,"428,647"
RI,45_54,05/02/2020,"449,370"
UT,25_34,18/05/2020,"1,131,204"
UT,25_34,27/05/2020,"1,252,589"
NV,65_plus,06/02/2020,"1,520,525"
NJ,45_54,24/02/2020,"3,851,031"
DC,55_64,26/07/2020,"104,504"
IN,18_24,07/02/2020,"2,034,748"
NC,25_34,13/05/2020,"3,192,258"
MN,65_plus,21/08/2020,"1,820,169"
MO,35_44,30/07/2020,"2,181,158"
CA,18_24,29/02/2020,"14,863,549"
HI,18_24,16/02/2020,"766,629"
IL,18_24,17/03/2020,"3,138,019"
TN,45_54,20/06/2020,"3,092,110"
CA,18_24,19/06/2020,"10,855,925"
CA,18_24,21/05/2020,"9,491,172"
CA,18_24,13/05/2020,"8,917,713"
IN,45_54,17/08/2020,"2,826,373"
KY,35_44,18/06/2020,"1,641,431"
IL,45_54,28/05/2020,"4,303,267"
UT,45_54,29/04/2020,"764,200"
UT,45_54,10/02/2020,"923,244"
ID,45_54,28/03/2020,"442,606"
MN,65_plus,16/02/2020,"1,491,139"
IN,25_34,08/04/2020,"1,806,610"
MT,45_54,24/06/2020,"470,505"
VT,18_24,01/03/2020,"185,782"
MN,25_34,05/05/2020,"1,531,088"
MN,25_34,28/05/2020,"1,775,300"
SC,55_64,27/08/2020,"1,885,889"
MI,65_plus,09/04/2020,"2,093,064"
MA,25_34,22/07/2020,"2,544,658"
NH,55_64,04/04/2020,"395,383"
MN,45_54,24/07/2020,"2,120,162"
NY,65_plus,24/03/2020,"4,524,953"
ND,18_24,29/04/2020,"198,800"
SC,65_plus,31/08/2020,"1,885,326"
SC,65_plus,03/04/2020,"1,492,978"
HI,25_34,29/07/2020,"793,348"
MS,25_34,05/06/2020,"1,193,891"
OK,35_44,19/09/2020,"1,628,270"
NE,35_44,31/03/2020,"531,320"
IN,35_44,22/07/2020,"2,289,295"
CT,35_44,08/08/2020,"1,683,372"
NJ,35_44,05/07/2020,"3,309,130"
AZ,45_54,30/04/2020,"2,172,733"
LA,55_64,26/05/2020,"1,367,540"
TN,65_plus,29/02/2020,"2,549,808"
IA,55_64,11/09/2020,"1,069,872"
NE,55_64,18/09/2020,"686,628"
IA,55_64,06/02/2020,"893,428"
NC,45_54,26/08/2020,"4,091,204"
ID,18_24,16/08/2020,"465,517"
MN,55_64,15/02/2020,"1,703,254"
MO,55_64,09/04/2020,"1,483,268"
FL,18_24,07/07/2020,"4,839,103"
NM,25_34,18/09/2020,"831,834"
NC,18_24,26/08/2020,"2,894,782"
LA,55_64,01/02/2020,"1,461,569"
OR,45_54,31/07/2020,"1,745,856"
OR,55_64,25/08/2020,"1,656,439"
NY,18_24,02/03/2020,"6,476,749"
CO,35_44,10/07/2020,"2,204,922"
NM,65_plus,11/03/2020,"726,128"
MN,55_64,25/02/2020,"1,538,321"
OR,35_44,27/03/2020,"1,126,116"
OR,55_64,21/03/2020,"1,201,541"
IN,35_44,06/08/2020,"2,718,524"
CA,55_64,10/04/2020,"8,125,558"
NC,25_34,03/07/2020,"4,032,554"
WA,25_34,06/09/2020,"3,111,795"
LA,25_34,18/09/2020,"2,214,516"
MO,18_24,03/02/2020,"1,624,039"
RI,45_54,10/07/2020,"452,973"
RI,35_44,21/06/2020,"395,470"
MT,35_44,12/09/2020,"452,679"
MI,25_34,06/05/2020,"2,648,334"
DC,55_64,07/03/2020,"250,904"
VT,55_64,11/07/2020,"238,621"
VT,55_64,15/06/2020,"222,919"
KS,45_54,05/04/2020,"729,250"
NY,65_plus,07/09/2020,"6,229,628"
MD,65_plus,23/09/2020,"1,929,934"
AL,35_44,14/02/2020,"2,180,982"
WA,25_34,28/08/2020,"3,134,566"
KY,18_24,11/07/2020,"1,226,744"
FL,65_plus,06/04/2020,"5,802,065"
CT,65_plus,11/02/2020,"1,211,066"
AZ,65_plus,31/05/2020,"1,706,491"
MD,18_24,16/08/2020,"1,584,752"
HI,18_24,19/05/2020,"465,375"
NV,35_44,16/07/2020,"1,356,877"
CT,55_64,04/03/2020,"1,185,720"
OK,55_64,09/09/2020,"1,222,601"
AK,55_64,01/09/2020,"263,509"
VT,35_44,25/04/2020,"182,199"
GA,18_24,18/09/2020,"3,345,785"
OR,55_64,05/05/2020,"1,119,289"
NM,18_24,02/07/2020,"609,167"
RI,55_64,15/03/2020,"310,826"
KY,65_plus,15/02/2020,"1,564,194"
ID,35_44,19/03/2020,"473,636"
WI,18_24,12/06/2020,"1,527,282"
AZ,45_54,28/03/2020,"2,109,880"
SD,55_64,21/08/2020,"413,285"
OR,65_plus,26/03/2020,"1,090,004"
NH,25_34,30/05/2020,"512,507"
ID,55_64,12/09/2020,"620,937"
WY,35_44,25/03/2020,"144,471"
WY,35_44,11/06/2020,"224,097"
RI,65_plus,06/02/2020,"374,517"
RI,65_plus,05/03/2020,"445,423"
DE,25_34,29/04/2020,"290,364"
NC,25_34,04/07/2020,"3,588,274"
HI,25_34,07/05/2020,"686,331"
MT,65_plus,10/08/2020,"585,393"
HI,45_54,27/02/2020,"1,035,281"
AK,18_24,14/08/2020,"332,197"
AK,18_24,19/08/2020,"330,031"
UT,65_plus,04/02/2020,"723,866"
DE,18_24,22/05/2020,"198,400"
IA,55_64,19/07/2020,"884,246"
DC,45_54,28/04/2020,"183,680"
NE,18_24,25/08/2020,"654,778"
ME,45_54,02/02/2020,"534,994"
MD,18_24,01/08/2020,"1,587,016"
NH,65_plus,09/04/2020,"341,418"
LA,65_plus,10/06/2020,"1,424,806"
VT,35_44,12/08/2020,"257,396"
ID,55_64,07/09/2020,"567,605"
NH,45_54,25/04/2020,"594,249"
WY,18_24,20/02/2020,"185,142"
DC,45_54,21/07/2020,"220,038"
AK,35_44,13/09/2020,"281,367"
WV,65_plus,11/05/2020,"562,098"
HI,65_plus,06/09/2020,"571,725"
CT,65_plus,15/05/2020,"1,037,231"
VT,25_34,11/04/2020,"135,671"
RI,18_24,08/07/2020,"314,662"
WY,55_64,24/06/2020,"256,938"
CT,45_54,01/02/2020,"1,595,623"
SD,35_44,16/09/2020,"325,394"
WI,25_34,04/08/2020,"2,085,279"
AZ,25_34,06/03/2020,"3,539,083"
MS,35_44,04/06/2020,"1,098,867"
VA,45_54,28/07/2020,"3,249,039"
NV,35_44,22/03/2020,"932,173"
MI,25_34,04/04/2020,"2,042,065"
MN,65_plus,06/06/2020,"1,410,268"
UT,25_34,20/05/2020,"1,159,312"
WI,25_34,11/03/2020,"1,856,751"
ID,45_54,18/05/2020,"516,397"
NY,35_44,30/05/2020,"7,482,701"
MN,25_34,16/03/2020,"1,629,603"
NJ,35_44,17/06/2020,"3,385,050"
MS,25_34,12/05/2020,"1,143,539"
MS,25_34,30/05/2020,"1,251,062"
PA,25_34,08/07/2020,"4,123,814"
CT,18_24,18/02/2020,"1,017,750"
AL,65_plus,30/04/2020,"1,452,732"
NV,55_64,20/02/2020,"1,584,808"
KY,35_44,24/03/2020,"1,250,700"
CA,65_plus,17/04/2020,"8,467,185"
MN,55_64,23/02/2020,"1,489,956"
NM,45_54,07/02/2020,"892,848"
VT,55_64,03/06/2020,"192,727"
ND,65_plus,30/07/2020,"314,092"
CO,45_54,06/04/2020,"1,489,448"
KY,18_24,17/09/2020,"1,343,422"
MO,45_54,21/04/2020,"2,120,212"
CO,55_64,25/04/2020,"1,242,385"
NC,18_24,01/06/2020,"2,649,378"
LA,18_24,23/09/2020,"1,434,581"
WV,18_24,10/03/2020,"534,852"
CO,65_plus,10/06/2020,"1,297,445"
ME,55_64,25/08/2020,"661,353"
ID,35_44,01/08/2020,"605,361"
ME,25_34,09/04/2020,"265,254"
ID,55_64,22/06/2020,"483,140"
ID,55_64,23/06/2020,"506,331"
LA,55_64,25/06/2020,"1,467,274"
WY,35_44,23/02/2020,"189,373"
SD,25_34,15/07/2020,"346,635"
CO,18_24,18/03/2020,"1,154,450"
MT,55_64,04/04/2020,"262,657"
ID,45_54,14/05/2020,"523,617"
SD,65_plus,29/04/2020,"260,001"
SD,65_plus,27/02/2020,"359,696"
AL,65_plus,24/08/2020,"1,647,569"
DC,55_64,26/02/2020,"300,542"
CT,65_plus,01/03/2020,"1,277,723"
WV,18_24,05/03/2020,"539,659"
OR,65_plus,18/06/2020,"1,268,058"
ME,65_plus,23/09/2020,"661,620"
HI,55_64,23/05/2020,"541,019"
AK,18_24,05/03/2020,"320,330"
HI,25_34,25/08/2020,"737,448"
MS,18_24,15/08/2020,"1,122,510"
UT,18_24,15/06/2020,"862,003"
ME,25_34,13/09/2020,"471,443"
AK,18_24,27/04/2020,"171,672"
VT,35_44,30/04/2020,"152,626"
AK,18_24,02/05/2020,"234,402"
MT,18_24,25/08/2020,"330,384"
DC,45_54,14/03/2020,"265,536"
SD,65_plus,15/06/2020,"362,618"
AK,25_34,06/02/2020,"406,596"
DE,65_plus,03/08/2020,"379,287"
AK,18_24,18/04/2020,"153,942"
DC,18_24,09/07/2020,"185,024"
UT,18_24,15/04/2020,"731,789"
DC,65_plus,02/02/2020,"171,072"
DE,65_plus,23/04/2020,"272,491"
DC,55_64,17/06/2020,"155,287"
AK,25_34,20/09/2020,"389,946"
MT,25_34,01/02/2020,"225,193"
MT,18_24,27/08/2020,"336,020"
DC,65_plus,17/09/2020,"123,796"
AK,65_plus,21/04/2020,"126,952"
RI,18_24,24/04/2020,"197,767"
ND,35_44,27/06/2020,"233,468"
CA,35_44,28/02/2020,"19,502,520"
AR,45_54,06/08/2020,"1,263,879"
AR,45_54,09/04/2020,"1,014,669"
NY,35_44,08/08/2020,"9,221,749"
MN,45_54,15/05/2020,"1,966,195"
FL,35_44,18/05/2020,"6,395,150"
PA,25_34,08/02/2020,"5,247,112"
NV,35_44,13/06/2020,"1,572,799"
IA,25_34,23/08/2020,"1,198,818"
TX,35_44,08/02/2020,"12,697,828"
NY,25_34,01/02/2020,"7,971,474"
MO,35_44,06/03/2020,"2,481,244"
CA,45_54,13/09/2020,"14,203,941"
TX,25_34,30/03/2020,"7,861,216"
FL,55_64,18/02/2020,"8,612,178"
ND,55_64,16/06/2020,"222,975"
ME,35_44,22/07/2020,"482,368"
IN,55_64,02/07/2020,"2,105,499"
IN,55_64,03/03/2020,"1,961,168"
ID,65_plus,15/04/2020,"374,376"
ID,65_plus,13/02/2020,"527,334"
WI,55_64,18/06/2020,"1,766,163"
WI,55_64,14/02/2020,"1,779,023"
KS,45_54,17/08/2020,"1,214,925"
KS,45_54,28/04/2020,"959,720"
MD,35_44,11/08/2020,"2,449,213"
FL,25_34,05/04/2020,"4,423,035"
CO,45_54,01/08/2020,"2,383,322"
MN,45_54,16/08/2020,"2,096,449"
CO,25_34,28/04/2020,"1,695,961"
NJ,35_44,12/06/2020,"3,451,997"
NV,35_44,03/03/2020,"1,687,011"
LA,35_44,25/08/2020,"1,683,764"
PA,55_64,30/06/2020,"3,980,925"
PA,25_34,02/08/2020,"3,938,728"
TX,65_plus,04/02/2020,"7,269,809"
WI,45_54,16/02/2020,"2,257,061"
GA,25_34,15/03/2020,"4,067,128"
IN,45_54,04/05/2020,"2,357,973"
FL,35_44,05/04/2020,"4,496,969"
ME,25_34,18/06/2020,"409,610"
IL,45_54,15/04/2020,"3,910,995"
WV,35_44,26/06/2020,"684,298"
NH,35_44,01/08/2020,"691,133"
TN,35_44,26/06/2020,"2,897,518"
WI,25_34,20/06/2020,"2,154,503"
WI,25_34,21/06/2020,"1,960,594"
NY,45_54,16/05/2020,"7,587,091"
VA,65_plus,11/05/2020,"2,049,248"
WI,25_34,16/07/2020,"1,901,542"
OH,35_44,03/09/2020,"4,840,711"
DC,45_54,09/05/2020,"181,302"
PA,35_44,09/06/2020,"3,998,657"
OK,25_34,25/06/2020,"1,647,624"
MO,25_34,03/08/2020,"2,370,837"
GA,18_24,04/08/2020,"3,004,061"
OH,45_54,18/02/2020,"4,562,082"
NY,45_54,22/03/2020,"5,831,660"
TX,18_24,29/02/2020,"9,991,479"
IN,45_54,16/05/2020,"2,628,228"
MI,45_54,01/08/2020,"4,451,481"
PA,55_64,26/03/2020,"3,010,711"
MI,45_54,13/05/2020,"3,560,032"
IA,55_64,11/03/2020,"930,476"
IA,55_64,07/03/2020,"1,082,800"
NC,45_54,29/04/2020,"3,323,171"
IN,55_64,28/03/2020,"1,430,323"
AL,35_44,27/07/2020,"1,788,205"
MS,55_64,14/09/2020,"1,048,589"
CO,65_plus,28/08/2020,"1,584,329"
CO,35_44,26/06/2020,"2,111,370"
DE,35_44,24/07/2020,"446,343"
TX,35_44,25/08/2020,"10,536,214"
SC,55_64,07/08/2020,"1,939,964"
UT,65_plus,18/08/2020,"727,794"
AL,18_24,30/06/2020,"1,403,963"
KY,18_24,05/04/2020,"841,655"
NY,65_plus,20/08/2020,"7,184,796"
IL,45_54,20/08/2020,"5,585,519"
