state,age,dt,norm_visits
WA,45_54,3/31/2020,"2,008,243"
WI,65_plus,4/9/2020,"536,702"
ND,25_34,3/24/2020,"236,032"
RI,18_24,4/20/2020,"136,967"
RI,45_54,6/15/2020,"451,242"
WV,35_44,3/21/2020,"848,432"
IN,18_24,4/3/2020,"948,431"
NV,18_24,6/11/2020,"538,515"
MD,55_64,4/15/2020,"1,252,941"
NC,45_54,4/20/2020,"3,107,655"
NC,45_54,3/23/2020,"3,252,938"
NC,65_plus,7/7/2020,"1,604,299"
NC,25_34,4/16/2020,"3,178,541"
NC,55_64,4/29/2020,"2,273,263"
UT,25_34,8/17/2020,"1,098,737"
UT,45_54,8/20/2020,"1,001,795"
ID,25_34,2/25/2020,"505,683"
ID,45_54,3/31/2020,"483,882"
OR,35_44,6/2/2020,"1,845,922"
OR,45_54,4/21/2020,"1,301,922"
ME,65_plus,2/17/2020,"220,717"
IA,45_54,3/13/2020,"1,354,290"
KS,65_plus,5/8/2020,"347,473"
AZ,65_plus,7/4/2020,"790,580"
AZ,65_plus,4/16/2020,"1,014,891"
IA,55_64,3/14/2020,"647,261"
UT,55_64,2/27/2020,"604,575"
UT,35_44,6/5/2020,"1,480,411"
UT,55_64,3/30/2020,"417,013"
AZ,55_64,8/14/2020,"1,659,344"
WI,25_34,5/29/2020,"2,184,777"
WI,18_24,3/29/2020,"585,627"
WI,18_24,4/30/2020,"732,622"
KS,35_44,7/18/2020,"1,535,127"
KS,18_24,7/28/2020,"507,536"
TN,65_plus,6/9/2020,"875,752"
AZ,65_plus,6/28/2020,"760,314"
AL,18_24,8/7/2020,"981,323"
OR,25_34,6/25/2020,"1,493,622"
OR,45_54,6/27/2020,"1,613,820"
OR,18_24,7/9/2020,"639,329"
AZ,65_plus,7/6/2020,"1,047,766"
AZ,18_24,5/23/2020,"1,295,245"
NC,65_plus,5/4/2020,"1,397,135"
IA,18_24,3/17/2020,"486,804"
UT,25_34,4/11/2020,"1,044,496"
VT,18_24,7/27/2020,"125,106"
VT,45_54,7/27/2020,"273,644"
VT,18_24,7/25/2020,"149,996"
VT,45_54,3/27/2020,"230,676"
VT,45_54,7/31/2020,"315,778"
VT,18_24,5/13/2020,"88,860"
AL,25_34,4/23/2020,"1,282,003"
MA,25_34,5/12/2020,"2,131,388"
MA,55_64,5/8/2020,"1,793,587"
MA,25_34,4/22/2020,"1,975,187"
NJ,65_plus,3/30/2020,"923,571"
WV,25_34,4/23/2020,"480,583"
AK,25_34,4/11/2020,"257,957"
AK,65_plus,4/11/2020,"70,250"
AK,35_44,3/4/2020,"431,209"
ID,35_44,5/19/2020,"729,296"
ID,65_plus,7/6/2020,"265,143"
ID,35_44,7/1/2020,"820,763"
NV,25_34,6/4/2020,"1,262,414"
ME,18_24,5/4/2020,"144,756"
ME,65_plus,4/8/2020,"182,746"
ME,55_64,8/16/2020,"441,602"
NV,18_24,7/2/2020,"566,824"
HI,55_64,3/1/2020,"692,488"
ND,65_plus,8/4/2020,"85,434"
NM,65_plus,3/14/2020,"280,702"
ND,35_44,6/2/2020,"371,591"
NH,65_plus,4/3/2020,"153,530"
NH,35_44,4/24/2020,"564,204"
WY,55_64,6/2/2020,"148,504"
WY,55_64,4/16/2020,"91,271"
VT,55_64,7/3/2020,"243,064"
ME,45_54,3/27/2020,"540,477"
WY,55_64,3/26/2020,"111,636"
AK,55_64,4/1/2020,"138,400"
UT,25_34,4/13/2020,"857,212"
HI,55_64,4/25/2020,"390,865"
HI,65_plus,2/16/2020,"423,112"
HI,65_plus,6/25/2020,"281,579"
HI,45_54,7/10/2020,"694,414"
HI,35_44,4/18/2020,"742,713"
RI,25_34,3/29/2020,"241,857"
FL,35_44,4/6/2020,"7,023,110"
FL,25_34,5/18/2020,"6,581,260"
CA,55_64,7/16/2020,"9,430,329"
GA,18_24,5/20/2020,"1,633,732"
GA,65_plus,6/17/2020,"1,380,352"
CO,65_plus,8/5/2020,"690,345"
PA,65_plus,2/22/2020,"1,888,979"
MN,18_24,3/11/2020,"894,717"
MO,18_24,6/8/2020,"1,045,398"
IL,55_64,5/1/2020,"3,169,973"
IL,55_64,2/24/2020,"3,282,638"
CT,65_plus,7/29/2020,"604,514"
MO,55_64,3/12/2020,"1,695,886"
NY,65_plus,8/7/2020,"3,008,218"
DC,35_44,7/30/2020,"305,123"
ME,35_44,6/18/2020,"605,095"
ME,65_plus,6/20/2020,"227,526"
ME,25_34,6/14/2020,"420,161"
MS,65_plus,3/10/2020,"488,388"
MS,55_64,4/28/2020,"691,486"
LA,18_24,6/5/2020,"834,636"
LA,65_plus,6/28/2020,"356,735"
LA,18_24,2/26/2020,"984,443"
LA,35_44,2/17/2020,"2,778,445"
NH,55_64,4/11/2020,"360,859"
SC,35_44,7/24/2020,"2,586,684"
AR,18_24,2/10/2020,"573,057"
GA,35_44,3/21/2020,"5,285,054"
NV,45_54,2/7/2020,"1,876,984"
KY,18_24,3/21/2020,"673,797"
KY,35_44,2/25/2020,"2,356,128"
MN,45_54,3/29/2020,"990,791"
WV,65_plus,2/3/2020,"286,924"
WV,55_64,8/6/2020,"509,621"
WV,65_plus,2/6/2020,"259,771"
IN,18_24,4/23/2020,"822,981"
IN,55_64,4/26/2020,"1,170,347"
DE,45_54,7/3/2020,"510,340"
DE,45_54,8/15/2020,"516,915"
DE,35_44,7/6/2020,"494,306"
WI,65_plus,7/5/2020,"559,274"
ID,35_44,4/5/2020,"515,215"
KS,45_54,2/12/2020,"1,120,540"
MS,18_24,5/8/2020,"546,598"
AZ,65_plus,6/14/2020,"852,800"
AZ,35_44,2/5/2020,"3,588,574"
AZ,45_54,4/22/2020,"2,220,995"
WI,65_plus,4/29/2020,"549,484"
NC,55_64,3/19/2020,"2,428,515"
MA,18_24,2/20/2020,"1,748,573"
AZ,65_plus,5/8/2020,"1,069,258"
VT,25_34,8/7/2020,"233,602"
VT,65_plus,8/4/2020,"99,617"
VT,25_34,7/15/2020,"203,569"
NV,25_34,4/1/2020,"1,014,452"
WY,45_54,6/14/2020,"278,822"
AK,18_24,4/13/2020,"83,615"
UT,65_plus,5/23/2020,"297,224"
UT,35_44,7/3/2020,"1,632,654"
NV,55_64,7/2/2020,"823,183"
ND,65_plus,8/18/2020,"91,995"
NM,65_plus,4/18/2020,"207,402"
VT,55_64,7/4/2020,"221,561"
NM,18_24,5/28/2020,"309,469"
NM,45_54,6/12/2020,"789,866"
DE,45_54,2/28/2020,"500,329"
OK,35_44,3/27/2020,"1,866,942"
DE,65_plus,5/7/2020,"167,202"
MA,55_64,3/25/2020,"1,439,422"
HI,18_24,2/9/2020,"561,383"
NM,18_24,2/13/2020,"398,035"
UT,25_34,4/8/2020,"920,976"
HI,55_64,6/5/2020,"512,584"
RI,35_44,7/30/2020,"487,656"
AZ,45_54,2/25/2020,"2,958,138"
FL,45_54,6/14/2020,"7,783,847"
FL,35_44,4/14/2020,"7,149,374"
FL,25_34,6/24/2020,"7,763,174"
AR,25_34,8/5/2020,"982,683"
AR,65_plus,2/27/2020,"485,480"
AR,55_64,4/8/2020,"632,175"
NV,65_plus,5/17/2020,"300,525"
FL,45_54,7/15/2020,"7,731,875"
FL,65_plus,7/13/2020,"3,906,437"
FL,55_64,3/20/2020,"6,014,214"
AL,18_24,8/18/2020,"976,814"
PA,25_34,7/14/2020,"4,539,231"
PA,55_64,5/2/2020,"3,291,864"
PA,65_plus,8/6/2020,"1,852,169"
PA,18_24,3/21/2020,"1,827,787"
PA,35_44,4/9/2020,"4,503,658"
AR,25_34,7/16/2020,"1,020,842"
FL,45_54,6/7/2020,"6,981,214"
NC,25_34,3/3/2020,"4,034,050"
NY,65_plus,2/7/2020,"3,115,923"
NY,45_54,2/17/2020,"8,831,779"
TX,35_44,5/15/2020,"13,446,367"
TX,45_54,3/25/2020,"8,150,042"
TX,25_34,8/2/2020,"10,013,484"
TX,55_64,8/2/2020,"4,507,202"
TX,45_54,4/2/2020,"7,978,717"
TX,25_34,6/25/2020,"10,349,218"
TX,65_plus,6/26/2020,"2,823,252"
WA,45_54,7/16/2020,"2,539,541"
WA,65_plus,3/25/2020,"934,563"
WA,35_44,2/23/2020,"3,605,071"
WA,45_54,4/26/2020,"2,025,872"
WA,25_34,8/1/2020,"2,906,570"
WA,65_plus,2/22/2020,"1,082,051"
WA,55_64,7/2/2020,"1,782,795"
CA,55_64,7/28/2020,"9,115,301"
CA,25_34,6/10/2020,"15,522,811"
CA,45_54,7/19/2020,"12,917,534"
CA,35_44,2/8/2020,"25,555,426"
NH,55_64,6/23/2020,"424,308"
NH,35_44,3/13/2020,"733,566"
NH,35_44,7/23/2020,"667,308"
NH,45_54,2/6/2020,"557,662"
TX,18_24,4/4/2020,"3,428,081"
IL,45_54,4/4/2020,"3,868,556"
NJ,25_34,8/7/2020,"3,461,709"
WY,18_24,6/11/2020,"109,261"
TX,55_64,8/22/2020,"727,073"
WY,55_64,6/5/2020,"157,124"
TX,35_44,4/24/2020,"12,842,775"
GA,45_54,7/6/2020,"3,862,944"
GA,65_plus,4/20/2020,"1,090,147"
GA,45_54,8/7/2020,"4,369,607"
GA,65_plus,2/14/2020,"1,730,809"
ND,55_64,5/11/2020,"138,660"
MN,65_plus,8/5/2020,"701,930"
MN,45_54,8/3/2020,"1,867,100"
PA,55_64,5/17/2020,"2,758,282"
IL,25_34,5/23/2020,"4,435,117"
LA,18_24,6/26/2020,"788,658"
MD,55_64,2/12/2020,"1,601,777"
KS,35_44,3/7/2020,"1,798,609"
OH,65_plus,2/22/2020,"1,791,609"
OH,35_44,5/11/2020,"4,479,578"
OH,35_44,7/5/2020,"4,796,888"
TN,45_54,5/26/2020,"2,770,057"
GA,18_24,3/5/2020,"1,975,854"
MT,45_54,3/18/2020,"361,135"
MT,45_54,6/23/2020,"468,575"
MT,35_44,5/21/2020,"456,540"
MT,35_44,8/14/2020,"594,508"
MT,18_24,3/8/2020,"172,259"
MT,18_24,7/3/2020,"199,316"
TN,18_24,3/9/2020,"1,289,665"
VA,45_54,5/8/2020,"3,210,236"
OK,65_plus,8/1/2020,"393,188"
OK,55_64,8/2/2020,"758,672"
OK,18_24,6/15/2020,"760,847"
OK,35_44,7/11/2020,"2,125,145"
CO,18_24,6/18/2020,"950,068"
CO,65_plus,3/5/2020,"792,775"
DE,35_44,5/23/2020,"481,085"
DE,25_34,6/5/2020,"408,626"
NY,45_54,4/16/2020,"6,978,006"
NY,65_plus,5/26/2020,"2,775,047"
FL,65_plus,4/8/2020,"3,413,753"
NJ,35_44,4/2/2020,"3,165,818"
NJ,18_24,3/3/2020,"1,678,301"
SC,45_54,2/8/2020,"2,343,611"
PA,25_34,3/2/2020,"4,881,010"
IL,35_44,3/1/2020,"7,418,285"
IL,35_44,3/8/2020,"7,404,264"
MN,55_64,2/6/2020,"1,348,796"
WI,45_54,6/23/2020,"2,069,996"
MO,35_44,4/25/2020,"2,603,888"
IL,35_44,6/11/2020,"6,146,107"
IL,55_64,5/16/2020,"2,837,683"
MO,55_64,4/30/2020,"1,517,076"
IL,65_plus,2/10/2020,"1,741,172"
IL,65_plus,5/25/2020,"1,045,364"
IL,45_54,5/14/2020,"4,102,403"
IL,25_34,5/14/2020,"3,889,877"
SC,35_44,8/15/2020,"2,672,016"
SC,45_54,5/23/2020,"2,431,033"
SC,18_24,6/10/2020,"932,189"
OR,65_plus,6/26/2020,"783,018"
OR,45_54,3/28/2020,"1,132,109"
SD,45_54,8/1/2020,"433,001"
SD,65_plus,6/23/2020,"133,165"
SD,35_44,8/4/2020,"498,463"
OH,55_64,5/27/2020,"3,051,897"
CT,55_64,6/8/2020,"1,064,721"
RI,18_24,5/25/2020,"179,910"
CT,25_34,3/10/2020,"1,323,534"
CT,25_34,8/3/2020,"1,148,258"
RI,18_24,5/24/2020,"196,248"
CT,55_64,5/7/2020,"1,010,095"
MN,55_64,7/30/2020,"1,286,074"
WI,18_24,7/10/2020,"982,447"
IA,65_plus,5/22/2020,"442,047"
IA,25_34,4/30/2020,"1,021,485"
NE,25_34,6/12/2020,"785,114"
KS,65_plus,7/6/2020,"346,162"
NE,25_34,4/10/2020,"626,855"
MO,35_44,7/26/2020,"2,807,692"
MO,18_24,8/1/2020,"1,198,846"
MO,45_54,8/1/2020,"2,669,421"
NY,45_54,4/18/2020,"6,642,056"
NY,25_34,4/18/2020,"6,671,216"
MI,25_34,3/20/2020,"3,059,409"
DC,25_34,6/16/2020,"378,305"
DC,35_44,3/20/2020,"361,084"
DC,18_24,3/4/2020,"317,073"
DC,65_plus,8/9/2020,"40,293"
MD,35_44,2/28/2020,"3,410,034"
DC,18_24,7/22/2020,"139,408"
CA,55_64,5/3/2020,"7,528,145"
ME,45_54,6/25/2020,"653,325"
ME,35_44,6/8/2020,"542,725"
ME,65_plus,3/16/2020,"228,482"
ME,18_24,6/6/2020,"190,711"
ME,18_24,6/24/2020,"181,967"
IN,25_34,5/20/2020,"2,231,252"
IL,55_64,8/19/2020,"3,355,290"
OH,65_plus,8/5/2020,"1,635,286"
NC,65_plus,3/15/2020,"1,109,141"
MN,45_54,4/8/2020,"1,457,234"
SD,65_plus,7/4/2020,"118,114"
HI,18_24,6/3/2020,"358,582"
MI,65_plus,7/18/2020,"1,248,129"
MT,45_54,6/5/2020,"463,084"
MS,65_plus,4/13/2020,"319,608"
MS,65_plus,6/23/2020,"393,616"
MS,65_plus,6/22/2020,"356,383"
MA,18_24,5/7/2020,"1,028,306"
MA,25_34,3/26/2020,"2,032,504"
LA,65_plus,8/12/2020,"554,905"
LA,35_44,4/12/2020,"1,404,176"
MI,35_44,8/1/2020,"4,738,060"
NE,65_plus,7/15/2020,"233,618"
SC,25_34,5/17/2020,"1,978,335"
WI,55_64,4/18/2020,"1,108,845"
NJ,65_plus,6/27/2020,"1,069,319"
CT,55_64,4/23/2020,"924,241"
AR,45_54,2/14/2020,"1,561,409"
NJ,55_64,7/6/2020,"2,336,030"
NJ,55_64,6/17/2020,"2,529,075"
NJ,18_24,8/4/2020,"1,245,203"
NJ,18_24,7/9/2020,"1,604,272"
NJ,25_34,6/12/2020,"3,282,055"
MI,35_44,4/11/2020,"3,355,557"
MI,18_24,6/2/2020,"1,567,619"
AL,55_64,7/28/2020,"1,212,651"
MS,18_24,8/17/2020,"631,497"
MN,18_24,3/28/2020,"583,819"
AZ,45_54,4/17/2020,"2,306,467"
LA,18_24,2/6/2020,"950,254"
LA,65_plus,3/17/2020,"572,382"
VT,25_34,2/17/2020,"316,844"
KY,45_54,6/7/2020,"1,730,637"
KY,18_24,7/19/2020,"735,724"
KY,65_plus,6/14/2020,"469,117"
KY,45_54,5/22/2020,"2,031,531"
WV,18_24,8/15/2020,"311,631"
RI,45_54,6/4/2020,"481,944"
RI,65_plus,6/2/2020,"169,528"
NC,45_54,5/1/2020,"4,036,971"
MD,55_64,3/29/2020,"1,000,827"
MD,35_44,7/8/2020,"2,859,341"
DC,18_24,7/17/2020,"163,059"
AL,25_34,4/1/2020,"1,418,603"
WI,35_44,7/3/2020,"3,112,600"
SC,55_64,3/15/2020,"1,339,178"
TN,35_44,6/4/2020,"3,590,519"
MA,35_44,2/19/2020,"3,361,117"
AL,65_plus,7/7/2020,"712,035"
NV,35_44,3/13/2020,"2,425,981"
IN,35_44,7/6/2020,"2,994,567"
IN,25_34,3/10/2020,"2,375,555"
NV,45_54,2/17/2020,"1,911,352"
NV,35_44,4/19/2020,"1,071,821"
MI,55_64,4/12/2020,"1,336,830"
DE,45_54,7/19/2020,"421,603"
NC,18_24,7/7/2020,"1,686,138"
NC,45_54,3/16/2020,"4,013,995"
NC,18_24,3/24/2020,"1,285,183"
NC,65_plus,4/26/2020,"957,704"
IA,55_64,5/3/2020,"574,205"
ID,35_44,3/7/2020,"859,082"
ID,18_24,5/6/2020,"200,588"
VA,35_44,5/13/2020,"3,669,127"
OR,35_44,7/17/2020,"2,042,650"
WI,18_24,3/20/2020,"762,302"
WI,55_64,3/31/2020,"1,027,225"
OK,65_plus,2/6/2020,"451,041"
WY,45_54,2/14/2020,"273,562"
ND,25_34,4/8/2020,"223,436"
AZ,25_34,5/29/2020,"2,619,156"
MS,55_64,7/8/2020,"733,217"
KS,45_54,4/15/2020,"1,014,162"
WV,45_54,7/28/2020,"755,908"
AZ,55_64,6/10/2020,"1,725,041"
NC,35_44,6/28/2020,"4,330,152"
UT,65_plus,5/3/2020,"223,599"
NH,18_24,7/22/2020,"224,129"
VT,65_plus,4/5/2020,"57,976"
VT,25_34,2/2/2020,"295,318"
AL,45_54,2/28/2020,"2,637,615"
MA,45_54,3/22/2020,"2,146,814"
NM,55_64,3/10/2020,"523,962"
AK,65_plus,7/1/2020,"108,120"
AK,45_54,6/26/2020,"359,421"
ID,55_64,6/9/2020,"344,054"
SD,35_44,6/30/2020,"473,211"
NM,25_34,4/2/2020,"616,796"
WY,35_44,5/8/2020,"300,562"
NM,35_44,7/12/2020,"889,564"
RI,55_64,5/17/2020,"255,755"
RI,55_64,5/19/2020,"307,152"
AK,45_54,6/10/2020,"339,155"
OK,35_44,4/11/2020,"1,705,899"
NM,35_44,3/19/2020,"996,541"
NM,55_64,8/2/2020,"378,853"
WV,25_34,3/22/2020,"444,799"
DE,35_44,6/18/2020,"512,506"
NM,65_plus,8/9/2020,"215,936"
NM,65_plus,7/9/2020,"280,544"
HI,55_64,7/3/2020,"474,308"
HI,35_44,4/13/2020,"636,111"
RI,55_64,5/15/2020,"315,044"
HI,65_plus,6/22/2020,"293,571"
VT,65_plus,4/13/2020,"67,085"
GA,65_plus,2/22/2020,"1,503,824"
OH,35_44,2/12/2020,"5,730,143"
MT,18_24,6/14/2020,"159,102"
TN,65_plus,3/22/2020,"574,392"
IL,55_64,3/7/2020,"3,881,352"
CO,18_24,7/2/2020,"1,067,769"
WI,18_24,6/23/2020,"904,784"
OR,55_64,7/4/2020,"945,716"
MO,18_24,2/8/2020,"1,345,593"
MO,35_44,7/16/2020,"3,050,343"
MO,65_plus,7/15/2020,"781,459"
ME,35_44,6/24/2020,"564,163"
WI,45_54,5/15/2020,"2,176,598"
KS,55_64,4/26/2020,"486,715"
MT,25_34,7/10/2020,"459,663"
MS,55_64,4/3/2020,"771,971"
MA,55_64,3/28/2020,"1,463,483"
IA,55_64,3/21/2020,"560,176"
MI,35_44,4/26/2020,"3,317,122"
NJ,55_64,7/9/2020,"2,548,705"
NV,45_54,5/2/2020,"1,021,271"
KY,55_64,3/30/2020,"961,154"
NC,35_44,6/13/2020,"5,306,089"
MD,55_64,3/22/2020,"1,107,365"
AR,18_24,7/23/2020,"511,488"
IN,25_34,3/9/2020,"2,391,658"
RI,55_64,5/7/2020,"301,889"
AL,35_44,7/9/2020,"2,595,234"
AL,35_44,7/2/2020,"2,813,103"
MD,55_64,5/13/2020,"1,366,050"
SC,65_plus,5/4/2020,"821,549"
IN,45_54,6/24/2020,"2,565,520"
NV,45_54,2/18/2020,"1,742,152"
AR,18_24,6/17/2020,"538,097"
AR,45_54,5/10/2020,"1,154,019"
IA,25_34,5/28/2020,"1,060,284"
UT,65_plus,3/20/2020,"272,147"
UT,65_plus,4/5/2020,"158,802"
WI,18_24,3/9/2020,"949,337"
WV,55_64,2/21/2020,"542,776"
NM,55_64,2/21/2020,"540,096"
WI,25_34,5/18/2020,"1,657,786"
KS,45_54,4/14/2020,"943,906"
AZ,35_44,4/20/2020,"2,504,211"
AZ,35_44,3/26/2020,"2,673,006"
IA,18_24,7/23/2020,"552,500"
IA,18_24,5/7/2020,"476,017"
UT,18_24,4/21/2020,"431,012"
VT,45_54,7/25/2020,"337,717"
VT,18_24,5/9/2020,"89,302"
AL,65_plus,5/3/2020,"472,815"
WY,55_64,6/14/2020,"146,894"
NH,25_34,2/21/2020,"527,707"
ME,45_54,6/2/2020,"591,715"
AL,25_34,5/17/2020,"1,597,272"
NE,35_44,2/15/2020,"1,160,924"
NM,25_34,2/18/2020,"788,671"
NH,55_64,3/19/2020,"335,864"
WY,45_54,5/7/2020,"221,216"
WY,45_54,5/18/2020,"240,754"
ME,35_44,5/25/2020,"473,776"
ME,65_plus,3/28/2020,"156,405"
UT,55_64,3/29/2020,"308,625"
UT,55_64,3/28/2020,"397,941"
SD,25_34,7/23/2020,"377,990"
UT,18_24,3/28/2020,"442,229"
WV,65_plus,7/14/2020,"355,444"
HI,45_54,5/31/2020,"635,417"
VT,45_54,5/22/2020,"306,892"
AR,45_54,6/26/2020,"1,384,183"
AZ,25_34,2/27/2020,"3,207,596"
NC,55_64,5/18/2020,"2,291,618"
NC,65_plus,2/13/2020,"1,684,275"
NV,35_44,3/30/2020,"1,162,291"
FL,25_34,7/17/2020,"7,957,482"
FL,45_54,7/22/2020,"7,552,767"
CA,55_64,8/6/2020,"9,340,219"
AL,18_24,8/21/2020,"987,846"
AL,45_54,8/4/2020,"2,099,433"
AL,65_plus,8/15/2020,"598,233"
PA,55_64,5/10/2020,"2,806,705"
OH,25_34,7/31/2020,"4,378,374"
PA,35_44,4/2/2020,"4,499,772"
PA,25_34,7/28/2020,"4,299,452"
PA,35_44,8/8/2020,"6,254,715"
AR,25_34,6/11/2020,"1,081,067"
FL,45_54,4/29/2020,"6,766,977"
FL,18_24,8/2/2020,"3,010,655"
NC,25_34,6/17/2020,"3,539,611"
NY,45_54,5/4/2020,"7,333,259"
NY,25_34,5/27/2020,"7,750,801"
TX,45_54,7/10/2020,"9,738,504"
WA,45_54,4/15/2020,"2,169,618"
WA,25_34,7/22/2020,"2,555,834"
WA,35_44,7/4/2020,"3,206,140"
WA,55_64,3/13/2020,"1,792,339"
WA,65_plus,4/14/2020,"990,667"
CA,18_24,6/9/2020,"6,072,104"
CA,55_64,2/28/2020,"11,961,577"
CA,55_64,8/14/2020,"9,462,359"
CA,35_44,3/2/2020,"22,171,522"
CA,18_24,5/16/2020,"6,702,237"
CA,25_34,3/12/2020,"19,499,219"
CA,55_64,8/16/2020,"8,234,422"
NH,25_34,8/21/2020,"578,735"
NH,45_54,2/18/2020,"618,240"
NH,55_64,8/18/2020,"445,333"
NH,45_54,2/28/2020,"666,900"
NH,45_54,7/28/2020,"618,093"
TX,18_24,3/14/2020,"5,871,784"
IL,45_54,7/25/2020,"4,969,167"
IL,18_24,7/25/2020,"2,465,200"
IL,65_plus,8/17/2020,"1,579,301"
FL,45_54,4/3/2020,"6,799,070"
NM,35_44,3/12/2020,"1,245,660"
GA,45_54,7/26/2020,"3,621,100"
GA,45_54,8/11/2020,"4,070,991"
GA,35_44,2/24/2020,"5,472,029"
GA,25_34,3/3/2020,"4,348,111"
ND,45_54,3/28/2020,"227,699"
IL,18_24,7/29/2020,"2,180,587"
MD,45_54,2/15/2020,"2,837,567"
MD,65_plus,3/3/2020,"912,703"
KS,65_plus,2/29/2020,"432,411"
NJ,18_24,2/2/2020,"1,820,588"
NJ,55_64,2/11/2020,"2,709,557"
CO,35_44,4/7/2020,"1,981,267"
CO,35_44,7/24/2020,"2,777,117"
OH,35_44,5/19/2020,"4,851,720"
OH,25_34,6/13/2020,"4,984,958"
OH,18_24,2/17/2020,"2,384,033"
OH,25_34,2/3/2020,"4,269,120"
SD,35_44,5/17/2020,"390,046"
MT,25_34,2/17/2020,"332,089"
MT,35_44,2/19/2020,"472,100"
MT,55_64,7/12/2020,"279,481"
SD,65_plus,3/18/2020,"98,257"
TN,25_34,2/29/2020,"3,279,541"
TN,35_44,2/15/2020,"4,455,571"
VA,25_34,3/3/2020,"3,635,753"
VA,18_24,4/24/2020,"1,259,699"
OK,25_34,7/9/2020,"1,502,575"
OK,55_64,6/18/2020,"985,732"
OK,35_44,6/17/2020,"2,218,497"
OK,65_plus,4/23/2020,"419,038"
OK,55_64,4/27/2020,"811,418"
OK,35_44,6/4/2020,"2,211,815"
CO,45_54,5/7/2020,"1,778,379"
CO,35_44,2/29/2020,"3,321,574"
MI,25_34,2/16/2020,"3,736,825"
NJ,35_44,4/15/2020,"3,297,303"
VA,55_64,8/21/2020,"2,259,112"
VA,25_34,5/24/2020,"3,046,837"
SC,25_34,2/18/2020,"1,869,111"
SC,65_plus,3/20/2020,"914,842"
IN,45_54,2/26/2020,"2,461,852"
IN,65_plus,2/7/2020,"902,692"
PA,35_44,2/26/2020,"6,159,289"
PA,35_44,8/11/2020,"5,767,547"
MN,35_44,2/3/2020,"2,382,232"
MN,35_44,3/25/2020,"1,945,706"
PA,18_24,2/29/2020,"3,036,036"
WI,25_34,6/25/2020,"2,090,647"
IL,18_24,5/13/2020,"1,841,132"
IL,55_64,4/28/2020,"2,773,187"
TN,18_24,7/19/2020,"1,149,448"
IL,55_64,3/31/2020,"2,555,875"
IL,55_64,4/29/2020,"2,541,026"
MO,18_24,7/1/2020,"1,095,223"
IL,25_34,3/29/2020,"3,574,939"
IL,25_34,5/31/2020,"4,562,347"
OR,55_64,5/14/2020,"893,995"
OR,25_34,4/10/2020,"1,305,038"
OR,18_24,6/17/2020,"634,681"
OR,25_34,5/6/2020,"1,261,965"
OR,35_44,5/2/2020,"1,639,514"
OR,65_plus,5/2/2020,"501,228"
TN,55_64,5/18/2020,"1,655,069"
TN,25_34,5/13/2020,"2,230,463"
KY,18_24,5/13/2020,"636,540"
SD,55_64,3/29/2020,"126,242"
SD,25_34,2/6/2020,"312,821"
SD,25_34,2/8/2020,"382,202"
OH,55_64,3/6/2020,"3,238,341"
OR,35_44,3/23/2020,"1,554,167"
OR,45_54,4/7/2020,"1,242,926"
NE,25_34,8/17/2020,"705,855"
NE,18_24,3/29/2020,"306,885"
NE,35_44,5/16/2020,"923,347"
MN,45_54,7/25/2020,"1,831,884"
NE,45_54,4/25/2020,"699,313"
NE,18_24,6/14/2020,"372,131"
NE,35_44,6/22/2020,"888,358"
MN,25_34,4/28/2020,"1,501,330"
NE,45_54,4/2/2020,"609,639"
MO,55_64,3/5/2020,"1,781,534"
TN,35_44,4/3/2020,"3,232,889"
OK,35_44,2/10/2020,"2,080,799"
NC,35_44,5/9/2020,"4,783,408"
DC,35_44,6/10/2020,"302,309"
ME,18_24,6/9/2020,"168,343"
ME,45_54,6/30/2020,"600,941"
IN,45_54,4/13/2020,"1,944,773"
IN,45_54,6/8/2020,"2,521,918"
OH,65_plus,4/4/2020,"1,039,710"
MO,35_44,3/30/2020,"2,471,859"
MO,35_44,4/2/2020,"2,550,282"
MN,45_54,8/2/2020,"1,693,177"
MN,45_54,4/7/2020,"1,475,223"
OH,65_plus,5/6/2020,"1,457,026"
OH,55_64,6/3/2020,"2,968,758"
KS,55_64,4/19/2020,"459,414"
SD,35_44,4/9/2020,"325,374"
SD,65_plus,7/3/2020,"119,768"
SD,25_34,3/11/2020,"317,219"
HI,18_24,8/10/2020,"346,525"
HI,45_54,8/16/2020,"625,329"
MI,65_plus,7/11/2020,"1,418,005"
MI,65_plus,7/29/2020,"1,564,357"
TN,25_34,4/24/2020,"2,176,833"
MS,25_34,8/20/2020,"1,030,814"
MS,45_54,5/19/2020,"1,398,342"
MS,45_54,6/24/2020,"1,344,177"
MS,55_64,2/5/2020,"724,732"
MS,55_64,2/4/2020,"792,783"
MA,45_54,7/9/2020,"2,762,356"
MA,25_34,3/18/2020,"2,351,406"
MA,55_64,5/22/2020,"1,864,300"
LA,65_plus,4/26/2020,"355,404"
LA,65_plus,4/10/2020,"417,842"
LA,65_plus,8/9/2020,"348,385"
LA,25_34,4/6/2020,"1,420,566"
LA,55_64,5/1/2020,"1,211,570"
MS,55_64,2/17/2020,"745,264"
MI,18_24,6/27/2020,"1,919,363"
NH,65_plus,7/25/2020,"236,786"
NE,18_24,8/1/2020,"405,725"
NE,45_54,7/30/2020,"744,681"
SC,65_plus,3/14/2020,"977,556"
NC,35_44,2/4/2020,"5,072,081"
NJ,45_54,8/2/2020,"3,330,389"
NJ,55_64,5/4/2020,"2,220,455"
