dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,t
12/03/2020,1,1,2020,333.0,7.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.1939890710382
12/03/2020,1,1,2020,151.0,0.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.1939890710382
12/03/2020,1,1,2020,64.0,3.0,Corse,REG-94,REG-94,0,2020.1939890710382
13/03/2020,1,1,2020,272.0,5.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.1967213114754
13/03/2020,1,1,2020,97.0,1.0,Normandie,REG-28,REG-28,0,2020.1967213114754
13/03/2020,1,1,2020,368.0,26.0,Hauts-de-France,REG-32,REG-32,0,2020.1967213114754
13/03/2020,1,1,2020,910.0,21.0,Grand Est,REG-44,REG-44,0,2020.1967213114754
13/03/2020,1,1,2020,157.0,3.0,Bretagne,REG-53,REG-53,0,2020.1967213114754
13/03/2020,1,1,2020,211.0,0.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.1967213114754
13/03/2020,1,1,2020,85.0,5.0,Corse,REG-94,REG-94,0,2020.1967213114754
14/03/2020,1,1,2020,7.0,0.0,Guyane,REG-03,REG-03,0,2020.1994535519125
14/03/2020,1,1,2020,340.0,6.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.1994535519125
14/03/2020,1,1,2020,127.0,1.0,Normandie,REG-28,REG-28,0,2020.1994535519125
14/03/2020,1,1,2020,463.0,29.0,Hauts-de-France,REG-32,REG-32,0,2020.1994535519125
14/03/2020,1,1,2020,1085.0,24.0,Grand Est,REG-44,REG-44,0,2020.1994535519125
14/03/2020,1,1,2020,178.0,3.0,Bretagne,REG-53,REG-53,0,2020.1994535519125
14/03/2020,1,1,2020,449.0,12.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.1994535519125
14/03/2020,1,1,2020,106.0,5.0,Corse,REG-94,REG-94,0,2020.1994535519125
15/03/2020,1,1,2020,11.0,0.0,Guyane,REG-03,REG-03,0,2020.2021857923498
15/03/2020,1,1,2020,412.0,6.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.2021857923498
15/03/2020,1,1,2020,143.0,1.0,Normandie,REG-28,REG-28,0,2020.2021857923498
15/03/2020,1,1,2020,1378.0,45.0,Grand Est,REG-44,REG-44,0,2020.2021857923498
15/03/2020,1,1,2020,195.0,3.0,Bretagne,REG-53,REG-53,0,2020.2021857923498
15/03/2020,1,1,2020,152.0,2.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.2021857923498
15/03/2020,1,1,2020,254.0,1.0,Occitanie,REG-76,REG-76,0,2020.2021857923498
15/03/2020,1,1,2020,523.0,18.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.2021857923498
15/03/2020,1,1,2020,115.0,5.0,Corse,REG-94,REG-94,0,2020.2021857923498
16/03/2020,1,1,2020,507.0,6.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.204918032787
16/03/2020,1,1,2020,587.0,39.0,Hauts-de-France,REG-32,REG-32,0,2020.204918032787
16/03/2020,1,1,2020,1543.0,51.0,Grand Est,REG-44,REG-44,0,2020.204918032787
16/03/2020,1,1,2020,109.0,0.0,Pays de la Loire,REG-52,REG-52,0,2020.204918032787
16/03/2020,1,1,2020,213.0,3.0,Bretagne,REG-53,REG-53,0,2020.204918032787
16/03/2020,1,1,2020,179.0,2.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.204918032787
16/03/2020,1,1,2020,284.0,3.0,Occitanie,REG-76,REG-76,0,2020.204918032787
16/03/2020,1,1,2020,617.0,20.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.204918032787
16/03/2020,1,1,2020,126.0,7.0,Corse,REG-94,REG-94,0,2020.204918032787
17/03/2020,1,1,2020,103.0,1.0,Centre-Val de Loire,REG-24,REG-24,0,2020.207650273224
17/03/2020,1,1,2020,0.0,10.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.207650273224
17/03/2020,1,1,2020,613.0,46.0,Hauts-de-France,REG-32,REG-32,0,2020.207650273224
17/03/2020,1,1,2020,1820.0,61.0,Grand Est,REG-44,REG-44,0,2020.207650273224
17/03/2020,1,1,2020,0.0,1.0,Pays de la Loire,REG-52,REG-52,0,2020.207650273224
17/03/2020,1,1,2020,236.0,3.0,Bretagne,REG-53,REG-53,0,2020.207650273224
17/03/2020,1,1,2020,207.0,2.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.207650273224
17/03/2020,1,1,2020,313.0,5.0,Occitanie,REG-76,REG-76,0,2020.207650273224
17/03/2020,1,1,2020,706.0,24.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.207650273224
17/03/2020,1,1,2020,481.0,4.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.207650273224
18/03/2020,1,1,2020,0.0,0.0,Guadeloupe,REG-01,REG-01,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,1.0,Martinique,REG-02,REG-02,0,2020.2103825136612
18/03/2020,1,1,2020,15.0,0.0,Guyane,REG-03,REG-03,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,36.0,Île-de-France,REG-11,REG-11,0,2020.2103825136612
18/03/2020,1,1,2020,128.0,1.0,Centre-Val de Loire,REG-24,REG-24,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,20.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.2103825136612
18/03/2020,1,1,2020,208.0,3.0,Normandie,REG-28,REG-28,0,2020.2103825136612
18/03/2020,1,1,2020,668.0,55.0,Hauts-de-France,REG-32,REG-32,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,120.0,Grand Est,REG-44,REG-44,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,1.0,Pays de la Loire,REG-52,REG-52,0,2020.2103825136612
18/03/2020,1,1,2020,252.0,7.0,Bretagne,REG-53,REG-53,0,2020.2103825136612
18/03/2020,1,1,2020,242.0,2.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.2103825136612
18/03/2020,1,1,2020,389.0,10.0,Occitanie,REG-76,REG-76,0,2020.2103825136612
18/03/2020,1,1,2020,858.0,27.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.2103825136612
18/03/2020,1,1,2020,566.0,7.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.2103825136612
18/03/2020,1,1,2020,0.0,0.0,Corse,REG-94,REG-94,0,2020.2103825136612
19/03/2020,1,1,2020,0.0,0.0,Guadeloupe,REG-01,REG-01,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,1.0,Martinique,REG-02,REG-02,0,2020.2131147540983
19/03/2020,1,1,2020,15.0,0.0,Guyane,REG-03,REG-03,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,56.0,Île-de-France,REG-11,REG-11,0,2020.2131147540983
19/03/2020,1,1,2020,157.0,1.0,Centre-Val de Loire,REG-24,REG-24,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,23.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.2131147540983
19/03/2020,1,1,2020,241.0,5.0,Normandie,REG-28,REG-28,0,2020.2131147540983
19/03/2020,1,1,2020,719.0,69.0,Hauts-de-France,REG-32,REG-32,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,93.0,Grand Est,REG-44,REG-44,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,3.0,Pays de la Loire,REG-52,REG-52,0,2020.2131147540983
19/03/2020,1,1,2020,268.0,10.0,Bretagne,REG-53,REG-53,0,2020.2131147540983
19/03/2020,1,1,2020,305.0,3.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.2131147540983
19/03/2020,1,1,2020,472.0,17.0,Occitanie,REG-76,REG-76,0,2020.2131147540983
19/03/2020,1,1,2020,1014.0,39.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.2131147540983
19/03/2020,1,1,2020,690.0,9.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.2131147540983
19/03/2020,1,1,2020,0.0,1.0,Corse,REG-94,REG-94,0,2020.2131147540983
20/03/2020,1,1,2020,51.0,1.0,Guadeloupe,REG-01,REG-01,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,1.0,Martinique,REG-02,REG-02,0,2020.2158469945355
20/03/2020,1,1,2020,18.0,0.0,Guyane,REG-03,REG-03,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,99.0,Île-de-France,REG-11,REG-11,0,2020.2158469945355
20/03/2020,1,1,2020,219.0,1.0,Centre-Val de Loire,REG-24,REG-24,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,28.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.2158469945355
20/03/2020,1,1,2020,287.0,7.0,Normandie,REG-28,REG-28,0,2020.2158469945355
20/03/2020,1,1,2020,740.0,81.0,Hauts-de-France,REG-32,REG-32,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,105.0,Grand Est,REG-44,REG-44,0,2020.2158469945355
20/03/2020,1,1,2020,161.0,3.0,Pays de la Loire,REG-52,REG-52,0,2020.2158469945355
20/03/2020,1,1,2020,306.0,12.0,Bretagne,REG-53,REG-53,0,2020.2158469945355
20/03/2020,1,1,2020,406.0,3.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.2158469945355
20/03/2020,1,1,2020,520.0,23.0,Occitanie,REG-76,REG-76,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,33.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.2158469945355
20/03/2020,1,1,2020,755.0,11.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.2158469945355
20/03/2020,1,1,2020,0.0,3.0,Corse,REG-94,REG-94,0,2020.2158469945355
21/03/2020,1,1,2020,56.0,0.0,Guadeloupe,REG-01,REG-01,0,2020.2185792349726
21/03/2020,1,1,2020,37.0,0.0,Martinique,REG-02,REG-02,0,2020.2185792349726
21/03/2020,1,1,2020,19.0,0.0,Guyane,REG-03,REG-03,0,2020.2185792349726
21/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.2185792349726
21/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.2185792349726
21/03/2020,1,1,2020,0.0,122.0,Île-de-France,REG-11,REG-11,0,2020.2185792349726
21/03/2020,1,1,2020,254.0,2.0,Centre-Val de Loire,REG-24,REG-24,0,2020.2185792349726
21/03/2020,1,1,2020,0.0,36.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.2185792349726
21/03/2020,1,1,2020,345.0,7.0,Normandie,REG-28,REG-28,0,2020.2185792349726
21/03/2020,1,1,2020,856.0,91.0,Hauts-de-France,REG-32,REG-32,0,2020.2185792349726
21/03/2020,1,1,2020,0.0,230.0,Grand Est,REG-44,REG-44,0,2020.2185792349726
21/03/2020,1,1,2020,0.0,3.0,Pays de la Loire,REG-52,REG-52,0,2020.2185792349726
21/03/2020,1,1,2020,359.0,15.0,Bretagne,REG-53,REG-53,0,2020.2185792349726
21/03/2020,1,1,2020,501.0,7.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.2185792349726
21/03/2020,1,1,2020,611.0,27.0,Occitanie,REG-76,REG-76,0,2020.2185792349726
21/03/2020,1,1,2020,1266.0,57.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.2185792349726
21/03/2020,1,1,2020,1041.0,13.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.2185792349726
21/03/2020,1,1,2020,0.0,4.0,Corse,REG-94,REG-94,0,2020.2185792349726
22/03/2020,1,1,2020,58.0,0.0,Guadeloupe,REG-01,REG-01,0,2020.22131147541
22/03/2020,1,1,2020,44.0,0.0,Martinique,REG-02,REG-02,0,2020.22131147541
22/03/2020,1,1,2020,20.0,0.0,Guyane,REG-03,REG-03,0,2020.22131147541
22/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.22131147541
22/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.22131147541
22/03/2020,1,1,2020,0.0,140.0,Île-de-France,REG-11,REG-11,0,2020.22131147541
22/03/2020,1,1,2020,291.0,2.0,Centre-Val de Loire,REG-24,REG-24,0,2020.22131147541
22/03/2020,1,1,2020,0.0,51.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.22131147541
22/03/2020,1,1,2020,462.0,9.0,Normandie,REG-28,REG-28,0,2020.22131147541
22/03/2020,1,1,2020,943.0,97.0,Hauts-de-France,REG-32,REG-32,0,2020.22131147541
22/03/2020,1,1,2020,0.0,252.0,Grand Est,REG-44,REG-44,0,2020.22131147541
22/03/2020,1,1,2020,0.0,4.0,Pays de la Loire,REG-52,REG-52,0,2020.22131147541
22/03/2020,1,1,2020,446.0,17.0,Bretagne,REG-53,REG-53,0,2020.22131147541
22/03/2020,1,1,2020,593.0,8.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.22131147541
22/03/2020,1,1,2020,671.0,30.0,Occitanie,REG-76,REG-76,0,2020.22131147541
22/03/2020,1,1,2020,1431.0,72.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.22131147541
22/03/2020,1,1,2020,1316.0,15.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.22131147541
22/03/2020,1,1,2020,0.0,6.0,Corse,REG-94,REG-94,0,2020.22131147541
23/03/2020,1,1,2020,62.0,0.0,Guadeloupe,REG-01,REG-01,0,2020.224043715847
23/03/2020,1,1,2020,53.0,0.0,Martinique,REG-02,REG-02,0,2020.224043715847
23/03/2020,1,1,2020,23.0,0.0,Guyane,REG-03,REG-03,0,2020.224043715847
23/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.224043715847
23/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.224043715847
23/03/2020,1,1,2020,0.0,193.0,Île-de-France,REG-11,REG-11,0,2020.224043715847
23/03/2020,1,1,2020,361.0,8.0,Centre-Val de Loire,REG-24,REG-24,0,2020.224043715847
23/03/2020,1,1,2020,0.0,62.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.224043715847
23/03/2020,1,1,2020,511.0,10.0,Normandie,REG-28,REG-28,0,2020.224043715847
23/03/2020,1,1,2020,1287.0,108.0,Hauts-de-France,REG-32,REG-32,0,2020.224043715847
23/03/2020,1,1,2020,0.0,335.0,Grand Est,REG-44,REG-44,0,2020.224043715847
23/03/2020,1,1,2020,293.0,10.0,Pays de la Loire,REG-52,REG-52,0,2020.224043715847
23/03/2020,1,1,2020,490.0,22.0,Bretagne,REG-53,REG-53,0,2020.224043715847
23/03/2020,1,1,2020,656.0,13.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.224043715847
23/03/2020,1,1,2020,781.0,32.0,Occitanie,REG-76,REG-76,0,2020.224043715847
23/03/2020,1,1,2020,1738.0,85.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.224043715847
23/03/2020,1,1,2020,1510.0,20.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.224043715847
23/03/2020,1,1,2020,203.0,11.0,Corse,REG-94,REG-94,0,2020.224043715847
24/03/2020,1,1,2020,73.0,1.0,Guadeloupe,REG-01,REG-01,0,2020.2267759562842
24/03/2020,1,1,2020,57.0,0.0,Martinique,REG-02,REG-02,0,2020.2267759562842
24/03/2020,1,1,2020,27.0,0.0,Guyane,REG-03,REG-03,0,2020.2267759562842
24/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.2267759562842
24/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.2267759562842
24/03/2020,1,1,2020,0.0,262.0,Île-de-France,REG-11,REG-11,0,2020.2267759562842
24/03/2020,1,1,2020,450.0,8.0,Centre-Val de Loire,REG-24,REG-24,0,2020.2267759562842
24/03/2020,1,1,2020,0.0,86.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.2267759562842
24/03/2020,1,1,2020,586.0,16.0,Normandie,REG-28,REG-28,0,2020.2267759562842
24/03/2020,1,1,2020,1532.0,123.0,Hauts-de-France,REG-32,REG-32,0,2020.2267759562842
24/03/2020,1,1,2020,0.0,407.0,Grand Est,REG-44,REG-44,0,2020.2267759562842
24/03/2020,1,1,2020,343.0,14.0,Pays de la Loire,REG-52,REG-52,0,2020.2267759562842
24/03/2020,1,1,2020,526.0,25.0,Bretagne,REG-53,REG-53,0,2020.2267759562842
24/03/2020,1,1,2020,753.0,14.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.2267759562842
24/03/2020,1,1,2020,900.0,40.0,Occitanie,REG-76,REG-76,0,2020.2267759562842
24/03/2020,1,1,2020,1857.0,86.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.2267759562842
24/03/2020,1,1,2020,0.0,26.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.2267759562842
24/03/2020,1,1,2020,218.0,12.0,Corse,REG-94,REG-94,0,2020.2267759562842
25/03/2020,1,1,2020,76.0,1.0,Guadeloupe,REG-01,REG-01,0,2020.2295081967213
25/03/2020,1,1,2020,66.0,0.0,Martinique,REG-02,REG-02,0,2020.2295081967213
25/03/2020,1,1,2020,30.0,0.0,Guyane,REG-03,REG-03,0,2020.2295081967213
25/03/2020,1,1,2020,0.0,0.0,La Réunion,REG-04,REG-04,0,2020.2295081967213
25/03/2020,1,1,2020,0.0,0.0,Mayotte,REG-06,REG-06,0,2020.2295081967213
25/03/2020,1,1,2020,0.0,357.0,Île-de-France,REG-11,REG-11,0,2020.2295081967213
25/03/2020,1,1,2020,561.0,13.0,Centre-Val de Loire,REG-24,REG-24,0,2020.2295081967213
25/03/2020,1,1,2020,0.0,102.0,Bourgogne-Franche-Comté,REG-27,REG-27,0,2020.2295081967213
25/03/2020,1,1,2020,688.0,19.0,Normandie,REG-28,REG-28,0,2020.2295081967213
25/03/2020,1,1,2020,1753.0,137.0,Hauts-de-France,REG-32,REG-32,0,2020.2295081967213
25/03/2020,1,1,2020,0.0,506.0,Grand Est,REG-44,REG-44,0,2020.2295081967213
25/03/2020,1,1,2020,379.0,17.0,Pays de la Loire,REG-52,REG-52,0,2020.2295081967213
25/03/2020,1,1,2020,603.0,28.0,Bretagne,REG-53,REG-53,0,2020.2295081967213
25/03/2020,1,1,2020,875.0,25.0,Nouvelle-Aquitaine,REG-75,REG-75,0,2020.2295081967213
25/03/2020,1,1,2020,1082.0,45.0,Occitanie,REG-76,REG-76,0,2020.2295081967213
25/03/2020,1,1,2020,2093.0,104.0,Auvergne-Rhône-Alpes,REG-84,REG-84,0,2020.2295081967213
25/03/2020,1,1,2020,0.0,33.0,Provence-Alpes-Côte d'Azur,REG-93,REG-93,0,2020.2295081967213
25/03/2020,1,1,2020,233.0,15.0,Corse,REG-94,REG-94,0,2020.2295081967213
