dateRep,day,month,year,cases,deaths,geoId,continentExp,countryterritoryCode,popData2018,countriesAndTerritories
06/03/2020,1,1,2020,55.0,0.0,REG-44,Europe,REG-44,5525291,Grand Est
06/03/2020,1,1,2020,24.0,0.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
06/03/2020,1,1,2020,5.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
06/03/2020,1,1,2020,2.0,0.0,REG-94,Europe,REG-94,341554,Corse
07/03/2020,1,1,2020,14.0,0.0,REG-94,Europe,REG-94,341554,Corse
07/03/2020,1,1,2020,6.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
07/03/2020,1,1,2020,38.0,0.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
07/03/2020,1,1,2020,26.0,0.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
07/03/2020,1,1,2020,30.0,0.0,REG-11,Europe,REG-11,12244807,Île-de-France
07/03/2020,1,1,2020,8.0,1.0,REG-28,Europe,REG-28,3313340,Normandie
08/03/2020,1,1,2020,65.0,0.0,REG-11,Europe,REG-11,12244807,Île-de-France
08/03/2020,1,1,2020,6.0,0.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
08/03/2020,1,1,2020,12.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
08/03/2020,1,1,2020,181.0,3.0,REG-44,Europe,REG-44,5525291,Grand Est
08/03/2020,1,1,2020,21.0,1.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
08/03/2020,1,1,2020,15.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
09/03/2020,1,1,2020,36.0,2.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
09/03/2020,1,1,2020,19.0,1.0,REG-94,Europe,REG-94,341554,Corse
09/03/2020,1,1,2020,20.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
09/03/2020,1,1,2020,48.0,1.0,REG-44,Europe,REG-44,5525291,Grand Est
09/03/2020,1,1,2020,176.0,11.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
09/03/2020,1,1,2020,3.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
09/03/2020,1,1,2020,7.0,0.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
09/03/2020,1,1,2020,57.0,0.0,REG-11,Europe,REG-11,12244807,Île-de-France
10/03/2020,1,1,2020,0.0,3.0,REG-11,Europe,REG-11,12244807,Île-de-France
10/03/2020,1,1,2020,28.0,1.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
10/03/2020,1,1,2020,14.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
10/03/2020,1,1,2020,41.0,1.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
10/03/2020,1,1,2020,154.0,1.0,REG-44,Europe,REG-44,5525291,Grand Est
10/03/2020,1,1,2020,45.0,0.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
10/03/2020,1,1,2020,18.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
10/03/2020,1,1,2020,4.0,1.0,REG-94,Europe,REG-94,341554,Corse
11/03/2020,1,1,2020,9.0,1.0,REG-94,Europe,REG-94,341554,Corse
11/03/2020,1,1,2020,22.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
11/03/2020,1,1,2020,35.0,0.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
11/03/2020,1,1,2020,93.0,1.0,REG-53,Europe,REG-53,3333720,Bretagne
11/03/2020,1,1,2020,1.0,0.0,REG-03,Europe,REG-03,283539,Guyane
11/03/2020,1,1,2020,18.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
11/03/2020,1,1,2020,18.0,2.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
11/03/2020,1,1,2020,229.0,0.0,REG-11,Europe,REG-11,12244807,Île-de-France
11/03/2020,1,1,2020,123.0,4.0,REG-44,Europe,REG-44,5525291,Grand Est
12/03/2020,1,1,2020,71.0,4.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
12/03/2020,1,1,2020,13.0,0.0,REG-94,Europe,REG-94,341554,Corse
12/03/2020,1,1,2020,39.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
12/03/2020,1,1,2020,27.0,2.0,REG-53,Europe,REG-53,3333720,Bretagne
12/03/2020,1,1,2020,115.0,4.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
12/03/2020,1,1,2020,11.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
12/03/2020,1,1,2020,54.0,2.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
12/03/2020,1,1,2020,93.0,0.0,REG-11,Europe,REG-11,12244807,Île-de-France
13/03/2020,1,1,2020,53.0,0.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
13/03/2020,1,1,2020,29.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
13/03/2020,1,1,2020,31.0,6.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
13/03/2020,1,1,2020,323.0,12.0,REG-44,Europe,REG-44,5525291,Grand Est
13/03/2020,1,1,2020,37.0,0.0,REG-53,Europe,REG-53,3333720,Bretagne
13/03/2020,1,1,2020,60.0,0.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
13/03/2020,1,1,2020,21.0,2.0,REG-94,Europe,REG-94,341554,Corse
14/03/2020,1,1,2020,21.0,0.0,REG-94,Europe,REG-94,341554,Corse
14/03/2020,1,1,2020,116.0,5.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
14/03/2020,1,1,2020,21.0,0.0,REG-53,Europe,REG-53,3333720,Bretagne
14/03/2020,1,1,2020,175.0,3.0,REG-44,Europe,REG-44,5525291,Grand Est
14/03/2020,1,1,2020,1.0,0.0,REG-03,Europe,REG-03,283539,Guyane
14/03/2020,1,1,2020,30.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
14/03/2020,1,1,2020,68.0,1.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
14/03/2020,1,1,2020,95.0,3.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
15/03/2020,1,1,2020,152.0,2.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
15/03/2020,1,1,2020,9.0,0.0,REG-94,Europe,REG-94,341554,Corse
15/03/2020,1,1,2020,254.0,1.0,REG-76,Europe,REG-76,5899209,Occitanie
15/03/2020,1,1,2020,17.0,0.0,REG-53,Europe,REG-53,3333720,Bretagne
15/03/2020,1,1,2020,74.0,6.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
15/03/2020,1,1,2020,16.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
15/03/2020,1,1,2020,72.0,0.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
15/03/2020,1,1,2020,293.0,21.0,REG-44,Europe,REG-44,5525291,Grand Est
15/03/2020,1,1,2020,4.0,0.0,REG-03,Europe,REG-03,283539,Guyane
16/03/2020,1,1,2020,11.0,2.0,REG-94,Europe,REG-94,341554,Corse
16/03/2020,1,1,2020,94.0,2.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
16/03/2020,1,1,2020,30.0,2.0,REG-76,Europe,REG-76,5899209,Occitanie
16/03/2020,1,1,2020,27.0,0.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
16/03/2020,1,1,2020,18.0,0.0,REG-53,Europe,REG-53,3333720,Bretagne
16/03/2020,1,1,2020,109.0,0.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
16/03/2020,1,1,2020,165.0,6.0,REG-44,Europe,REG-44,5525291,Grand Est
16/03/2020,1,1,2020,124.0,10.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
16/03/2020,1,1,2020,95.0,0.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
17/03/2020,1,1,2020,270.0,4.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
17/03/2020,1,1,2020,89.0,4.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
17/03/2020,1,1,2020,29.0,2.0,REG-76,Europe,REG-76,5899209,Occitanie
17/03/2020,1,1,2020,28.0,0.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
17/03/2020,1,1,2020,23.0,0.0,REG-53,Europe,REG-53,3333720,Bretagne
17/03/2020,1,1,2020,26.0,7.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
17/03/2020,1,1,2020,277.0,10.0,REG-44,Europe,REG-44,5525291,Grand Est
17/03/2020,1,1,2020,0.0,4.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
17/03/2020,1,1,2020,103.0,1.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
17/03/2020,1,1,2020,0.0,1.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
18/03/2020,1,1,2020,0.0,59.0,REG-44,Europe,REG-44,5525291,Grand Est
18/03/2020,1,1,2020,85.0,3.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
18/03/2020,1,1,2020,0.0,0.0,REG-94,Europe,REG-94,341554,Corse
18/03/2020,1,1,2020,152.0,3.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
18/03/2020,1,1,2020,76.0,5.0,REG-76,Europe,REG-76,5899209,Occitanie
18/03/2020,1,1,2020,35.0,0.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
18/03/2020,1,1,2020,16.0,4.0,REG-53,Europe,REG-53,3333720,Bretagne
18/03/2020,1,1,2020,0.0,0.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
18/03/2020,1,1,2020,55.0,9.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
18/03/2020,1,1,2020,0.0,1.0,REG-02,Europe,REG-02,363484,Martinique
18/03/2020,1,1,2020,0.0,10.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
18/03/2020,1,1,2020,25.0,0.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
18/03/2020,1,1,2020,0.0,32.0,REG-11,Europe,REG-11,12244807,Île-de-France
18/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
18/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
18/03/2020,1,1,2020,4.0,0.0,REG-03,Europe,REG-03,283539,Guyane
18/03/2020,1,1,2020,0.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
18/03/2020,1,1,2020,65.0,2.0,REG-28,Europe,REG-28,3313340,Normandie
19/03/2020,1,1,2020,0.0,0.0,REG-94,Europe,REG-94,341554,Corse
19/03/2020,1,1,2020,124.0,2.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
19/03/2020,1,1,2020,156.0,12.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
19/03/2020,1,1,2020,83.0,7.0,REG-76,Europe,REG-76,5899209,Occitanie
19/03/2020,1,1,2020,63.0,1.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
19/03/2020,1,1,2020,16.0,3.0,REG-53,Europe,REG-53,3333720,Bretagne
19/03/2020,1,1,2020,0.0,2.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
19/03/2020,1,1,2020,51.0,14.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
19/03/2020,1,1,2020,0.0,0.0,REG-44,Europe,REG-44,5525291,Grand Est
19/03/2020,1,1,2020,0.0,3.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
19/03/2020,1,1,2020,0.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
19/03/2020,1,1,2020,0.0,0.0,REG-02,Europe,REG-02,363484,Martinique
19/03/2020,1,1,2020,0.0,0.0,REG-03,Europe,REG-03,283539,Guyane
19/03/2020,1,1,2020,33.0,2.0,REG-28,Europe,REG-28,3313340,Normandie
19/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
19/03/2020,1,1,2020,0.0,20.0,REG-11,Europe,REG-11,12244807,Île-de-France
19/03/2020,1,1,2020,29.0,0.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
19/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
20/03/2020,1,1,2020,0.0,0.0,REG-44,Europe,REG-44,5525291,Grand Est
20/03/2020,1,1,2020,65.0,2.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
20/03/2020,1,1,2020,0.0,0.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
20/03/2020,1,1,2020,48.0,6.0,REG-76,Europe,REG-76,5899209,Occitanie
20/03/2020,1,1,2020,101.0,0.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
20/03/2020,1,1,2020,38.0,2.0,REG-53,Europe,REG-53,3333720,Bretagne
20/03/2020,1,1,2020,52.0,0.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
20/03/2020,1,1,2020,21.0,12.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
20/03/2020,1,1,2020,0.0,0.0,REG-94,Europe,REG-94,341554,Corse
20/03/2020,1,1,2020,0.0,5.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
20/03/2020,1,1,2020,51.0,1.0,REG-01,Europe,REG-01,381294,Guadeloupe
20/03/2020,1,1,2020,0.0,0.0,REG-02,Europe,REG-02,363484,Martinique
20/03/2020,1,1,2020,3.0,0.0,REG-03,Europe,REG-03,283539,Guyane
20/03/2020,1,1,2020,46.0,2.0,REG-28,Europe,REG-28,3313340,Normandie
20/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
20/03/2020,1,1,2020,0.0,43.0,REG-11,Europe,REG-11,12244807,Île-de-France
20/03/2020,1,1,2020,62.0,0.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
20/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
21/03/2020,1,1,2020,116.0,10.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
21/03/2020,1,1,2020,286.0,2.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
21/03/2020,1,1,2020,252.0,18.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
21/03/2020,1,1,2020,91.0,4.0,REG-76,Europe,REG-76,5899209,Occitanie
21/03/2020,1,1,2020,95.0,4.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
21/03/2020,1,1,2020,53.0,3.0,REG-53,Europe,REG-53,3333720,Bretagne
21/03/2020,1,1,2020,0.0,0.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
21/03/2020,1,1,2020,0.0,110.0,REG-44,Europe,REG-44,5525291,Grand Est
21/03/2020,1,1,2020,0.0,0.0,REG-94,Europe,REG-94,341554,Corse
21/03/2020,1,1,2020,58.0,0.0,REG-28,Europe,REG-28,3313340,Normandie
21/03/2020,1,1,2020,35.0,1.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
21/03/2020,1,1,2020,0.0,23.0,REG-11,Europe,REG-11,12244807,Île-de-France
21/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
21/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
21/03/2020,1,1,2020,1.0,0.0,REG-03,Europe,REG-03,283539,Guyane
21/03/2020,1,1,2020,37.0,0.0,REG-02,Europe,REG-02,363484,Martinique
21/03/2020,1,1,2020,5.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
21/03/2020,1,1,2020,0.0,8.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
22/03/2020,1,1,2020,0.0,22.0,REG-44,Europe,REG-44,5525291,Grand Est
22/03/2020,1,1,2020,0.0,0.0,REG-94,Europe,REG-94,341554,Corse
22/03/2020,1,1,2020,275.0,2.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
22/03/2020,1,1,2020,60.0,3.0,REG-76,Europe,REG-76,5899209,Occitanie
22/03/2020,1,1,2020,92.0,1.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
22/03/2020,1,1,2020,87.0,2.0,REG-53,Europe,REG-53,3333720,Bretagne
22/03/2020,1,1,2020,0.0,1.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
22/03/2020,1,1,2020,87.0,6.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
22/03/2020,1,1,2020,165.0,15.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
22/03/2020,1,1,2020,0.0,15.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
22/03/2020,1,1,2020,2.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
22/03/2020,1,1,2020,7.0,0.0,REG-02,Europe,REG-02,363484,Martinique
22/03/2020,1,1,2020,1.0,0.0,REG-03,Europe,REG-03,283539,Guyane
22/03/2020,1,1,2020,117.0,2.0,REG-28,Europe,REG-28,3313340,Normandie
22/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
22/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
22/03/2020,1,1,2020,0.0,18.0,REG-11,Europe,REG-11,12244807,Île-de-France
22/03/2020,1,1,2020,37.0,0.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
23/03/2020,1,1,2020,77.0,4.0,REG-94,Europe,REG-94,341554,Corse
23/03/2020,1,1,2020,194.0,5.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
23/03/2020,1,1,2020,307.0,13.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
23/03/2020,1,1,2020,110.0,2.0,REG-76,Europe,REG-76,5899209,Occitanie
23/03/2020,1,1,2020,63.0,5.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
23/03/2020,1,1,2020,44.0,5.0,REG-53,Europe,REG-53,3333720,Bretagne
23/03/2020,1,1,2020,0.0,83.0,REG-44,Europe,REG-44,5525291,Grand Est
23/03/2020,1,1,2020,344.0,11.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
23/03/2020,1,1,2020,132.0,6.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
23/03/2020,1,1,2020,0.0,11.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
23/03/2020,1,1,2020,49.0,1.0,REG-28,Europe,REG-28,3313340,Normandie
23/03/2020,1,1,2020,9.0,0.0,REG-02,Europe,REG-02,363484,Martinique
23/03/2020,1,1,2020,3.0,0.0,REG-03,Europe,REG-03,283539,Guyane
23/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
23/03/2020,1,1,2020,4.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
23/03/2020,1,1,2020,0.0,53.0,REG-11,Europe,REG-11,12244807,Île-de-France
23/03/2020,1,1,2020,70.0,6.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
23/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
24/03/2020,1,1,2020,0.0,72.0,REG-44,Europe,REG-44,5525291,Grand Est
24/03/2020,1,1,2020,15.0,1.0,REG-94,Europe,REG-94,341554,Corse
24/03/2020,1,1,2020,0.0,6.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
24/03/2020,1,1,2020,119.0,1.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
24/03/2020,1,1,2020,119.0,8.0,REG-76,Europe,REG-76,5899209,Occitanie
24/03/2020,1,1,2020,97.0,1.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
24/03/2020,1,1,2020,36.0,3.0,REG-53,Europe,REG-53,3333720,Bretagne
24/03/2020,1,1,2020,50.0,4.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
24/03/2020,1,1,2020,245.0,15.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
24/03/2020,1,1,2020,4.0,0.0,REG-02,Europe,REG-02,363484,Martinique
24/03/2020,1,1,2020,0.0,24.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
24/03/2020,1,1,2020,89.0,0.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
24/03/2020,1,1,2020,0.0,69.0,REG-11,Europe,REG-11,12244807,Île-de-France
24/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
24/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
24/03/2020,1,1,2020,4.0,0.0,REG-03,Europe,REG-03,283539,Guyane
24/03/2020,1,1,2020,11.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
24/03/2020,1,1,2020,75.0,6.0,REG-28,Europe,REG-28,3313340,Normandie
25/03/2020,1,1,2020,0.0,99.0,REG-44,Europe,REG-44,5525291,Grand Est
25/03/2020,1,1,2020,0.0,7.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
25/03/2020,1,1,2020,236.0,18.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
25/03/2020,1,1,2020,182.0,5.0,REG-76,Europe,REG-76,5899209,Occitanie
25/03/2020,1,1,2020,122.0,11.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
25/03/2020,1,1,2020,77.0,3.0,REG-53,Europe,REG-53,3333720,Bretagne
25/03/2020,1,1,2020,15.0,3.0,REG-94,Europe,REG-94,341554,Corse
25/03/2020,1,1,2020,221.0,14.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
25/03/2020,1,1,2020,36.0,3.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
25/03/2020,1,1,2020,0.0,16.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
25/03/2020,1,1,2020,3.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
25/03/2020,1,1,2020,9.0,0.0,REG-02,Europe,REG-02,363484,Martinique
25/03/2020,1,1,2020,3.0,0.0,REG-03,Europe,REG-03,283539,Guyane
25/03/2020,1,1,2020,102.0,3.0,REG-28,Europe,REG-28,3313340,Normandie
25/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
25/03/2020,1,1,2020,0.0,95.0,REG-11,Europe,REG-11,12244807,Île-de-France
25/03/2020,1,1,2020,111.0,5.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
25/03/2020,1,1,2020,0.0,0.0,REG-04,Europe,REG-04,857961,La Réunion
26/03/2020,1,1,2020,0.0,11.0,REG-93,Europe,REG-93,5048405,Provence-Alpes-Côte d'Azur
26/03/2020,1,1,2020,0.0,29.0,REG-84,Europe,REG-84,8005882,Auvergne-Rhône-Alpes
26/03/2020,1,1,2020,203.0,9.0,REG-76,Europe,REG-76,5899209,Occitanie
26/03/2020,1,1,2020,132.0,9.0,REG-75,Europe,REG-75,5986318,Nouvelle-Aquitaine
26/03/2020,1,1,2020,104.0,1.0,REG-53,Europe,REG-53,3333720,Bretagne
26/03/2020,1,1,2020,80.0,14.0,REG-52,Europe,REG-52,3787400,Pays de la Loire
26/03/2020,1,1,2020,0.0,74.0,REG-44,Europe,REG-44,5525291,Grand Est
26/03/2020,1,1,2020,157.0,10.0,REG-32,Europe,REG-32,5977437,Hauts-de-France
26/03/2020,1,1,2020,17.0,6.0,REG-94,Europe,REG-94,341554,Corse
26/03/2020,1,1,2020,0.0,21.0,REG-27,Europe,REG-27,2793333,Bourgogne-Franche-Comté
26/03/2020,1,1,2020,0.0,0.0,REG-01,Europe,REG-01,381294,Guadeloupe
26/03/2020,1,1,2020,14.0,0.0,REG-02,Europe,REG-02,363484,Martinique
26/03/2020,1,1,2020,0.0,0.0,REG-03,Europe,REG-03,283539,Guyane
26/03/2020,1,1,2020,101.0,1.0,REG-28,Europe,REG-28,3313340,Normandie
26/03/2020,1,1,2020,0.0,0.0,REG-06,Europe,REG-06,269471,Mayotte
26/03/2020,1,1,2020,0.0,103.0,REG-11,Europe,REG-11,12244807,Île-de-France
26/03/2020,1,1,2020,84.0,7.0,REG-24,Europe,REG-24,2565258,Centre-Val de Loire
