"Age","M_IFR","CL_CI","CU_CI","CL_PI","CU_PI"
"29.5",0.0189861860126257,0.0157791990786791,0.0228449665009975,0.00563987949863076,0.0639154389500618
"30",0.0201679449528456,0.0167961679399014,0.0242165941745043,0.00599280744791031,0.0678723752498627
"30.5",0.021423252299428,0.0178782530128956,0.0256711766123772,0.00636777188628912,0.072074756026268
"31",0.0227567013353109,0.0190295893698931,0.0272137988358736,0.00676615675911307,0.0765379071235657
"31.5",0.0241731479763985,0.0202545560896397,0.0288498587906361,0.007189413998276,0.0812779814004898
"32",0.025677751749754,0.0215578060597181,0.0305850636214018,0.00763909006491303,0.0863122120499611
"32.5",0.0272760130465031,0.0229443032294512,0.0324255153536797,0.00811684224754572,0.091658927500248
"33",0.0289737544953823,0.024419279769063,0.0343776904046535,0.00862440746277571,0.0973375216126442
"33.5",0.0307771619409323,0.0259883217513561,0.0364484339952469,0.00916364602744579,0.103368625044823
"34",0.0326928272843361,0.0276573598384857,0.038645077496767,0.00973653700202703,0.109774217009544
"34.5",0.0347277261316776,0.0294326767325401,0.0409753769636154,0.010345172137022,0.116577580571175
"35",0.0368892773985863,0.031320933252573,0.0434475764632225,0.0109917689114809,0.123803429305553
"35.5",0.0391853787004948,0.0333292447030544,0.0460704639554024,0.0116787031292915,0.131478115916252
"36",0.0416243933141232,0.0354651212692261,0.0488533563911915,0.0124084781855345,0.139629572629929
"36.5",0.0442152135074139,0.0377365313470364,0.051806166768074,0.0131837576627731,0.148287385702133
"37",0.046967301517725,0.0401519574224949,0.0549394749104977,0.0140073848888278,0.157483175396919
"37.5",0.0498906895518303,0.0427203960716724,0.0582644641399384,0.0148823596537113,0.167250424623489
"38",0.0529960244894028,0.0454513467848301,0.0617930740118027,0.0158118735998869,0.177624627947807
"38.5",0.0562946572899818,0.0483549535274506,0.0655380338430405,0.0167993307113647,0.188643738627434
"39",0.0597986094653606,0.0514419339597225,0.069512814283371,0.0178483221679926,0.200347855687141
"39.5",0.0635206401348114,0.0547236613929272,0.0737317502498627,0.018962686881423,0.212779566645622
"40",0.0674743577837944,0.0582122057676315,0.078210212290287,0.020146481692791,0.22598434984684
"40.5",0.0716741681098938,0.0619203671813011,0.0829644054174423,0.0214040260761976,0.240010276436806
"41",0.0761353671550751,0.065861664712429,0.0880116447806358,0.0227399040013552,0.254908442497253
"41.5",0.0808742642402649,0.0700505077838898,0.0933704301714897,0.0241589862853289,0.270733445882797
"42",0.0859081223607063,0.0745021477341652,0.0990603119134903,0.0256664548069239,0.287542879581451
"42.5",0.0912552773952484,0.0792326778173447,0.105102173984051,0.0272677782922983,0.305398046970367
"43",0.0969352871179581,0.0842592716217041,0.111518308520317,0.0289688091725111,0.324364393949509
"43.5",0.102968834340572,0.089600034058094,0.118332333862782,0.0307757332921028,0.344511032104492
"44",0.109377913177013,0.0952741727232933,0.125569462776184,0.0326951406896114,0.365911543369293
"44.5",0.116185910999775,0.101302087306976,0.133256554603577,0.0347339995205402,0.388644188642502
"45",0.123417682945728,0.107705324888229,0.14142219722271,0.0368997491896152,0.41279211640358
"45.5",0.131099551916122,0.114506736397743,0.150096789002419,0.0392002463340759,0.43844348192215
"46",0.139259576797485,0.121730513870716,0.159312799572945,0.0416438803076744,0.465692192316055
"46.5",0.147927507758141,0.129402339458466,0.169104740023613,0.0442395284771919,0.494637936353683
"47",0.15713495016098,0.137549340724945,0.179509356617928,0.0469966270029545,0.525386571884155
"47.5",0.166915491223335,0.146200269460678,0.190565854310989,0.0499251969158649,0.558050513267517
"48",0.177304819226265,0.15538564324379,0.202315971255302,0.053035881370306,0.59274959564209
"48.5",0.188340783119202,0.165137678384781,0.214804098010063,0.0563399828970432,0.629610598087311
"49",0.200063660740852,0.175490587949753,0.228077575564384,0.0598494969308376,0.668768584728241
"49.5",0.212516233325005,0.186480537056923,0.242186918854713,0.0635771900415421,0.7103670835495
"50",0.225743860006332,0.198145866394043,0.257185727357864,0.0675365626811981,0.754558444023132
"50.5",0.239794805645943,0.210527151823044,0.273131281137466,0.0717420130968094,0.801504552364349
"51",0.254720360040665,0.223667442798615,0.290084540843964,0.0762087926268578,0.851377725601196
"51.5",0.270574897527695,0.237612202763557,0.308110356330872,0.0809530839323997,0.904360473155975
"52",0.287416279315948,0.252409696578979,0.32727786898613,0.0859921351075172,0.960647225379944
"52.5",0.305305927991867,0.268111020326614,0.34766086935997,0.0913442224264145,1.02044475078583
"53",0.324309051036835,0.284770250320435,0.369337648153305,0.0970286726951599,1.08397197723389
"53.5",0.34449502825737,0.302444636821747,0.392391890287399,0.103066183626652,1.15146231651306
"54",0.365937411785126,0.321194916963577,0.41691255569458,0.109478570520878,1.22316360473633
"54.5",0.38871443271637,0.341085374355316,0.44299441576004,0.116289079189301,1.29933869838715
"55",0.412909179925919,0.362184077501297,0.470738500356674,0.123522385954857,1.38026785850525
"55.5",0.43860986828804,0.38456317782402,0.500252306461334,0.131204709410667,1.46624779701233
"56",0.465910226106644,0.408299058675766,0.531650364398956,0.139363795518875,1.55759489536285
"56.5",0.494909852743149,0.433472633361816,0.565054714679718,0.14802922308445,1.65464472770691
"57",0.525714516639709,0.460169702768326,0.60059529542923,0.157232344150543,1.75775384902954
"57.5",0.558436512947083,0.488481014966965,0.63841038942337,0.167006433010101,1.86730146408081
"58",0.593195259571075,0.518502831459045,0.678647458553314,0.177386865019798,1.98369061946869
"58.5",0.630117475986481,0.550337076187134,0.72146338224411,0.188411131501198,2.10734915733337
"59",0.669337868690491,0.58409172296524,0.767025411128998,0.200119152665138,2.23873209953308
"59.5",0.710999429225922,0.619881212711334,0.815511405467987,0.212553218007088,2.37832307815552
"60",0.755254149436951,0.657826662063599,0.867111086845398,0.225758165121078,2.52663636207581
"60.5",0.802263379096985,0.698056578636169,0.922026336193085,0.239781871438026,2.68421697616577
"61",0.852198660373688,0.740706980228424,0.980472087860107,0.254674851894379,2.85164594650269
"61.5",0.905241966247559,0.785921931266785,1.04267752170563,0.270490914583206,3.02954006195068
"62",0.961586952209473,0.833854138851166,1.10888624191284,0.287287205457687,3.21855449676514
"62.5",1.02143895626068,0.884665429592133,1.17935824394226,0.305124253034592,3.41938543319702
"63",1.08501636981964,0.938527166843414,1.25437009334564,0.324066519737244,3.63277387619019
"63.5",1.15255093574524,0.995620965957642,1.33421623706818,0.344182252883911,3.85950636863708
"64",1.22428905963898,1.05613923072815,1.41921055316925,0.365544050931931,4.10041904449463
"64.5",1.30049252510071,1.12028563022614,1.50968706607819,0.388228952884674,4.35640001296997
"65",1.3814389705658,1.18827629089355,1.60600161552429,0.412318736314774,4.62839460372925
"65.5",1.46742379665375,1.26033985614777,1.70853328704834,0.4379001557827,4.91740560531616
"66",1.55876064300537,1.33671879768372,1.81768572330475,0.465065389871597,5.22450113296509
"66.5",1.65578246116638,1.41766977310181,1.93388867378235,0.493912428617477,5.55081272125244
"67",1.75884330272675,1.50346505641937,2.0576000213623,0.524545013904572,5.89754867553711
"67.5",1.86831879615784,1.59439265727997,2.18930721282959,0.557073533535004,6.26598739624023
"68",1.98460853099823,1.69075798988342,2.32953000068665,0.591615080833435,6.65748977661133
"68.5",2.10813641548157,1.792884349823,2.47882080078125,0.628293871879578,7.07350397109985
"69",2.23935317993164,1.90111482143402,2.63776922225952,0.667242109775543,7.51556634902954
"69.5",2.37873697280884,2.01581239700317,2.8070023059845,0.708599627017975,7.98531341552734
"70",2.52679657936096,2.13736152648926,2.98718810081482,0.752515375614166,8.48447895050049
"70.5",2.68407201766968,2.26616978645325,3.17903900146484,0.799147188663483,9.01491165161133
"71",2.85113644599915,2.40266895294189,3.38331246376038,0.848662793636322,9.57857322692871
"71.5",3.02859950065613,2.54731607437134,3.6008152961731,0.901239931583405,10.1775493621826
"72",3.21710848808289,2.70059633255005,3.83240842819214,0.957067787647247,10.814058303833
"72.5",3.41735076904297,2.86302208900452,4.07900714874268,1.01634669303894,11.4904537200928
"73",3.63005709648132,3.03513813018799,4.34158658981323,1.0792897939682,12.209246635437
"73.5",3.85600233078003,3.21751928329468,4.62118577957153,1.14612281322479,12.973090171814
"74",4.0960111618042,3.41077637672424,4.91891145706177,1.21708583831787,13.7848196029663
"74.5",4.35095930099487,3.61555695533752,5.23594236373901,1.2924337387085,14.6474390029907
"75",4.62177562713623,3.83254408836365,5.5735330581665,1.37243640422821,15.5641508102417
"75.5",4.90944862365723,4.06246376037598,5.93302154541016,1.45738136768341,16.5383529663086
"76",5.21502733230591,4.30608558654785,6.31583166122437,1.5475732088089,17.5736541748047
"76.5",5.539626121521,4.56422281265259,6.7234787940979,1.64333486557007,18.6738929748535
"77",5.88442897796631,4.83773851394653,7.15758180618286,1.74501025676727,19.8431568145752
"77.5",6.25069332122803,5.12754535675049,7.61985778808594,1.8529634475708,21.0857715606689
"78",6.63975429534912,5.43461179733276,8.11214160919189,1.96758103370667,22.4063625335693
"78.5",7.05303287506104,5.75996351242065,8.63638687133789,2.08927440643311,23.8098316192627
"79",7.49203443527222,6.10468673706055,9.19466972351074,2.21847891807556,25.3013820648193
"79.5",7.95836019515991,6.46993160247803,9.78920745849609,2.35565710067749,26.8865547180176
"80",8.45371246337891,6.85691690444946,10.4223594665527,2.501300573349,28.5712451934814
"80.5",8.97989654541016,7.26693439483643,11.0966377258301,2.65593004226685,30.3616962432861
"81",9.53883171081543,7.70135259628296,11.8147172927856,2.8200991153717,32.2645797729492
"81.5",10.1325569152832,8.16161918640137,12.5794553756714,2.99439573287964,34.2869567871094
"82",10.7632350921631,8.64926815032959,13.3938798904419,3.17944169044495,36.4363403320312
"82.5",11.4331722259521,9.16592788696289,14.2612323760986,3.37590098381042,38.7207527160645
"83",12.1448078155518,9.7133207321167,15.1849555969238,3.58447480201721,41.1486701965332
"83.5",12.9007339477539,10.2932662963867,16.1687202453613,3.80590748786926,43.7291030883789
"84",13.7037153244019,10.9077062606812,17.2164344787598,4.04099321365356,46.4716949462891
"84.5",14.5566759109497,11.5586814880371,18.3322658538818,4.29056978225708,49.3866386413574
"85",15.4627237319946,12.2483625411987,19.5206356048584,4.55552864074707,52.4847679138184
"85.5",16.4251708984375,12.9790449142456,20.7862930297852,4.83681678771973,55.7776336669922
"86",17.4475231170654,13.7531661987305,22.1342525482178,5.13543939590454,59.2775115966797
"86.5",18.5335102081299,14.5733032226562,23.5698795318604,5.45246124267578,62.9974136352539
"87",19.6870880126953,15.4421815872192,25.0988750457764,5.78901243209839,66.9512176513672
"87.5",20.9124717712402,16.3627014160156,26.7273368835449,6.14629650115967,71.1536483764648
"88",22.2141284942627,17.3379287719727,28.4617309570312,6.5255880355835,75.6203842163086
"88.5",23.5967960357666,18.37109375,30.3089637756348,6.92823600769043,80.368049621582
"89",25.0655326843262,19.4656581878662,32.2763786315918,7.35568046569824,85.4143753051758
"89.5",26.6256885528564,20.6252460479736,34.3718223571777,7.80944347381592,90.778205871582
"90",28.2829437255859,21.8537178039551,36.6036071777344,8.29114055633545,96.4794845581055
"90.5",30.0433616638184,23.1551704406738,38.9806480407715,8.80249214172363,100
"91",31.91335105896,24.5339260101318,41.512393951416,9.34531879425049,100
"91.5",33.8997268676758,25.9945640563965,44.208911895752,9.92154884338379,100
"92",36.0097503662109,27.5419578552246,47.0809669494629,10.5332412719727,100
"92.5",38.251106262207,29.1812400817871,50.1399879455566,11.1825714111328,100
"93",40.6319580078125,30.9178619384766,53.3981323242188,11.8718481063843,100
"93.5",43.1610145568848,32.7576103210449,56.8684158325195,12.6035280227661,100
"94",45.8474884033203,34.7065887451172,60.5646438598633,13.3802137374878,100
"94.5",48.7011642456055,36.7712669372559,64.5015411376953,14.2046613693237,100
"95",51.7324714660645,38.9585380554199,68.6947937011719,15.0798139572144,100
"95.5",48.5777969360352,36.0829734802246,65.3993225097656,12.9447450637817,100
"96",51.5684814453125,38.2009506225586,69.6136703491211,13.7332992553711,100
