"state","age","dt","norm_visits"
"AK","18_24","08/09/2020","223,059"
"AK","18_24","08/10/2020","245,257"
"AK","18_24","08/11/2020","309,355"
"AK","18_24","08/12/2020","280,817"
"AK","18_24","08/13/2020","304,401"
"AK","18_24","08/14/2020","332,197"
"AK","18_24","08/15/2020","369,124"
"AK","18_24","08/16/2020","342,278"
"AK","18_24","08/17/2020","298,892"
"AK","18_24","08/18/2020","330,394"
"AK","18_24","08/19/2020","330,031"
"AK","18_24","08/20/2020","328,705"
"AK","18_24","08/21/2020","332,573"
"AK","18_24","08/22/2020","301,332"
"AK","18_24","08/23/2020","250,333"
"AK","18_24","08/24/2020","281,357"
"AK","18_24","08/25/2020","283,057"
"AK","18_24","08/26/2020","302,747"
"AK","18_24","08/27/2020","294,436"
"AK","18_24","08/28/2020","313,935"
"AK","18_24","08/29/2020","304,258"
"AK","18_24","08/30/2020","276,074"
"AK","18_24","08/31/2020","305,577"
"AK","18_24","09/01/2020","305,572"
"AK","18_24","09/02/2020","300,918"
"AK","18_24","09/03/2020","325,164"
"AK","18_24","09/04/2020","317,674"
"AK","18_24","09/05/2020","283,514"
"AK","18_24","09/06/2020","238,298"
"AK","18_24","09/07/2020","231,688"
"AK","18_24","09/08/2020","304,972"
"AK","18_24","09/09/2020","298,046"
"AK","18_24","09/10/2020","301,531"
"AK","18_24","09/11/2020","286,481"
"AK","18_24","09/12/2020","287,534"
"AK","18_24","09/13/2020","260,220"
"AK","18_24","09/14/2020","280,146"
"AK","18_24","09/15/2020","346,686"
"AK","18_24","09/16/2020","314,515"
"AK","18_24","09/17/2020","257,865"
"AK","18_24","09/18/2020","296,504"
"AK","18_24","09/19/2020","252,087"
"AK","18_24","09/20/2020","249,110"
"AK","18_24","09/21/2020","341,599"
"AK","25_34","02/01/2020","197,762"
"AK","25_34","02/02/2020","365,340"
"AK","25_34","02/03/2020","309,623"
"AK","25_34","02/04/2020","383,046"
"AK","25_34","02/05/2020","423,531"
"AK","25_34","02/06/2020","406,596"
"AK","25_34","02/07/2020","379,637"
"AK","25_34","02/08/2020","387,895"
"AK","25_34","02/09/2020","346,076"
"AK","25_34","02/10/2020","338,898"
"AK","25_34","02/11/2020","347,461"
"AK","25_34","02/12/2020","390,818"
"AK","25_34","02/13/2020","384,128"
"AK","25_34","02/14/2020","390,218"
"AK","25_34","02/15/2020","382,925"
"AK","25_34","02/16/2020","339,460"
"AK","25_34","02/17/2020","390,689"
"AK","25_34","02/18/2020","370,631"
"AK","25_34","02/19/2020","351,416"
"AK","25_34","02/20/2020","385,835"
"AK","25_34","02/21/2020","400,774"
"AK","25_34","02/22/2020","369,874"
"AK","25_34","02/23/2020","319,405"
"AK","25_34","02/24/2020","314,844"
"AK","25_34","02/25/2020","342,065"
"AK","25_34","02/26/2020","359,044"
"AK","25_34","02/27/2020","335,793"
"AK","25_34","02/28/2020","349,046"
"AK","25_34","02/29/2020","377,655"
"AK","25_34","03/01/2020","324,016"
"AK","25_34","03/02/2020","297,717"
"AK","25_34","03/03/2020","358,541"
"AK","25_34","03/04/2020","367,433"
"AK","25_34","03/05/2020","307,126"
"AK","25_34","03/06/2020","347,801"
"AK","25_34","03/07/2020","375,542"
"AK","25_34","03/08/2020","350,319"
"AK","25_34","03/09/2020","352,376"
"AK","25_34","03/10/2020","323,567"
"AK","25_34","03/11/2020","362,791"
"AK","25_34","03/12/2020","328,037"
"AK","25_34","03/13/2020","405,289"
"AK","25_34","03/14/2020","379,764"
"AK","25_34","03/15/2020","362,003"
"AK","25_34","03/16/2020","317,437"
"AK","25_34","03/17/2020","323,215"
"AK","25_34","03/18/2020","340,390"
"AK","25_34","03/19/2020","299,238"
"AK","25_34","03/20/2020","326,246"
"AK","25_34","03/21/2020","312,902"
"AK","25_34","03/22/2020","273,605"
"AK","25_34","03/23/2020","316,690"
"AK","25_34","03/24/2020","302,618"
"AK","25_34","03/25/2020","334,300"
"AK","25_34","03/26/2020","298,503"
"AK","25_34","03/27/2020","312,134"
"AK","25_34","03/28/2020","286,577"
"AK","25_34","03/29/2020","219,379"
"AK","25_34","03/30/2020","255,334"
"AK","25_34","03/31/2020","314,674"
"AK","25_34","04/01/2020","294,898"
"AK","25_34","04/02/2020","262,993"
"AK","25_34","04/03/2020","280,659"
"AK","25_34","04/04/2020","299,306"
"AK","25_34","04/05/2020","251,397"
"AK","25_34","04/06/2020","287,391"
"AK","25_34","04/07/2020","250,602"
"AK","25_34","04/08/2020","292,268"
"AK","25_34","04/09/2020","310,302"
"AK","25_34","04/10/2020","305,991"
"AK","25_34","04/11/2020","264,554"
"AK","25_34","04/12/2020","264,148"
"AK","25_34","04/13/2020","228,942"
"AK","25_34","04/14/2020","306,834"
"AK","25_34","04/15/2020","301,494"
"AK","25_34","04/16/2020","315,045"
"AK","25_34","04/17/2020","286,775"
"AK","25_34","04/18/2020","291,274"
"AK","25_34","04/19/2020","259,140"
"AK","25_34","04/20/2020","229,688"
"AK","25_34","04/21/2020","279,898"
"AK","25_34","04/22/2020","319,340"
"AK","25_34","04/23/2020","278,869"
"AK","25_34","04/24/2020","290,995"
"AK","25_34","04/25/2020","263,647"
"AK","25_34","04/26/2020","291,025"
"AK","25_34","04/27/2020","328,740"
"AK","25_34","04/28/2020","321,743"
"AK","25_34","04/29/2020","326,723"
"AK","25_34","04/30/2020","335,419"
"AK","25_34","05/01/2020","355,015"
"AK","25_34","05/02/2020","348,155"
"AK","25_34","05/03/2020","315,019"
"AK","25_34","05/04/2020","321,357"
"AK","25_34","05/05/2020","322,624"
"AK","25_34","05/06/2020","362,892"
"AK","25_34","05/07/2020","325,139"
"AK","25_34","05/08/2020","320,816"
"AK","25_34","05/09/2020","392,644"
"AK","25_34","05/10/2020","396,127"
"AK","25_34","05/11/2020","344,934"
"AK","25_34","05/12/2020","362,691"
"AK","25_34","05/13/2020","339,350"
"AK","25_34","05/14/2020","337,927"
"AK","25_34","05/15/2020","399,782"
"AK","25_34","05/16/2020","432,930"
"AK","25_34","05/17/2020","376,626"
"AK","25_34","05/18/2020","364,243"
"AK","25_34","05/19/2020","370,599"
"AK","25_34","05/20/2020","319,515"
"AK","25_34","05/21/2020","361,141"
"AK","25_34","05/22/2020","354,028"
"AK","25_34","05/23/2020","353,601"
"AK","25_34","05/24/2020","336,739"
"AK","25_34","05/25/2020","361,084"
"AK","25_34","05/26/2020","317,334"
"AK","25_34","05/27/2020","374,287"
"AK","25_34","05/28/2020","354,626"
"AK","25_34","05/29/2020","381,237"
"AK","25_34","05/30/2020","374,189"
"AK","25_34","05/31/2020","345,411"
"AK","25_34","06/01/2020","357,283"
"AK","25_34","06/02/2020","324,282"
"AK","25_34","06/03/2020","375,547"
"AK","25_34","06/04/2020","346,108"
"AK","25_34","06/05/2020","374,695"
"AK","25_34","06/06/2020","375,147"
"AK","25_34","06/07/2020","311,834"
"AK","25_34","06/08/2020","308,106"
"AK","25_34","06/09/2020","347,841"
"AK","25_34","06/10/2020","407,843"
"AK","25_34","06/11/2020","378,608"
"AK","25_34","06/12/2020","403,607"
"AK","25_34","06/13/2020","397,767"
"AK","25_34","06/14/2020","339,437"
"AK","25_34","06/15/2020","349,926"
"AK","25_34","06/16/2020","350,765"
"AK","25_34","06/17/2020","406,320"
"AK","25_34","06/18/2020","388,532"
"AK","25_34","06/19/2020","382,008"
"AK","25_34","06/20/2020","409,511"
"AK","25_34","06/21/2020","325,772"
"AK","25_34","06/22/2020","343,608"
"AK","25_34","06/23/2020","341,390"
"AK","25_34","06/24/2020","359,484"
"AK","25_34","06/25/2020","358,355"
"AK","25_34","06/26/2020","417,620"
"AK","25_34","06/27/2020","429,438"
"AK","25_34","06/28/2020","333,946"
"AK","25_34","06/29/2020","305,410"
"AK","25_34","06/30/2020","398,271"
"AK","25_34","07/01/2020","409,095"
"AK","25_34","07/02/2020","408,190"
"AK","25_34","07/03/2020","439,221"
"AK","25_34","07/04/2020","351,711"
"AK","25_34","07/05/2020","374,310"
"AK","25_34","07/06/2020","364,521"
"AK","25_34","07/07/2020","360,484"
"AK","25_34","07/08/2020","345,407"
"AK","25_34","07/09/2020","312,660"
"AK","25_34","07/10/2020","334,640"
"AK","25_34","07/11/2020","388,322"
"AK","25_34","07/12/2020","371,457"
"AK","25_34","07/13/2020","336,947"
"AK","25_34","07/14/2020","366,981"
"AK","25_34","07/15/2020","341,179"
"AK","25_34","07/16/2020","412,173"
"AK","25_34","07/17/2020","332,467"
"AK","25_34","07/18/2020","400,553"
"AK","25_34","07/19/2020","354,185"
"AK","25_34","07/20/2020","355,922"
"AK","25_34","07/21/2020","407,714"
"AK","25_34","07/22/2020","329,316"
"AK","25_34","07/23/2020","363,219"
"AK","25_34","07/24/2020","411,838"
"AK","25_34","07/25/2020","430,088"
"AK","25_34","07/26/2020","366,254"
"AK","25_34","07/27/2020","337,205"
"AK","25_34","07/28/2020","382,001"
"AK","25_34","07/29/2020","375,351"
"AK","25_34","07/30/2020","375,036"
"AK","25_34","07/31/2020","386,188"
"AK","25_34","08/01/2020","346,093"
"AK","25_34","08/02/2020","320,706"
"AK","25_34","08/03/2020","387,275"
"AK","25_34","08/04/2020","373,969"
"AK","25_34","08/05/2020","394,025"
"AK","25_34","08/06/2020","413,613"
"AK","25_34","08/07/2020","369,145"
"AK","25_34","08/08/2020","374,789"
"AK","25_34","08/09/2020","332,300"
"AK","25_34","08/10/2020","364,341"
"AK","25_34","08/11/2020","379,571"
"AK","25_34","08/12/2020","358,933"
"AK","25_34","08/13/2020","369,173"
"AK","25_34","08/14/2020","397,482"
"AK","25_34","08/15/2020","403,651"
"AK","25_34","08/16/2020","371,481"
"AK","25_34","08/17/2020","363,452"
"AK","25_34","08/18/2020","388,631"
"AK","25_34","08/19/2020","374,898"
"AK","25_34","08/20/2020","384,693"
"AK","25_34","08/21/2020","400,154"
"AK","25_34","08/22/2020","408,138"
"AK","25_34","08/23/2020","338,154"
"AK","25_34","08/24/2020","377,752"
"AK","25_34","08/25/2020","399,149"
"AK","25_34","08/26/2020","388,604"
"AK","25_34","08/27/2020","374,736"
"AK","25_34","08/28/2020","414,729"
"AK","25_34","08/29/2020","435,739"
"AK","25_34","08/30/2020","350,131"
"AK","25_34","08/31/2020","334,706"
"AK","25_34","09/01/2020","350,326"
"AK","25_34","09/02/2020","357,343"
"AK","25_34","09/03/2020","420,158"
"AK","25_34","09/04/2020","383,415"
"AK","25_34","09/05/2020","396,305"
"AK","25_34","09/06/2020","337,387"
"AK","25_34","09/07/2020","285,436"
"AK","25_34","09/08/2020","298,539"
"AK","25_34","09/09/2020","332,811"
"AK","25_34","09/10/2020","365,028"
"AK","25_34","09/11/2020","376,133"
"AK","25_34","09/12/2020","393,816"
"AK","25_34","09/13/2020","372,406"
"AK","25_34","09/14/2020","343,109"
"AK","25_34","09/15/2020","346,967"
"AK","25_34","09/16/2020","365,415"
"AK","25_34","09/17/2020","366,475"
"AK","25_34","09/18/2020","372,757"
"AK","25_34","09/19/2020","422,066"
"AK","25_34","09/20/2020","389,946"
"AK","25_34","09/21/2020","351,810"
"AK","35_44","02/01/2020","147,615"
"AK","35_44","02/02/2020","275,671"
"AK","35_44","02/03/2020","240,290"
"AK","35_44","02/04/2020","282,081"
"AK","35_44","02/05/2020","280,431"
"AK","35_44","02/06/2020","294,060"
"AK","35_44","02/07/2020","293,643"
"AK","35_44","02/08/2020","302,597"
"AK","35_44","02/09/2020","253,310"
"AK","35_44","02/10/2020","261,424"
"AK","35_44","02/11/2020","295,670"
"AK","35_44","02/12/2020","287,599"
"AK","35_44","02/13/2020","299,754"
"AK","35_44","02/14/2020","312,928"
"AK","35_44","02/15/2020","306,392"
"AK","35_44","02/16/2020","257,216"
"AK","35_44","02/17/2020","255,931"
"AK","35_44","02/18/2020","257,002"
"AK","35_44","02/19/2020","267,585"
"AK","35_44","02/20/2020","289,030"
"AK","35_44","02/21/2020","301,606"
"AK","35_44","02/22/2020","306,330"
"AK","35_44","02/23/2020","279,332"
"AK","35_44","02/24/2020","270,603"
"AK","35_44","02/25/2020","276,219"
"AK","35_44","02/26/2020","279,785"
"AK","35_44","02/27/2020","282,023"
"AK","35_44","02/28/2020","307,152"
"AK","35_44","02/29/2020","337,248"
"AK","35_44","03/01/2020","284,062"
"AK","35_44","03/02/2020","277,032"
"AK","35_44","03/03/2020","305,589"
"AK","35_44","03/04/2020","298,331"
"AK","35_44","03/05/2020","283,236"
"AK","35_44","03/06/2020","310,201"
"AK","35_44","03/07/2020","325,932"
"AK","35_44","03/08/2020","299,006"
"AK","35_44","03/09/2020","274,136"
"AK","35_44","03/10/2020","271,565"
"AK","35_44","03/11/2020","256,481"
"AK","35_44","03/12/2020","286,800"
"AK","35_44","03/13/2020","289,895"
"AK","35_44","03/14/2020","270,971"
"AK","35_44","03/15/2020","237,549"
"AK","35_44","03/16/2020","262,315"
"AK","35_44","03/17/2020","246,763"
"AK","35_44","03/18/2020","237,211"
"AK","35_44","03/19/2020","231,314"
"AK","35_44","03/20/2020","258,051"
"AK","35_44","03/21/2020","239,132"
"AK","35_44","03/22/2020","213,428"
"AK","35_44","03/23/2020","212,135"
"AK","35_44","03/24/2020","226,666"
"AK","35_44","03/25/2020","221,073"
"AK","35_44","03/26/2020","208,953"
"AK","35_44","03/27/2020","220,671"
"AK","35_44","03/28/2020","210,559"
"AK","35_44","03/29/2020","158,593"
"AK","35_44","03/30/2020","187,207"
"AK","35_44","03/31/2020","224,094"
"AK","35_44","04/01/2020","224,552"
"AK","35_44","04/02/2020","193,490"
"AK","35_44","04/03/2020","186,588"
"AK","35_44","04/04/2020","206,253"
"AK","35_44","04/05/2020","170,933"
"AK","35_44","04/06/2020","194,770"
"AK","35_44","04/07/2020","206,764"
"AK","35_44","04/08/2020","212,056"
"AK","35_44","04/09/2020","209,343"
"AK","35_44","04/10/2020","222,271"
"AK","35_44","04/11/2020","222,257"
"AK","35_44","04/12/2020","164,122"
"AK","35_44","04/13/2020","171,021"
"AK","35_44","04/14/2020","203,733"
"AK","35_44","04/15/2020","209,613"
"AK","35_44","04/16/2020","207,867"
"AK","35_44","04/17/2020","233,618"
"AK","35_44","04/18/2020","240,665"
"AK","35_44","04/19/2020","197,918"
"AK","35_44","04/20/2020","202,295"
"AK","35_44","04/21/2020","209,458"
"AK","35_44","04/22/2020","200,597"
"AK","35_44","04/23/2020","219,164"
"AK","35_44","04/24/2020","224,804"
"AK","35_44","04/25/2020","235,300"
"AK","35_44","04/26/2020","215,527"
"AK","35_44","04/27/2020","211,726"
"AK","35_44","04/28/2020","234,011"
"AK","35_44","04/29/2020","253,789"
"AK","35_44","04/30/2020","262,053"
"AK","35_44","05/01/2020","248,768"
"AK","35_44","05/02/2020","263,542"
"AK","35_44","05/03/2020","226,840"
"AK","35_44","05/04/2020","239,977"
"AK","35_44","05/05/2020","242,045"
"AK","35_44","05/06/2020","254,839"
"AK","35_44","05/07/2020","249,979"
"AK","35_44","05/08/2020","252,895"
"AK","35_44","05/09/2020","282,969"
"AK","35_44","05/10/2020","248,028"
"AK","35_44","05/11/2020","238,021"
"AK","35_44","05/12/2020","255,664"
"AK","35_44","05/13/2020","268,123"
"AK","35_44","05/14/2020","284,883"
"AK","35_44","05/15/2020","278,407"
"AK","35_44","05/16/2020","293,696"
"AK","35_44","05/17/2020","254,618"
"AK","35_44","05/18/2020","257,293"
"AK","35_44","05/19/2020","268,385"
"AK","35_44","05/20/2020","292,363"
"AK","35_44","05/21/2020","280,502"
"AK","35_44","05/22/2020","280,786"
"AK","35_44","05/23/2020","296,395"
"AK","35_44","05/24/2020","232,598"
"AK","35_44","05/25/2020","236,171"
"AK","35_44","05/26/2020","264,126"
"AK","35_44","05/27/2020","278,782"
"AK","35_44","05/28/2020","279,233"
"AK","35_44","05/29/2020","281,403"
"AK","35_44","05/30/2020","301,294"
"AK","35_44","05/31/2020","249,573"
"AK","35_44","06/01/2020","268,559"
"AK","35_44","06/02/2020","272,966"
"AK","35_44","06/03/2020","286,517"
"AK","35_44","06/04/2020","282,733"
"AK","35_44","06/05/2020","271,463"
"AK","35_44","06/06/2020","296,326"
"AK","35_44","06/07/2020","270,954"
"AK","35_44","06/08/2020","256,909"
"AK","35_44","06/09/2020","260,441"
"AK","35_44","06/10/2020","274,430"
"AK","35_44","06/11/2020","296,867"
"AK","35_44","06/12/2020","302,006"
"AK","35_44","06/13/2020","306,960"
"AK","35_44","06/14/2020","261,703"
"AK","35_44","06/15/2020","308,109"
"AK","35_44","06/16/2020","291,067"
"AK","35_44","06/17/2020","275,804"
"AK","35_44","06/18/2020","304,778"
"AK","35_44","06/19/2020","291,585"
"AK","35_44","06/20/2020","289,175"
"AK","35_44","06/21/2020","280,246"
"AK","35_44","06/22/2020","244,292"
"AK","35_44","06/23/2020","286,585"
"AK","35_44","06/24/2020","289,355"
"AK","35_44","06/25/2020","277,713"
"AK","35_44","06/26/2020","294,312"
"AK","35_44","06/27/2020","298,740"
"AK","35_44","06/28/2020","266,624"
"AK","35_44","06/29/2020","254,243"
"AK","35_44","06/30/2020","277,826"
"AK","35_44","07/01/2020","308,748"
"AK","35_44","07/02/2020","318,974"
"AK","35_44","07/03/2020","323,565"
"AK","35_44","07/04/2020","318,504"
"AK","35_44","07/05/2020","250,815"
"AK","35_44","07/06/2020","262,298"
"AK","35_44","07/07/2020","287,036"
"AK","35_44","07/08/2020","263,517"
"AK","35_44","07/09/2020","267,250"
"AK","35_44","07/10/2020","291,120"
"AK","35_44","07/11/2020","299,951"
"AK","35_44","07/12/2020","255,163"
"AK","35_44","07/13/2020","287,474"
"AK","35_44","07/14/2020","288,438"
"AK","35_44","07/15/2020","291,117"
"AK","35_44","07/16/2020","281,510"
"AK","35_44","07/17/2020","296,388"
"AK","35_44","07/18/2020","335,247"
"AK","35_44","07/19/2020","296,065"
"AK","35_44","07/20/2020","275,187"
"AK","35_44","07/21/2020","287,637"
"AK","35_44","07/22/2020","302,840"
"AK","35_44","07/23/2020","293,700"
"AK","35_44","07/24/2020","302,909"
"AK","35_44","07/25/2020","304,191"
"AK","35_44","07/26/2020","287,020"
"AK","35_44","07/27/2020","323,452"
"AK","35_44","07/28/2020","292,685"
"AK","35_44","07/29/2020","292,535"
"AK","35_44","07/30/2020","301,846"
"AK","35_44","07/31/2020","308,444"
"AK","35_44","08/01/2020","306,044"
"AK","35_44","08/02/2020","270,827"
"AK","35_44","08/03/2020","295,533"
"AK","35_44","08/04/2020","305,687"
"AK","35_44","08/05/2020","310,362"
"AK","35_44","08/06/2020","318,541"
"AK","35_44","08/07/2020","294,862"
"AK","35_44","08/08/2020","331,678"
"AK","35_44","08/09/2020","287,096"
"AK","35_44","08/10/2020","284,664"
"AK","35_44","08/11/2020","297,617"
"AK","35_44","08/12/2020","300,238"
"AK","35_44","08/13/2020","291,240"
"AK","35_44","08/14/2020","297,269"
"AK","35_44","08/15/2020","326,756"
"AK","35_44","08/16/2020","296,513"
"AK","35_44","08/17/2020","297,745"
"AK","35_44","08/18/2020","289,951"
"AK","35_44","08/19/2020","290,164"
"AK","35_44","08/20/2020","309,579"
"AK","35_44","08/21/2020","331,023"
"AK","35_44","08/22/2020","338,056"
"AK","35_44","08/23/2020","307,884"
"AK","35_44","08/24/2020","257,071"
"AK","35_44","08/25/2020","274,964"
"AK","35_44","08/26/2020","287,337"
"AK","35_44","08/27/2020","294,924"
"AK","35_44","08/28/2020","299,662"
"AK","35_44","08/29/2020","333,398"
"AK","35_44","08/30/2020","297,649"
"AK","35_44","08/31/2020","276,807"
"AK","35_44","09/01/2020","303,472"
"AK","35_44","09/02/2020","297,359"
"AK","35_44","09/03/2020","300,768"
"AK","35_44","09/04/2020","323,741"
"AK","35_44","09/05/2020","345,764"
"AK","35_44","09/06/2020","302,883"
"AK","35_44","09/07/2020","270,472"
"AK","35_44","09/08/2020","269,992"
"AK","35_44","09/09/2020","270,834"
"AK","35_44","09/10/2020","300,368"
"AK","35_44","09/11/2020","333,092"
"AK","35_44","09/12/2020","334,521"
"AK","35_44","09/13/2020","281,367"
"AK","35_44","09/14/2020","306,661"
"AK","35_44","09/15/2020","305,311"
"AK","35_44","09/16/2020","282,719"
"AK","35_44","09/17/2020","290,456"
