"","school","cumulative_students","date","start","number_students","type","loc"
"307","ATLANTIC CHRISTIAN ACADEMY OF THE PALM BEAC",4,"2020-11-21","2020-09-06",494,"Private","FL"
"308","ATLANTIC CHRISTIAN ACADEMY OF THE PALM BEAC",5,"2020-12-05","2020-09-06",494,"Private","FL"
"309","ATLANTIC COAST HIGH SCHOOL",4,"2020-10-24","2020-09-06",2269,"Public","FL"
"310","ATLANTIC COAST HIGH SCHOOL",5,"2020-11-21","2020-09-06",2269,"Public","FL"
"311","ATLANTIC COAST HIGH SCHOOL",30,"2020-12-05","2020-09-06",2269,"Public","FL"
"312","ATLANTIC HIGH SCHOOL",1,"2020-10-24","2020-09-06",2303,"Public","FL"
"313","ATLANTIC HIGH SCHOOL",1,"2020-10-24","2020-09-06",1348,"Public","FL"
"314","ATLANTIC HIGH SCHOOL",3,"2020-10-24","2020-09-06",2303,"Public","FL"
"315","ATLANTIC HIGH SCHOOL",3,"2020-10-24","2020-09-06",1348,"Public","FL"
"316","ATLANTIC HIGH SCHOOL",1,"2020-11-21","2020-09-06",2303,"Public","FL"
"317","ATLANTIC HIGH SCHOOL",1,"2020-11-21","2020-09-06",1348,"Public","FL"
"318","ATLANTIC HIGH SCHOOL",7,"2020-11-21","2020-09-06",2303,"Public","FL"
"319","ATLANTIC HIGH SCHOOL",7,"2020-11-21","2020-09-06",1348,"Public","FL"
"320","ATLANTIC HIGH SCHOOL",3,"2020-12-05","2020-09-06",2303,"Public","FL"
"321","ATLANTIC HIGH SCHOOL",3,"2020-12-05","2020-09-06",1348,"Public","FL"
"322","ATLANTIC HIGH SCHOOL",17,"2020-12-05","2020-09-06",2303,"Public","FL"
"323","ATLANTIC HIGH SCHOOL",17,"2020-12-05","2020-09-06",1348,"Public","FL"
"324","ATLANTIC MONTESSORI CHARTER SCHOOL",1,"2020-10-24","2020-09-06",137,"Public","FL"
"325","ATLANTIC MONTESSORI CHARTER SCHOOL",1,"2020-11-21","2020-09-06",137,"Public","FL"
"326","ATLANTIC MONTESSORI CHARTER SCHOOL",2,"2020-12-05","2020-09-06",137,"Public","FL"
"327","ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS",0,"2020-11-21","2020-09-06",150,"Public","FL"
"328","ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS",3,"2020-12-05","2020-09-06",150,"Public","FL"
"329","ATLANTIC TECHNICAL COLLEGE",1,"2020-10-24","2020-09-06",674,"Public","FL"
"330","ATLANTIC TECHNICAL COLLEGE",3,"2020-11-21","2020-09-06",674,"Public","FL"
"331","ATLANTIC TECHNICAL COLLEGE",9,"2020-12-05","2020-09-06",674,"Public","FL"
"332","ATLANTIC WEST ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",719,"Public","FL"
"333","ATLANTIC WEST ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",719,"Public","FL"
"334","ATLANTIS ACADEMY",1,"2020-10-24","2020-09-06",151,"Private","FL"
"335","ATLANTIS ACADEMY",1,"2020-10-24","2020-09-06",163,"Private","FL"
"336","ATLANTIS ACADEMY",0,"2020-11-21","2020-09-06",151,"Private","FL"
"337","ATLANTIS ACADEMY",0,"2020-11-21","2020-09-06",163,"Private","FL"
"338","ATLANTIS ACADEMY",1,"2020-11-21","2020-09-06",151,"Private","FL"
"339","ATLANTIS ACADEMY",1,"2020-11-21","2020-09-06",163,"Private","FL"
"340","ATLANTIS ACADEMY",1,"2020-11-21","2020-09-06",151,"Private","FL"
"341","ATLANTIS ACADEMY",1,"2020-11-21","2020-09-06",163,"Private","FL"
"342","ATLANTIS ACADEMY",2,"2020-12-05","2020-09-06",151,"Private","FL"
"343","ATLANTIS ACADEMY",2,"2020-12-05","2020-09-06",163,"Private","FL"
"344","ATLANTIS ACADEMY",1,"2020-12-05","2020-09-06",151,"Private","FL"
"345","ATLANTIS ACADEMY",1,"2020-12-05","2020-09-06",163,"Private","FL"
"346","ATLANTIS ACADEMY",2,"2020-12-05","2020-09-06",151,"Private","FL"
"347","ATLANTIS ACADEMY",2,"2020-12-05","2020-09-06",163,"Private","FL"
"348","ATLANTIS ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",713,"Public","FL"
"349","ATLANTIS ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",713,"Public","FL"
"350","ATLANTIS ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",713,"Public","FL"
"351","ATTUCKS MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",806,"Public","FL"
"352","ATTUCKS MIDDLE SCHOOL",7,"2020-12-05","2020-09-06",806,"Public","FL"
"353","ATWATER ELEMENTARY",2,"2020-10-24","2020-09-06",665,"Public","FL"
"354","ATWATER ELEMENTARY",2,"2020-11-21","2020-09-06",665,"Public","FL"
"355","ATWATER ELEMENTARY",3,"2020-12-05","2020-09-06",665,"Public","FL"
"356","AUBURNDALE CENTRAL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",413,"Public","FL"
"357","AUBURNDALE CENTRAL ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",413,"Public","FL"
"358","AUBURNDALE CENTRAL ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",413,"Public","FL"
"359","AUBURNDALE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",824,"Public","FL"
"360","AUBURNDALE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",824,"Public","FL"
"361","AUBURNDALE SENIOR HIGH SCHOOL",4,"2020-10-24","2020-09-06",1654,"Public","FL"
"362","AUBURNDALE SENIOR HIGH SCHOOL",9,"2020-11-21","2020-09-06",1654,"Public","FL"
"363","AUBURNDALE SENIOR HIGH SCHOOL",11,"2020-12-05","2020-09-06",1654,"Public","FL"
"364","AUDUBON ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",536,"Public","FL"
"365","AUDUBON ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",536,"Public","FL"
"366","AUDUBON ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",536,"Public","FL"
"367","AUDUBON PARK SCHOOL",0,"2020-10-24","2020-09-06",796,"Public","FL"
"368","AUDUBON PARK SCHOOL",1,"2020-11-21","2020-09-06",796,"Public","FL"
"369","AUDUBON PARK SCHOOL",5,"2020-12-05","2020-09-06",796,"Public","FL"
"370","AVALON ELEMENTARY",4,"2020-10-24","2020-09-06",848,"Public","FL"
"371","AVALON ELEMENTARY",4,"2020-11-21","2020-09-06",848,"Public","FL"
"372","AVALON ELEMENTARY",9,"2020-12-05","2020-09-06",848,"Public","FL"
"373","AVALON ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",479,"Public","FL"
"374","AVALON ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",479,"Public","FL"
"375","AVALON ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",479,"Public","FL"
"376","AVALON MIDDLE",8,"2020-10-24","2020-09-06",1023,"Public","FL"
"377","AVALON MIDDLE",9,"2020-11-21","2020-09-06",1023,"Public","FL"
"378","AVALON MIDDLE",13,"2020-12-05","2020-09-06",1023,"Public","FL"
"379","AVALON MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",786,"Public","FL"
"380","AVALON MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",786,"Public","FL"
"381","AVALON MIDDLE SCHOOL",5,"2020-12-05","2020-09-06",786,"Public","FL"
"382","AVANT GARDE ACADEMY OF BROWARD",0,"2020-11-21","2020-09-06",578,"Public","FL"
"383","AVANT GARDE ACADEMY OF BROWARD",3,"2020-12-05","2020-09-06",578,"Public","FL"
"384","AVENTURA CITY OF EXCELLENCE SCHOOL",4,"2020-11-21","2020-09-06",1025,"Public","FL"
"385","AVENTURA CITY OF EXCELLENCE SCHOOL",9,"2020-12-05","2020-09-06",1025,"Public","FL"
"386","AVENTURA WATERWAYS K-8 CENTER",1,"2020-10-24","2020-09-06",2133,"Public","FL"
"387","AVENTURA WATERWAYS K-8 CENTER",5,"2020-11-21","2020-09-06",2133,"Public","FL"
"388","AVENTURA WATERWAYS K-8 CENTER",14,"2020-12-05","2020-09-06",2133,"Public","FL"
"389","AVON ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",606,"Public","FL"
"390","AVON ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",606,"Public","FL"
"391","AVON ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",606,"Public","FL"
"392","AVON PARK HIGH SCHOOL",4,"2020-10-24","2020-09-06",1085,"Public","FL"
"393","AVON PARK HIGH SCHOOL",13,"2020-11-21","2020-09-06",1085,"Public","FL"
"394","AVON PARK HIGH SCHOOL",16,"2020-12-05","2020-09-06",1085,"Public","FL"
"395","AVON PARK MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",632,"Public","FL"
"396","AVON PARK MIDDLE SCHOOL",5,"2020-12-05","2020-09-06",632,"Public","FL"
"397","AZALEA ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",609,"Public","FL"
"398","AZALEA ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",609,"Public","FL"
"399","AZALEA ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",609,"Public","FL"
"400","AZALEA MIDDLE SCHOOL",0,"2020-11-21","2020-09-06",835,"Public","FL"
"401","AZALEA MIDDLE SCHOOL",1,"2020-12-05","2020-09-06",835,"Public","FL"
"402","AZALEA PARK BAPTIST SCHOOL",1,"2020-12-05","2020-09-06",106,"Private","FL"
"403","AZALEA PARK ELEMENTARY",2,"2020-10-24","2020-09-06",585,"Public","FL"
"404","AZALEA PARK ELEMENTARY",4,"2020-11-21","2020-09-06",585,"Public","FL"
"405","AZALEA PARK ELEMENTARY",5,"2020-12-05","2020-09-06",585,"Public","FL"
"406","B.D. GULLETT ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",1080,"Public","FL"
"407","BAGDAD ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",444,"Public","FL"
"408","BAGDAD ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",444,"Public","FL"
"409","BAGDAD ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",444,"Public","FL"
"410","BAIR MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",902,"Public","FL"
"411","BAIR MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",902,"Public","FL"
"412","BAIR MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",902,"Public","FL"
"413","BAK MIDDLE SCHOOL OF THE ARTS",4,"2020-11-21","2020-09-06",1381,"Public","FL"
"414","BAK MIDDLE SCHOOL OF THE ARTS",9,"2020-12-05","2020-09-06",1381,"Public","FL"
"415","BAKER COUNTY MIDDLE SCHOOL",8,"2020-10-24","2020-09-06",1195,"Public","FL"
"416","BAKER COUNTY MIDDLE SCHOOL",11,"2020-11-21","2020-09-06",1195,"Public","FL"
"417","BAKER COUNTY MIDDLE SCHOOL",16,"2020-12-05","2020-09-06",1195,"Public","FL"
"418","BAKER COUNTY SENIOR HIGH SCHOOL",30,"2020-10-24","2020-09-06",1385,"Public","FL"
"419","BAKER COUNTY SENIOR HIGH SCHOOL",44,"2020-11-21","2020-09-06",1385,"Public","FL"
"420","BAKER COUNTY SENIOR HIGH SCHOOL",61,"2020-12-05","2020-09-06",1385,"Public","FL"
"421","BAKER SCHOOL",8,"2020-10-24","2020-09-06",1496,"Public","FL"
"422","BAKER SCHOOL",17,"2020-11-21","2020-09-06",1496,"Public","FL"
"423","BAKER SCHOOL",34,"2020-12-05","2020-09-06",1496,"Public","FL"
"424","BAKER/HEAD START",1,"2020-12-05","2020-09-06",189,"Public","FL"
"425","BALDWIN MIDDLE-SENIOR HIGH SCHOOL",5,"2020-10-24","2020-09-06",1241,"Public","FL"
"426","BALDWIN MIDDLE-SENIOR HIGH SCHOOL",12,"2020-11-21","2020-09-06",1241,"Public","FL"
"427","BALDWIN MIDDLE-SENIOR HIGH SCHOOL",15,"2020-12-05","2020-09-06",1241,"Public","FL"
"428","BALDWIN PARK ELEMENTARY",3,"2020-10-24","2020-09-06",856,"Public","FL"
"429","BALDWIN PARK ELEMENTARY",3,"2020-11-21","2020-09-06",856,"Public","FL"
"430","BALDWIN PARK ELEMENTARY",10,"2020-12-05","2020-09-06",856,"Public","FL"
"431","BALLARD ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",438,"Public","FL"
"432","BALLARD ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",438,"Public","FL"
"433","BALLAST POINT ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",518,"Public","FL"
"434","BALLAST POINT ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",518,"Public","FL"
"435","BALLAST POINT ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",518,"Public","FL"
"436","BANYAN CREEK ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",994,"Public","FL"
"437","BANYAN CREEK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",994,"Public","FL"
"438","BANYAN CREEK ELEMENTARY SCHOOL",8,"2020-12-05","2020-09-06",994,"Public","FL"
"439","BANYAN ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",612,"Public","FL"
"440","BANYAN ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",332,"Public","FL"
"441","BANYAN ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",612,"Public","FL"
"442","BANYAN ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",332,"Public","FL"
"443","BARBARA GOLEMAN SENIOR HIGH",2,"2020-10-24","2020-09-06",2159,"Public","FL"
"444","BARBARA GOLEMAN SENIOR HIGH",10,"2020-11-21","2020-09-06",2159,"Public","FL"
"445","BARBARA GOLEMAN SENIOR HIGH",17,"2020-12-05","2020-09-06",2159,"Public","FL"
"446","BARDMOOR ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",496,"Public","FL"
"447","BARDMOOR ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",496,"Public","FL"
"448","BARDMOOR ELEMENTARY SCHOOL",6,"2020-12-05","2020-09-06",496,"Public","FL"
"449","BARRINGTON MIDDLE SCHOOL",5,"2020-10-24","2020-09-06",1518,"Public","FL"
"450","BARRINGTON MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1518,"Public","FL"
"451","BARRINGTON MIDDLE SCHOOL",9,"2020-12-05","2020-09-06",1518,"Public","FL"
"452","BARRON COLLIER HIGH SCHOOL",6,"2020-10-24","2020-09-06",1727,"Public","FL"
"453","BARRON COLLIER HIGH SCHOOL",10,"2020-11-21","2020-09-06",1727,"Public","FL"
"454","BARRON COLLIER HIGH SCHOOL",15,"2020-12-05","2020-09-06",1727,"Public","FL"
"455","BARTON ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",856,"Public","FL"
"456","BARTON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",856,"Public","FL"
"457","BARTON ELEMENTARY SCHOOL",1,"2020-12-05","2020-09-06",856,"Public","FL"
"458","BARTOW ELEMENTARY ACADEMY",3,"2020-10-24","2020-09-06",480,"Public","FL"
"459","BARTOW ELEMENTARY ACADEMY",7,"2020-11-21","2020-09-06",480,"Public","FL"
"460","BARTOW ELEMENTARY ACADEMY",9,"2020-12-05","2020-09-06",480,"Public","FL"
"461","BARTOW MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",891,"Public","FL"
"462","BARTOW SENIOR HIGH SCHOOL",10,"2020-10-24","2020-09-06",2271,"Public","FL"
"463","BARTOW SENIOR HIGH SCHOOL",15,"2020-11-21","2020-09-06",2271,"Public","FL"
"464","BARTOW SENIOR HIGH SCHOOL",17,"2020-12-05","2020-09-06",2271,"Public","FL"
"465","BARTRAM SPRINGS ELEMENTARY",0,"2020-10-24","2020-09-06",979,"Public","FL"
"466","BARTRAM SPRINGS ELEMENTARY",1,"2020-11-21","2020-09-06",979,"Public","FL"
"467","BARTRAM SPRINGS ELEMENTARY",4,"2020-12-05","2020-09-06",979,"Public","FL"
"468","BARTRAM TRAIL HIGH SCHOOL",13,"2020-10-24","2020-09-06",2666,"Public","FL"
"469","BARTRAM TRAIL HIGH SCHOOL",32,"2020-11-21","2020-09-06",2666,"Public","FL"
"470","BARTRAM TRAIL HIGH SCHOOL",55,"2020-12-05","2020-09-06",2666,"Public","FL"
"471","BAUDER ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",769,"Public","FL"
"472","BAUDER ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",769,"Public","FL"
"473","BAUDER ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",769,"Public","FL"
"474","BAUDHUIN ORAL SCHOOL-NOVA UNIVERSITY",0,"2020-11-21","2020-09-06",144,"Public","FL"
"475","BAUDHUIN ORAL SCHOOL-NOVA UNIVERSITY",2,"2020-12-05","2020-09-06",144,"Public","FL"
"476","BAY CREST ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",658,"Public","FL"
"477","BAY CREST ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",658,"Public","FL"
"478","BAY CREST ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",658,"Public","FL"
"479","BAY HAVEN CHARTER ACADEMY",5,"2020-10-24","2020-09-06",768,"Public","FL"
"480","BAY HAVEN CHARTER ACADEMY",11,"2020-11-21","2020-09-06",768,"Public","FL"
"481","BAY HAVEN CHARTER ACADEMY",12,"2020-12-05","2020-09-06",768,"Public","FL"
"482","BAY HAVEN CHARTER MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",464,"Public","FL"
"483","BAY HAVEN CHARTER MIDDLE SCHOOL",2,"2020-12-05","2020-09-06",464,"Public","FL"
"484","BAY HAVEN SCHOOL OF BASICS PLUS",1,"2020-10-24","2020-09-06",612,"Public","FL"
"485","BAY HAVEN SCHOOL OF BASICS PLUS",2,"2020-11-21","2020-09-06",612,"Public","FL"
"486","BAY HAVEN SCHOOL OF BASICS PLUS",3,"2020-12-05","2020-09-06",612,"Public","FL"
"487","BAY HIGH SCHOOL",2,"2020-10-24","2020-09-06",1223,"Public","FL"
"488","BAY HIGH SCHOOL",11,"2020-11-21","2020-09-06",1223,"Public","FL"
"489","BAY HIGH SCHOOL",16,"2020-12-05","2020-09-06",1223,"Public","FL"
"490","BAY LAKE ELEMENTARY",1,"2020-10-24","2020-09-06",1161,"Public","FL"
"491","BAY LAKE ELEMENTARY",1,"2020-11-21","2020-09-06",1161,"Public","FL"
"492","BAY LAKE ELEMENTARY",3,"2020-12-05","2020-09-06",1161,"Public","FL"
"493","BAY MEADOWS ELEMENTARY",1,"2020-10-24","2020-09-06",603,"Public","FL"
"494","BAY MEADOWS ELEMENTARY",2,"2020-11-21","2020-09-06",603,"Public","FL"
"495","BAY MEADOWS ELEMENTARY",5,"2020-12-05","2020-09-06",603,"Public","FL"
"496","BAY POINT ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",597,"Public","FL"
"497","BAY POINT MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1039,"Public","FL"
"498","BAY POINT MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",1039,"Public","FL"
"499","BAY POINT MIDDLE SCHOOL",1,"2020-12-05","2020-09-06",1039,"Public","FL"
"500","BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",647,"Public","FL"
"501","BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",647,"Public","FL"
"502","BAYONET POINT MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",822,"Public","FL"
"503","BAYONET POINT MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",822,"Public","FL"
"504","BAYONET POINT MIDDLE SCHOOL",4,"2020-12-05","2020-09-06",822,"Public","FL"
"505","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",733,"Public","FL"
"506","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",633,"Public","FL"
"507","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",625,"Public","FL"
"508","BAYSHORE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",733,"Public","FL"
"509","BAYSHORE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",633,"Public","FL"
"510","BAYSHORE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",625,"Public","FL"
"511","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",733,"Public","FL"
"512","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",633,"Public","FL"
"513","BAYSHORE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",625,"Public","FL"
"514","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",733,"Public","FL"
"515","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",633,"Public","FL"
"516","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",625,"Public","FL"
"517","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",733,"Public","FL"
"518","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",633,"Public","FL"
"519","BAYSHORE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",625,"Public","FL"
"520","BAYSHORE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",733,"Public","FL"
"521","BAYSHORE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",633,"Public","FL"
"522","BAYSHORE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",625,"Public","FL"
"523","BAYSHORE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",733,"Public","FL"
"524","BAYSHORE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",633,"Public","FL"
"525","BAYSHORE ELEMENTARY SCHOOL",3,"2020-12-05","2020-09-06",625,"Public","FL"
"526","BAYSHORE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",733,"Public","FL"
"527","BAYSHORE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",633,"Public","FL"
"528","BAYSHORE ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",625,"Public","FL"
"529","BAYSHORE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",733,"Public","FL"
"530","BAYSHORE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",633,"Public","FL"
"531","BAYSHORE ELEMENTARY SCHOOL",4,"2020-12-05","2020-09-06",625,"Public","FL"
"532","BAYSHORE HIGH SCHOOL",2,"2020-10-24","2020-09-06",1495,"Public","FL"
"533","BAYSHORE HIGH SCHOOL",5,"2020-11-21","2020-09-06",1495,"Public","FL"
"534","BAYSHORE HIGH SCHOOL",7,"2020-12-05","2020-09-06",1495,"Public","FL"
"535","BAYSIDE HIGH SCHOOL",4,"2020-10-24","2020-09-06",209,"Public","FL"
"536","BAYSIDE HIGH SCHOOL",4,"2020-10-24","2020-09-06",1706,"Public","FL"
"537","BAYSIDE HIGH SCHOOL",7,"2020-11-21","2020-09-06",209,"Public","FL"
"538","BAYSIDE HIGH SCHOOL",7,"2020-11-21","2020-09-06",1706,"Public","FL"
"539","BAYSIDE HIGH SCHOOL",1,"2020-11-21","2020-09-06",209,"Public","FL"
"540","BAYSIDE HIGH SCHOOL",1,"2020-11-21","2020-09-06",1706,"Public","FL"
"541","BAYSIDE HIGH SCHOOL",7,"2020-12-05","2020-09-06",209,"Public","FL"
"542","BAYSIDE HIGH SCHOOL",7,"2020-12-05","2020-09-06",1706,"Public","FL"
"543","BAYSIDE HIGH SCHOOL",3,"2020-12-05","2020-09-06",209,"Public","FL"
"544","BAYSIDE HIGH SCHOOL",3,"2020-12-05","2020-09-06",1706,"Public","FL"
"545","BAYVIEW ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",579,"Public","FL"
"546","BAYVIEW ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",373,"Public","FL"
"547","BAYVIEW ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",579,"Public","FL"
"548","BAYVIEW ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",373,"Public","FL"
"549","BAYVIEW ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",579,"Public","FL"
"550","BAYVIEW ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",373,"Public","FL"
"551","BAYVIEW ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",579,"Public","FL"
"552","BAYVIEW ELEMENTARY SCHOOL",7,"2020-12-05","2020-09-06",373,"Public","FL"
"553","BAYVIEW ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",579,"Public","FL"
"554","BAYVIEW ELEMENTARY SCHOOL",2,"2020-12-05","2020-09-06",373,"Public","FL"
"555","BB C CHRISTIAN ACADEMY",1,"2020-10-24","2020-09-06",109,"Private","FL"
"556","BB C CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",109,"Private","FL"
"557","BB C CHRISTIAN ACADEMY",1,"2020-12-05","2020-09-06",109,"Private","FL"
